close,datetime,exchange_code,high,low,open,stock_code,volume
4940.0,2024-06-19 09:07:00,NSE,4940.0,4940.0,4940.0,EICMOT,0
4941.05,2024-06-19 09:15:00,NSE,4950.0,4930.05,4950.0,EICMOT,5654
4939.8,2024-06-19 09:16:00,NSE,4949.8,4936.65,4942.45,EICMOT,2530
4939.95,2024-06-19 09:17:00,NSE,4946.05,4939.7,4939.7,EICMOT,1169
4941.9,2024-06-19 09:18:00,NSE,4945.15,4940.4,4940.5,EICMOT,550
4949.95,2024-06-19 09:19:00,NSE,4950.0,4942.1,4942.2,EICMOT,734
4947.4,2024-06-19 09:20:00,NSE,4948.0,4944.55,4946.6,EICMOT,2222
4948.0,2024-06-19 09:21:00,NSE,4948.0,4942.0,4944.6,EICMOT,1390
4943.95,2024-06-19 09:22:00,NSE,4948.0,4942.0,4946.8,EICMOT,2525
4945.65,2024-06-19 09:23:00,NSE,4948.0,4945.35,4945.35,EICMOT,1218
4943.45,2024-06-19 09:24:00,NSE,4948.4,4942.4,4947.45,EICMOT,1312
4930.0,2024-06-19 09:25:00,NSE,4943.45,4930.0,4943.45,EICMOT,1462
4928.7,2024-06-19 09:26:00,NSE,4937.9,4928.0,4932.0,EICMOT,2627
4920.1,2024-06-19 09:27:00,NSE,4928.7,4920.1,4928.7,EICMOT,6938
4915.9,2024-06-19 09:28:00,NSE,4923.95,4915.5,4920.0,EICMOT,4367
4917.55,2024-06-19 09:29:00,NSE,4917.55,4907.15,4916.25,EICMOT,3749
4922.05,2024-06-19 09:30:00,NSE,4925.45,4918.25,4918.4,EICMOT,1755
4923.2,2024-06-19 09:31:00,NSE,4925.45,4917.55,4922.05,EICMOT,9283
4921.6,2024-06-19 09:32:00,NSE,4926.85,4913.65,4924.85,EICMOT,4463
4923.1,2024-06-19 09:33:00,NSE,4923.25,4921.55,4921.6,EICMOT,726
4934.3,2024-06-19 09:34:00,NSE,4939.4,4930.05,4930.05,EICMOT,2926
4929.05,2024-06-19 09:35:00,NSE,4937.05,4929.05,4935.0,EICMOT,1166
4923.7,2024-06-19 09:36:00,NSE,4928.7,4921.65,4928.65,EICMOT,748
4921.05,2024-06-19 09:37:00,NSE,4923.6,4918.0,4923.6,EICMOT,395
4916.45,2024-06-19 09:38:00,NSE,4921.85,4915.8,4919.55,EICMOT,491
4913.0,2024-06-19 09:39:00,NSE,4919.35,4910.8,4919.35,EICMOT,1030
4907.95,2024-06-19 09:40:00,NSE,4912.85,4907.95,4910.2,EICMOT,493
4904.3,2024-06-19 09:41:00,NSE,4908.3,4904.3,4907.95,EICMOT,2319
4902.75,2024-06-19 09:42:00,NSE,4910.2,4900.6,4901.2,EICMOT,1647
4903.2,2024-06-19 09:43:00,NSE,4904.05,4900.85,4902.75,EICMOT,307
4907.65,2024-06-19 09:44:00,NSE,4907.65,4901.1,4901.1,EICMOT,1357
4899.0,2024-06-19 09:45:00,NSE,4907.65,4899.0,4907.65,EICMOT,1372
4913.1,2024-06-19 09:46:00,NSE,4913.1,4899.7,4900.8,EICMOT,1936
