,Unnamed: 0,close,datetime,exchange_code,high,low,open,stock_code,volume
0,0,40972.3,2023-04-05 09:09:00,NSE,40972.3,40972.3,40972.3,CNXBAN,0
1,1,40972.3,2023-04-05 09:10:00,NSE,40972.3,40972.3,40972.3,CNXBAN,0
2,2,40972.3,2023-04-05 09:11:00,NSE,40972.3,40972.3,40972.3,CNXBAN,0
3,3,40972.3,2023-04-05 09:12:00,NSE,40972.3,40972.3,40972.3,CNXBAN,0
4,4,40972.3,2023-04-05 09:13:00,NSE,40972.3,40972.3,40972.3,CNXBAN,0
5,5,40972.3,2023-04-05 09:14:00,NSE,40972.3,40972.3,40972.3,CNXBAN,0
6,6,40867.8,2023-04-05 09:15:00,NSE,40972.3,40815.45,40972.3,CNXBAN,0
7,7,40894.2,2023-04-05 09:16:00,NSE,40902.1,40857.5,40865.65,CNXBAN,0
8,8,40877.4,2023-04-05 09:17:00,NSE,40902.25,40872.9,40896.5,CNXBAN,0
9,9,40887.55,2023-04-05 09:18:00,NSE,40903.7,40877.0,40878.2,CNXBAN,0
10,10,40910.5,2023-04-05 09:19:00,NSE,40913.8,40880.25,40882.25,CNXBAN,0
11,11,40883.0,2023-04-05 09:20:00,NSE,40901.85,40871.9,40901.85,CNXBAN,0
12,12,40868.95,2023-04-05 09:21:00,NSE,40891.3,40861.85,40882.5,CNXBAN,0
13,13,40873.2,2023-04-05 09:22:00,NSE,40880.55,40860.3,40866.55,CNXBAN,0
14,14,40895.3,2023-04-05 09:23:00,NSE,40906.05,40875.7,40875.7,CNXBAN,0
15,15,40886.75,2023-04-05 09:24:00,NSE,40905.6,40883.4,40894.55,CNXBAN,0
16,16,40868.75,2023-04-05 09:25:00,NSE,40892.4,40865.6,40880.75,CNXBAN,0
17,17,40864.4,2023-04-05 09:26:00,NSE,40886.65,40862.5,40869.1,CNXBAN,0
18,18,40876.85,2023-04-05 09:27:00,NSE,40884.4,40863.5,40870.1,CNXBAN,0
19,19,40914.85,2023-04-05 09:28:00,NSE,40920.65,40869.55,40876.65,CNXBAN,0
20,20,40930.1,2023-04-05 09:29:00,NSE,40930.1,40906.95,40919.8,CNXBAN,0
21,21,40908.85,2023-04-05 09:30:00,NSE,40934.5,40899.65,40923.25,CNXBAN,0
22,22,40894.3,2023-04-05 09:31:00,NSE,40915.2,40880.3,40903.5,CNXBAN,0
23,23,40903.85,2023-04-05 09:32:00,NSE,40903.85,40879.45,40895.85,CNXBAN,0
24,24,40878.3,2023-04-05 09:33:00,NSE,40906.3,40872.1,40900.35,CNXBAN,0
25,25,40878.3,2023-04-05 09:34:00,NSE,40890.5,40870.35,40883.75,CNXBAN,0
26,26,40883.55,2023-04-05 09:35:00,NSE,40885.8,40869.35,40875.6,CNXBAN,0
27,27,40917.45,2023-04-05 09:36:00,NSE,40920.05,40877.45,40884.7,CNXBAN,0
28,28,40919.75,2023-04-05 09:37:00,NSE,40929.0,40909.5,40917.15,CNXBAN,0
29,29,40932.15,2023-04-05 09:38:00,NSE,40936.4,40916.25,40920.35,CNXBAN,0
30,30,40926.65,2023-04-05 09:39:00,NSE,40938.05,40921.0,40931.55,CNXBAN,0
31,31,40881.35,2023-04-05 09:40:00,NSE,40926.65,40879.75,40921.05,CNXBAN,0
32,32,40871.55,2023-04-05 09:41:00,NSE,40892.05,40870.35,40878.1,CNXBAN,0
33,33,40876.6,2023-04-05 09:42:00,NSE,40882.05,40859.65,40870.85,CNXBAN,0
34,34,40877.55,2023-04-05 09:43:00,NSE,40880.55,40863.45,40877.55,CNXBAN,0
35,35,40865.35,2023-04-05 09:44:00,NSE,40880.55,40863.5,40875.5,CNXBAN,0
36,36,40900.7,2023-04-05 09:45:00,NSE,40908.3,40859.75,40864.6,CNXBAN,0
37,37,40897.45,2023-04-05 09:46:00,NSE,40922.75,40892.5,40901.95,CNXBAN,0
38,38,40899.1,2023-04-05 09:47:00,NSE,40916.75,40892.7,40904.55,CNXBAN,0
39,39,40907.75,2023-04-05 09:48:00,NSE,40925.75,40896.6,40897.4,CNXBAN,0
40,40,40920.3,2023-04-05 09:49:00,NSE,40923.45,40905.35,40905.35,CNXBAN,0
41,41,40892.45,2023-04-05 09:50:00,NSE,40924.55,40892.45,40917.05,CNXBAN,0
42,42,40900.55,2023-04-05 09:51:00,NSE,40922.0,40891.65,40895.0,CNXBAN,0
43,43,40907.65,2023-04-05 09:52:00,NSE,40917.75,40885.5,40899.65,CNXBAN,0
44,44,40897.8,2023-04-05 09:53:00,NSE,40907.95,40890.25,40906.9,CNXBAN,0
45,45,40904.3,2023-04-05 09:54:00,NSE,40920.8,40894.7,40894.7,CNXBAN,0
46,46,40898.7,2023-04-05 09:55:00,NSE,40914.1,40897.2,40908.05,CNXBAN,0
47,47,40891.1,2023-04-05 09:56:00,NSE,40905.2,40884.35,40899.8,CNXBAN,0
48,48,40882.4,2023-04-05 09:57:00,NSE,40897.65,40879.65,40889.6,CNXBAN,0
49,49,40881.6,2023-04-05 09:58:00,NSE,40892.0,40873.55,40880.65,CNXBAN,0
50,50,40861.1,2023-04-05 09:59:00,NSE,40883.9,40859.0,40880.6,CNXBAN,0
51,51,40864.05,2023-04-05 10:00:00,NSE,40866.05,40849.75,40858.65,CNXBAN,0
52,52,40872.45,2023-04-05 10:01:00,NSE,40872.45,40855.35,40859.05,CNXBAN,0
53,53,40901.3,2023-04-05 10:02:00,NSE,40904.55,40866.9,40869.45,CNXBAN,0
54,54,40913.2,2023-04-05 10:03:00,NSE,40923.55,40899.25,40901.0,CNXBAN,0
55,55,40913.45,2023-04-05 10:04:00,NSE,40926.95,40911.0,40914.5,CNXBAN,0
56,56,40906.55,2023-04-05 10:05:00,NSE,40922.15,40900.2,40916.4,CNXBAN,0
57,57,40906.25,2023-04-05 10:06:00,NSE,40906.3,40890.35,40904.95,CNXBAN,0
58,58,40907.15,2023-04-05 10:07:00,NSE,40915.5,40904.95,40906.8,CNXBAN,0
59,59,40902.0,2023-04-05 10:08:00,NSE,40913.75,40900.05,40904.85,CNXBAN,0
60,60,40893.6,2023-04-05 10:09:00,NSE,40907.75,40887.55,40903.15,CNXBAN,0
61,61,40894.0,2023-04-05 10:10:00,NSE,40896.55,40886.0,40892.4,CNXBAN,0
62,62,40898.75,2023-04-05 10:11:00,NSE,40899.5,40886.2,40889.15,CNXBAN,0
63,63,40881.65,2023-04-05 10:12:00,NSE,40901.2,40878.55,40899.25,CNXBAN,0
64,64,40905.2,2023-04-05 10:13:00,NSE,40905.2,40881.55,40882.0,CNXBAN,0
65,65,40915.95,2023-04-05 10:14:00,NSE,40918.0,40892.1,40904.0,CNXBAN,0
66,66,40920.55,2023-04-05 10:15:00,NSE,40932.1,40909.45,40916.45,CNXBAN,0
67,67,40922.15,2023-04-05 10:16:00,NSE,40932.4,40912.2,40920.65,CNXBAN,0
68,68,40913.05,2023-04-05 10:17:00,NSE,40924.95,40910.15,40924.95,CNXBAN,0
69,69,40893.1,2023-04-05 10:18:00,NSE,40912.55,40893.1,40911.15,CNXBAN,0
70,70,40869.35,2023-04-05 10:19:00,NSE,40893.0,40867.5,40892.8,CNXBAN,0
71,71,40880.2,2023-04-05 10:20:00,NSE,40887.15,40865.4,40868.95,CNXBAN,0
72,72,40877.95,2023-04-05 10:21:00,NSE,40886.4,40871.95,40879.9,CNXBAN,0
73,73,40883.55,2023-04-05 10:22:00,NSE,40885.45,40875.15,40876.1,CNXBAN,0
74,74,40881.15,2023-04-05 10:23:00,NSE,40888.45,40875.5,40876.55,CNXBAN,0
75,75,40881.5,2023-04-05 10:24:00,NSE,40892.2,40876.7,40879.7,CNXBAN,0
76,76,40869.9,2023-04-05 10:25:00,NSE,40884.85,40862.8,40880.95,CNXBAN,0
77,77,40881.85,2023-04-05 10:26:00,NSE,40881.85,40863.85,40867.05,CNXBAN,0
78,78,40887.75,2023-04-05 10:27:00,NSE,40887.75,40875.15,40880.1,CNXBAN,0
79,79,40901.4,2023-04-05 10:28:00,NSE,40908.25,40885.2,40885.2,CNXBAN,0
80,80,40901.75,2023-04-05 10:29:00,NSE,40912.05,40892.9,40900.6,CNXBAN,0
