,datetime,close,exchange_code,high,low,open,stock_code,volume
0,2020-10-30 09:30:00,813.8,NSE,814.5,813.2,813.4,SBICAR,4752
1,2020-10-30 09:31:00,813.8,NSE,813.9,813.55,813.8,SBICAR,1433
2,2020-10-30 09:32:00,812.9,NSE,813.8,812.55,813.8,SBICAR,4415
3,2020-10-30 09:33:00,812.8,NSE,813.0,812.7,812.9,SBICAR,3360
4,2020-10-30 09:34:00,813.6,NSE,813.6,812.75,812.8,SBICAR,2355
5,2020-10-30 09:35:00,813.65,NSE,814.0,813.05,813.7,SBICAR,1372
6,2020-10-30 09:36:00,813.2,NSE,813.4,813.0,813.4,SBICAR,1412
7,2020-10-30 09:37:00,812.75,NSE,813.2,812.75,813.0,SBICAR,390
8,2020-10-30 09:38:00,813.1,NSE,813.2,812.05,812.8,SBICAR,2585
9,2020-10-30 09:39:00,812.4,NSE,813.2,812.35,813.1,SBICAR,1757
10,2020-10-30 09:40:00,813.55,NSE,813.65,812.4,812.4,SBICAR,818
11,2020-10-30 09:41:00,812.95,NSE,813.55,812.95,813.55,SBICAR,1478
12,2020-10-30 09:42:00,812.55,NSE,813.0,812.45,812.5,SBICAR,380
13,2020-10-30 09:43:00,812.65,NSE,813.0,812.5,812.95,SBICAR,1590
14,2020-10-30 09:44:00,811.7,NSE,812.9,811.5,812.9,SBICAR,7366
15,2020-10-30 09:45:00,812.55,NSE,812.55,811.75,812.15,SBICAR,469
16,2020-10-30 09:46:00,811.35,NSE,812.2,811.1,812.2,SBICAR,2356
17,2020-10-30 09:47:00,809.7,NSE,810.05,808.85,809.1,SBICAR,13749
18,2020-10-30 09:48:00,809.05,NSE,810.0,809.05,810.0,SBICAR,2275
19,2020-10-30 09:49:00,809.15,NSE,809.45,809.05,809.25,SBICAR,1137
20,2020-10-30 09:50:00,810.6,NSE,811.15,809.15,809.4,SBICAR,3117
21,2020-10-30 09:51:00,811.0,NSE,811.0,810.0,810.0,SBICAR,1260
22,2020-10-30 09:52:00,810.6,NSE,811.05,810.3,811.05,SBICAR,3125
23,2020-10-30 09:53:00,811.75,NSE,811.8,810.6,811.3,SBICAR,1137
24,2020-10-30 09:54:00,811.55,NSE,811.7,811.25,811.7,SBICAR,904
25,2020-10-30 09:55:00,811.5,NSE,811.8,811.45,811.55,SBICAR,1221
26,2020-10-30 09:56:00,811.5,NSE,811.55,811.0,811.0,SBICAR,704
27,2020-10-30 09:57:00,811.45,NSE,811.45,811.0,811.1,SBICAR,1072
28,2020-10-30 09:58:00,810.95,NSE,811.45,810.55,811.0,SBICAR,1102
29,2020-10-30 09:59:00,811.65,NSE,811.65,810.95,810.95,SBICAR,887
30,2020-10-30 10:00:00,811.95,NSE,812.35,811.05,811.5,SBICAR,2069
31,2020-10-30 10:01:00,811.75,NSE,811.95,811.2,811.8,SBICAR,1298
32,2020-10-30 10:02:00,811.25,NSE,811.75,811.1,811.5,SBICAR,1102
33,2020-10-30 10:03:00,811.45,NSE,811.45,811.45,811.45,SBICAR,353
34,2020-10-30 10:04:00,811.7,NSE,811.7,810.5,810.65,SBICAR,2186
35,2020-10-30 10:05:00,811.65,NSE,811.75,811.1,811.7,SBICAR,890
36,2020-10-30 10:06:00,811.6,NSE,811.65,811.2,811.2,SBICAR,301
37,2020-10-30 10:07:00,811.45,NSE,811.65,811.45,811.65,SBICAR,719
38,2020-10-30 10:08:00,810.95,NSE,811.45,810.95,811.45,SBICAR,1517
39,2020-10-30 10:09:00,811.0,NSE,811.45,811.0,811.3,SBICAR,334
40,2020-10-30 10:10:00,810.5,NSE,811.45,810.2,811.1,SBICAR,1612
41,2020-10-30 10:11:00,810.65,NSE,810.65,809.3,810.2,SBICAR,5157
42,2020-10-30 10:12:00,810.2,NSE,810.9,809.9,809.9,SBICAR,942
43,2020-10-30 10:13:00,810.05,NSE,810.5,810.05,810.5,SBICAR,2236
44,2020-10-30 10:14:00,809.65,NSE,810.15,809.65,810.15,SBICAR,616
45,2020-10-30 10:15:00,810.0,NSE,810.0,809.75,810.0,SBICAR,1395
46,2020-10-30 10:16:00,810.25,NSE,810.75,810.2,810.6,SBICAR,535
47,2020-10-30 10:17:00,810.25,NSE,810.7,810.25,810.65,SBICAR,99
48,2020-10-30 10:18:00,810.25,NSE,810.7,810.25,810.7,SBICAR,265
49,2020-10-30 10:19:00,810.6,NSE,810.7,810.25,810.7,SBICAR,527
50,2020-10-30 10:20:00,810.8,NSE,810.8,810.6,810.6,SBICAR,1357
51,2020-10-30 10:21:00,811.6,NSE,811.9,810.65,810.65,SBICAR,2558
52,2020-10-30 10:22:00,811.4,NSE,811.55,811.25,811.55,SBICAR,473
53,2020-10-30 10:23:00,811.0,NSE,811.5,810.6,811.5,SBICAR,555
54,2020-10-30 10:24:00,810.6,NSE,811.0,810.55,810.6,SBICAR,1477
55,2020-10-30 10:25:00,811.0,NSE,811.3,811.0,811.3,SBICAR,158
56,2020-10-30 10:26:00,810.2,NSE,811.0,810.2,811.0,SBICAR,741
57,2020-10-30 10:27:00,810.05,NSE,810.9,810.05,810.2,SBICAR,526
58,2020-10-30 10:28:00,809.45,NSE,810.4,809.4,810.4,SBICAR,2395
59,2020-10-30 10:29:00,809.7,NSE,809.7,809.25,809.25,SBICAR,1884
60,2020-10-30 10:30:00,810.05,NSE,810.65,809.3,809.65,SBICAR,791
61,2020-10-30 10:31:00,810.05,NSE,810.1,810.05,810.1,SBICAR,542
62,2020-10-30 10:32:00,811.0,NSE,811.2,810.05,810.05,SBICAR,1320
63,2020-10-30 10:33:00,810.8,NSE,811.0,810.8,811.0,SBICAR,660
64,2020-10-30 10:34:00,810.7,NSE,811.0,810.5,811.0,SBICAR,680
65,2020-10-30 10:35:00,810.7,NSE,810.7,810.5,810.7,SBICAR,801
66,2020-10-30 10:36:00,811.2,NSE,811.2,810.6,810.7,SBICAR,544
67,2020-10-30 10:37:00,811.65,NSE,811.85,811.2,811.2,SBICAR,1522
68,2020-10-30 10:38:00,811.6,NSE,811.7,811.5,811.6,SBICAR,1826
69,2020-10-30 10:39:00,811.5,NSE,811.8,811.5,811.6,SBICAR,1343
70,2020-10-30 10:40:00,811.45,NSE,811.85,811.45,811.5,SBICAR,689
71,2020-10-30 10:41:00,811.5,NSE,811.85,811.5,811.85,SBICAR,603
72,2020-10-30 10:42:00,811.15,NSE,811.7,811.15,811.7,SBICAR,637
73,2020-10-30 10:43:00,811.1,NSE,811.5,811.1,811.5,SBICAR,339
74,2020-10-30 10:44:00,811.05,NSE,811.3,811.05,811.3,SBICAR,1093
75,2020-10-30 10:45:00,809.6,NSE,811.1,809.6,811.1,SBICAR,2933
76,2020-10-30 10:46:00,809.95,NSE,809.95,809.5,809.95,SBICAR,357
77,2020-10-30 10:47:00,809.7,NSE,809.95,809.45,809.95,SBICAR,1432
78,2020-10-30 10:48:00,809.35,NSE,809.7,809.0,809.7,SBICAR,4647
79,2020-10-30 10:49:00,809.4,NSE,809.65,809.35,809.35,SBICAR,695
80,2020-10-30 10:50:00,809.55,NSE,809.55,809.0,809.5,SBICAR,6958
81,2020-10-30 10:51:00,810.0,NSE,810.0,809.2,809.2,SBICAR,1398
82,2020-10-30 10:52:00,810.45,NSE,810.45,809.7,809.7,SBICAR,78
83,2020-10-30 10:53:00,810.5,NSE,810.6,810.0,810.55,SBICAR,654
84,2020-10-30 10:54:00,810.25,NSE,810.9,810.1,810.5,SBICAR,1433
85,2020-10-30 10:55:00,809.7,NSE,810.45,809.7,810.15,SBICAR,536
86,2020-10-30 10:56:00,809.55,NSE,809.9,809.0,809.9,SBICAR,468
87,2020-10-30 10:57:00,809.8,NSE,809.8,809.1,809.15,SBICAR,808
88,2020-10-30 10:58:00,809.6,NSE,810.0,809.4,809.4,SBICAR,492
89,2020-10-30 10:59:00,809.85,NSE,810.0,809.6,810.0,SBICAR,338
90,2020-10-30 11:00:00,809.85,NSE,810.3,809.85,809.85,SBICAR,524
91,2020-10-30 11:01:00,809.3,NSE,809.85,809.15,809.85,SBICAR,1042
92,2020-10-30 11:02:00,809.05,NSE,809.3,809.05,809.3,SBICAR,2640
93,2020-10-30 11:03:00,806.0,NSE,809.1,805.9,809.1,SBICAR,5931
94,2020-10-30 11:04:00,806.5,NSE,807.35,806.15,806.15,SBICAR,4910
95,2020-10-30 11:05:00,806.5,NSE,806.9,805.1,805.8,SBICAR,4495
96,2020-10-30 11:06:00,806.4,NSE,807.2,806.35,806.5,SBICAR,4110
97,2020-10-30 11:07:00,807.5,NSE,808.6,806.3,806.75,SBICAR,4591
98,2020-10-30 11:08:00,806.25,NSE,807.5,806.25,807.5,SBICAR,1085
99,2020-10-30 11:09:00,806.65,NSE,806.7,806.0,806.25,SBICAR,1449
100,2020-10-30 11:10:00,805.05,NSE,806.65,805.05,806.2,SBICAR,2039
101,2020-10-30 11:11:00,805.55,NSE,805.55,805.0,805.0,SBICAR,2616
102,2020-10-30 11:12:00,805.5,NSE,806.0,805.15,805.55,SBICAR,1553
103,2020-10-30 11:13:00,806.05,NSE,807.05,805.5,806.0,SBICAR,785
104,2020-10-30 11:14:00,805.15,NSE,806.0,805.15,806.0,SBICAR,1273
105,2020-10-30 11:15:00,803.55,NSE,805.55,802.85,805.5,SBICAR,6462
106,2020-10-30 11:16:00,806.2,NSE,806.2,804.65,804.75,SBICAR,1414
107,2020-10-30 11:17:00,806.1,NSE,807.0,805.85,806.2,SBICAR,2612
108,2020-10-30 11:18:00,806.75,NSE,806.8,806.1,806.1,SBICAR,526
109,2020-10-30 11:19:00,807.55,NSE,807.65,806.5,806.75,SBICAR,1721
110,2020-10-30 11:20:00,807.2,NSE,807.8,806.55,807.4,SBICAR,484
111,2020-10-30 11:21:00,806.95,NSE,807.15,806.6,806.6,SBICAR,387
112,2020-10-30 11:22:00,806.8,NSE,807.45,806.75,806.95,SBICAR,707
113,2020-10-30 11:23:00,807.3,NSE,807.3,806.8,806.8,SBICAR,656
114,2020-10-30 11:24:00,807.05,NSE,807.25,806.8,807.25,SBICAR,338
115,2020-10-30 11:25:00,806.7,NSE,807.35,806.15,807.05,SBICAR,1106
