,Unnamed: 0,close,datetime,exchange_code,high,low,open,stock_code,volume
0,0,6279.95,2024-02-26 09:07:00,NSE,6279.95,6279.95,6279.95,BLUDAR,0
1,1,6240.0,2024-02-26 09:15:00,NSE,6279.95,6240.0,6279.95,BLUDAR,56
2,2,6239.1,2024-02-26 09:16:00,NSE,6247.8,6239.1,6240.0,BLUDAR,31
3,3,6254.45,2024-02-26 09:17:00,NSE,6254.45,6235.0,6239.1,BLUDAR,128
4,4,6249.15,2024-02-26 09:18:00,NSE,6256.0,6249.15,6254.45,BLUDAR,11
5,5,6249.95,2024-02-26 09:19:00,NSE,6249.95,6240.0,6240.1,BLUDAR,11
6,6,6240.0,2024-02-26 09:20:00,NSE,6249.95,6240.0,6249.95,BLUDAR,15
7,7,6244.95,2024-02-26 09:21:00,NSE,6247.8,6240.0,6240.0,BLUDAR,8
8,8,6239.95,2024-02-26 09:22:00,NSE,6244.95,6239.95,6244.95,BLUDAR,51
9,9,6234.65,2024-02-26 09:23:00,NSE,6244.9,6234.65,6239.95,BLUDAR,6
10,10,6228.15,2024-02-26 09:24:00,NSE,6244.3,6223.1,6234.65,BLUDAR,127
11,11,6220.5,2024-02-26 09:25:00,NSE,6229.95,6220.5,6228.15,BLUDAR,13
12,12,6220.0,2024-02-26 09:26:00,NSE,6226.7,6216.05,6220.5,BLUDAR,75
13,13,6220.5,2024-02-26 09:27:00,NSE,6230.0,6220.0,6220.0,BLUDAR,80
14,14,6216.35,2024-02-26 09:28:00,NSE,6217.2,6216.15,6217.2,BLUDAR,13
15,15,6224.55,2024-02-26 09:29:00,NSE,6224.55,6216.35,6216.35,BLUDAR,8
16,16,6218.6,2024-02-26 09:30:00,NSE,6225.9,6218.6,6224.55,BLUDAR,7
17,17,6216.0,2024-02-26 09:31:00,NSE,6218.6,6216.0,6218.6,BLUDAR,18
18,18,6222.25,2024-02-26 09:32:00,NSE,6222.25,6216.0,6216.0,BLUDAR,3
19,19,6225.0,2024-02-26 09:33:00,NSE,6225.0,6222.25,6222.25,BLUDAR,25
20,20,6232.05,2024-02-26 09:34:00,NSE,6232.05,6225.0,6225.0,BLUDAR,4
21,21,6234.0,2024-02-26 09:35:00,NSE,6234.75,6232.05,6232.05,BLUDAR,2
22,22,6246.6,2024-02-26 09:36:00,NSE,6246.6,6234.0,6234.0,BLUDAR,19
23,23,6226.95,2024-02-26 09:37:00,NSE,6247.0,6226.95,6246.6,BLUDAR,143
24,24,6226.95,2024-02-26 09:38:00,NSE,6226.95,6226.95,6226.95,BLUDAR,0
25,25,6239.7,2024-02-26 09:39:00,NSE,6239.9,6230.05,6236.4,BLUDAR,21
26,26,6230.2,2024-02-26 09:40:00,NSE,6239.7,6230.15,6239.7,BLUDAR,4
27,27,6239.2,2024-02-26 09:41:00,NSE,6239.2,6230.2,6230.2,BLUDAR,1
28,28,6231.5,2024-02-26 09:42:00,NSE,6239.2,6231.5,6239.2,BLUDAR,3
29,29,6239.7,2024-02-26 09:43:00,NSE,6239.7,6224.45,6224.45,BLUDAR,51
30,30,6242.6,2024-02-26 09:44:00,NSE,6242.6,6235.35,6239.7,BLUDAR,10
31,31,6236.15,2024-02-26 09:45:00,NSE,6242.6,6236.15,6242.6,BLUDAR,3
32,32,6236.1,2024-02-26 09:46:00,NSE,6242.55,6236.1,6236.15,BLUDAR,10
33,33,6224.0,2024-02-26 09:47:00,NSE,6236.1,6224.0,6236.1,BLUDAR,66
34,34,6232.7,2024-02-26 09:48:00,NSE,6232.7,6224.0,6224.0,BLUDAR,7
35,35,6232.7,2024-02-26 09:49:00,NSE,6232.7,6232.7,6232.7,BLUDAR,10
36,36,6224.0,2024-02-26 09:50:00,NSE,6232.7,6224.0,6232.7,BLUDAR,17
37,37,6223.65,2024-02-26 09:51:00,NSE,6224.0,6223.65,6224.0,BLUDAR,12
38,38,6223.65,2024-02-26 09:52:00,NSE,6223.65,6223.65,6223.65,BLUDAR,0
39,39,6238.65,2024-02-26 09:53:00,NSE,6238.65,6223.65,6223.65,BLUDAR,65
40,40,6210.1,2024-02-26 09:54:00,NSE,6238.65,6210.1,6238.65,BLUDAR,200
41,41,6223.6,2024-02-26 09:55:00,NSE,6223.6,6210.1,6210.1,BLUDAR,1
42,42,6209.6,2024-02-26 09:56:00,NSE,6223.6,6203.2,6223.6,BLUDAR,107
43,43,6191.95,2024-02-26 09:57:00,NSE,6215.95,6188.85,6215.95,BLUDAR,478
44,44,6202.45,2024-02-26 09:58:00,NSE,6212.35,6191.95,6191.95,BLUDAR,207
45,45,6200.55,2024-02-26 09:59:00,NSE,6202.45,6190.25,6202.45,BLUDAR,23
46,46,6209.65,2024-02-26 10:00:00,NSE,6209.65,6199.3,6199.3,BLUDAR,10
47,47,6207.85,2024-02-26 10:01:00,NSE,6209.65,6207.85,6209.65,BLUDAR,1
48,48,6196.15,2024-02-26 10:02:00,NSE,6207.7,6196.1,6207.7,BLUDAR,9
49,49,6207.85,2024-02-26 10:03:00,NSE,6207.85,6196.15,6196.15,BLUDAR,6
50,50,6207.85,2024-02-26 10:04:00,NSE,6207.85,6207.85,6207.85,BLUDAR,2
51,51,6207.85,2024-02-26 10:05:00,NSE,6207.85,6207.85,6207.85,BLUDAR,1
52,52,6211.85,2024-02-26 10:06:00,NSE,6211.85,6207.85,6207.85,BLUDAR,5
53,53,6213.9,2024-02-26 10:07:00,NSE,6214.35,6213.9,6214.35,BLUDAR,11
54,54,6200.0,2024-02-26 10:08:00,NSE,6219.75,6187.15,6213.9,BLUDAR,123
55,55,6204.5,2024-02-26 10:09:00,NSE,6204.5,6200.0,6200.0,BLUDAR,150
56,56,6206.6,2024-02-26 10:10:00,NSE,6206.6,6206.6,6206.6,BLUDAR,3
57,57,6206.6,2024-02-26 10:11:00,NSE,6206.6,6206.6,6206.6,BLUDAR,0
58,58,6200.0,2024-02-26 10:12:00,NSE,6206.5,6200.0,6206.5,BLUDAR,8
59,59,6202.95,2024-02-26 10:13:00,NSE,6202.95,6200.0,6200.0,BLUDAR,5
60,60,6206.45,2024-02-26 10:14:00,NSE,6206.45,6202.95,6202.95,BLUDAR,11
61,61,6212.0,2024-02-26 10:15:00,NSE,6212.4,6200.1,6200.1,BLUDAR,37
62,62,6194.5,2024-02-26 10:16:00,NSE,6204.2,6194.5,6204.2,BLUDAR,38
63,63,6194.5,2024-02-26 10:17:00,NSE,6194.5,6194.5,6194.5,BLUDAR,0
64,64,6196.85,2024-02-26 10:18:00,NSE,6196.85,6194.5,6194.5,BLUDAR,1
65,65,6196.85,2024-02-26 10:19:00,NSE,6196.85,6196.85,6196.85,BLUDAR,0
66,66,6194.6,2024-02-26 10:20:00,NSE,6196.85,6194.6,6196.85,BLUDAR,8
67,67,6194.6,2024-02-26 10:21:00,NSE,6194.6,6194.6,6194.6,BLUDAR,0
68,68,6194.6,2024-02-26 10:22:00,NSE,6194.6,6194.6,6194.6,BLUDAR,5
69,69,6200.0,2024-02-26 10:23:00,NSE,6200.0,6194.0,6194.6,BLUDAR,15
70,70,6200.0,2024-02-26 10:24:00,NSE,6200.0,6200.0,6200.0,BLUDAR,0
71,71,6190.0,2024-02-26 10:25:00,NSE,6200.0,6190.0,6200.0,BLUDAR,29
72,72,6190.0,2024-02-26 10:26:00,NSE,6190.0,6190.0,6190.0,BLUDAR,0
73,73,6190.0,2024-02-26 10:27:00,NSE,6190.0,6190.0,6190.0,BLUDAR,0
