,close,datetime,exchange_code,high,low,open,stock_code,volume
0,16598.55,2021-06-09 09:07:00,NSE,16598.55,16598.55,16598.55,NIFFIN,0
1,16547.6,2021-06-09 09:15:00,NSE,16604.75,16539.65,16602.65,NIFFIN,0
2,16549.0,2021-06-09 09:16:00,NSE,16549.8,16538.55,16548.2,NIFFIN,0
3,16545.45,2021-06-09 09:17:00,NSE,16551.55,16537.95,16549.25,NIFFIN,0
4,16555.2,2021-06-09 09:18:00,NSE,16555.2,16544.15,16545.9,NIFFIN,0
5,16559.35,2021-06-09 09:19:00,NSE,16560.75,16551.8,16554.9,NIFFIN,0
6,16540.0,2021-06-09 09:20:00,NSE,16555.3,16533.0,16555.3,NIFFIN,0
7,16531.8,2021-06-09 09:21:00,NSE,16539.5,16527.7,16536.6,NIFFIN,0
8,16539.0,2021-06-09 09:22:00,NSE,16545.2,16525.55,16527.25,NIFFIN,0
9,16540.25,2021-06-09 09:23:00,NSE,16543.95,16537.0,16537.75,NIFFIN,0
10,16546.55,2021-06-09 09:24:00,NSE,16547.85,16535.6,16539.75,NIFFIN,0
11,16555.25,2021-06-09 09:25:00,NSE,16559.65,16546.65,16546.95,NIFFIN,0
12,16560.1,2021-06-09 09:26:00,NSE,16562.3,16553.8,16555.45,NIFFIN,0
13,16575.1,2021-06-09 09:27:00,NSE,16575.1,16559.6,16560.2,NIFFIN,0
14,16591.7,2021-06-09 09:28:00,NSE,16591.7,16573.3,16573.65,NIFFIN,0
15,16608.35,2021-06-09 09:29:00,NSE,16609.55,16593.5,16594.15,NIFFIN,0
16,16621.1,2021-06-09 09:30:00,NSE,16640.75,16612.9,16616.35,NIFFIN,0
17,16626.25,2021-06-09 09:31:00,NSE,16630.8,16616.8,16621.8,NIFFIN,0
18,16626.65,2021-06-09 09:32:00,NSE,16627.7,16618.3,16627.7,NIFFIN,0
19,16625.25,2021-06-09 09:33:00,NSE,16628.6,16621.4,16625.7,NIFFIN,0
20,16638.05,2021-06-09 09:34:00,NSE,16641.45,16624.1,16624.65,NIFFIN,0
21,16637.75,2021-06-09 09:35:00,NSE,16648.05,16632.45,16641.1,NIFFIN,0
22,16647.8,2021-06-09 09:36:00,NSE,16650.45,16634.95,16637.4,NIFFIN,0
23,16655.2,2021-06-09 09:37:00,NSE,16661.15,16644.95,16647.55,NIFFIN,0
24,16650.1,2021-06-09 09:38:00,NSE,16653.35,16645.55,16651.35,NIFFIN,0
