datetime,close,exchange_code,high,low,open,stock_code,volume
2021-11-26 09:30:00,227.2,NSE,227.3,226.95,227.2,MOTSUM,21276
2021-11-26 09:31:00,226.55,NSE,227.2,226.5,227.2,MOTSUM,29996
2021-11-26 09:32:00,226.5,NSE,226.95,226.45,226.5,MOTSUM,43901
2021-11-26 09:33:00,226.75,NSE,226.75,226.5,226.5,MOTSUM,13712
2021-11-26 09:34:00,225.55,NSE,226.6,225.55,226.6,MOTSUM,90372
2021-11-26 09:35:00,225.45,NSE,225.5,225.25,225.5,MOTSUM,38708
2021-11-26 09:36:00,225.5,NSE,225.5,225.25,225.45,MOTSUM,16616
2021-11-26 09:37:00,225.0,NSE,225.5,224.9,225.5,MOTSUM,69979
2021-11-26 09:38:00,224.95,NSE,225.0,224.9,224.95,MOTSUM,25725
2021-11-26 09:39:00,225.35,NSE,225.45,224.85,224.95,MOTSUM,45327
2021-11-26 09:40:00,225.45,NSE,225.95,225.45,225.45,MOTSUM,16026
2021-11-26 09:41:00,225.8,NSE,225.8,225.5,225.5,MOTSUM,18419
2021-11-26 09:42:00,225.95,NSE,225.95,225.8,225.85,MOTSUM,11971
2021-11-26 09:43:00,226.15,NSE,226.15,225.95,225.95,MOTSUM,7747
2021-11-26 09:44:00,225.5,NSE,226.15,225.5,226.15,MOTSUM,15163
2021-11-26 09:45:00,225.1,NSE,225.55,225.05,225.55,MOTSUM,13203
2021-11-26 09:46:00,224.65,NSE,225.0,224.5,224.8,MOTSUM,73776
2021-11-26 09:47:00,224.9,NSE,225.1,224.6,224.85,MOTSUM,15625
2021-11-26 09:48:00,224.95,NSE,225.05,224.75,224.9,MOTSUM,11603
2021-11-26 09:49:00,225.0,NSE,225.0,224.65,224.95,MOTSUM,27982
2021-11-26 09:50:00,224.95,NSE,225.1,224.7,224.7,MOTSUM,33610
2021-11-26 09:51:00,224.9,NSE,225.15,224.75,224.85,MOTSUM,44708
2021-11-26 09:52:00,224.4,NSE,224.8,224.2,224.5,MOTSUM,74621
2021-11-26 09:53:00,224.0,NSE,224.4,224.0,224.25,MOTSUM,46168
2021-11-26 09:54:00,223.9,NSE,224.3,223.35,223.35,MOTSUM,149001
2021-11-26 09:55:00,223.55,NSE,223.8,223.5,223.8,MOTSUM,18515
2021-11-26 09:56:00,224.15,NSE,224.15,223.25,223.55,MOTSUM,41012
