close,datetime,exchange_code,high,low,open,stock_code,volume
3874.4,2024-06-12 09:07:00,NSE,3874.4,3874.4,3874.4,TCS,0
3878.3,2024-06-12 09:15:00,NSE,3879.7,3869.3,3873.15,TCS,30512
3878.8,2024-06-12 09:16:00,NSE,3882.65,3876.1,3876.1,TCS,26493
3882.55,2024-06-12 09:17:00,NSE,3885.0,3878.0,3878.8,TCS,14013
3888.25,2024-06-12 09:18:00,NSE,3888.95,3881.4,3881.4,TCS,19094
3883.8,2024-06-12 09:19:00,NSE,3888.25,3882.65,3888.25,TCS,16064
3892.2,2024-06-12 09:20:00,NSE,3893.35,3884.0,3884.1,TCS,22835
3885.45,2024-06-12 09:21:00,NSE,3892.35,3885.0,3892.0,TCS,10796
3888.65,2024-06-12 09:22:00,NSE,3891.35,3883.75,3885.45,TCS,11421
3890.25,2024-06-12 09:23:00,NSE,3891.8,3886.9,3886.9,TCS,14310
3888.25,2024-06-12 09:24:00,NSE,3890.15,3886.65,3888.4,TCS,9728
3886.95,2024-06-12 09:25:00,NSE,3888.0,3882.6,3887.2,TCS,9132
3885.1,2024-06-12 09:26:00,NSE,3889.15,3883.4,3887.0,TCS,6513
3884.25,2024-06-12 09:27:00,NSE,3886.6,3884.1,3884.8,TCS,5293
3879.4,2024-06-12 09:28:00,NSE,3883.95,3878.9,3883.95,TCS,9543
3879.95,2024-06-12 09:29:00,NSE,3880.0,3877.55,3879.4,TCS,7366
3878.9,2024-06-12 09:30:00,NSE,3880.0,3877.5,3879.95,TCS,5397
3877.35,2024-06-12 09:31:00,NSE,3878.95,3876.0,3878.9,TCS,4860
3879.9,2024-06-12 09:32:00,NSE,3880.0,3877.05,3877.35,TCS,1604
3879.5,2024-06-12 09:33:00,NSE,3879.95,3878.2,3879.9,TCS,1908
3880.0,2024-06-12 09:34:00,NSE,3880.35,3879.45,3879.5,TCS,11830
3879.15,2024-06-12 09:35:00,NSE,3880.0,3878.05,3880.0,TCS,3067
3879.95,2024-06-12 09:36:00,NSE,3880.05,3879.05,3879.15,TCS,2246
3880.0,2024-06-12 09:37:00,NSE,3880.0,3879.9,3879.95,TCS,4592
3878.0,2024-06-12 09:38:00,NSE,3880.0,3877.4,3879.95,TCS,7983
3876.2,2024-06-12 09:39:00,NSE,3877.8,3875.95,3877.5,TCS,2734
3880.0,2024-06-12 09:40:00,NSE,3880.0,3876.2,3876.2,TCS,3563
3878.95,2024-06-12 09:41:00,NSE,3879.95,3877.05,3879.95,TCS,2071
3878.4,2024-06-12 09:42:00,NSE,3879.65,3877.5,3877.9,TCS,1969
3876.9,2024-06-12 09:43:00,NSE,3878.5,3876.65,3878.5,TCS,2288
3877.2,2024-06-12 09:44:00,NSE,3877.4,3876.25,3877.1,TCS,1893
3879.85,2024-06-12 09:45:00,NSE,3879.85,3876.75,3877.2,TCS,3612
3878.45,2024-06-12 09:46:00,NSE,3880.0,3878.1,3879.95,TCS,2251
3878.25,2024-06-12 09:47:00,NSE,3878.75,3877.0,3878.45,TCS,3181
3877.6,2024-06-12 09:48:00,NSE,3877.95,3877.1,3877.95,TCS,1238
3877.2,2024-06-12 09:49:00,NSE,3877.65,3877.1,3877.6,TCS,1867
3879.7,2024-06-12 09:50:00,NSE,3879.7,3877.0,3877.2,TCS,2692
3877.2,2024-06-12 09:51:00,NSE,3879.7,3877.15,3879.7,TCS,1803
3877.95,2024-06-12 09:52:00,NSE,3878.05,3876.95,3877.2,TCS,1982
3878.0,2024-06-12 09:53:00,NSE,3878.0,3877.0,3877.3,TCS,1552
3878.2,2024-06-12 09:54:00,NSE,3878.95,3877.25,3878.0,TCS,1152
3876.55,2024-06-12 09:55:00,NSE,3878.35,3876.4,3878.35,TCS,3505
3875.75,2024-06-12 09:56:00,NSE,3876.7,3875.0,3876.55,TCS,2020
3872.35,2024-06-12 09:57:00,NSE,3875.75,3872.35,3875.75,TCS,4229
3869.85,2024-06-12 09:58:00,NSE,3872.4,3868.0,3872.0,TCS,8340
3871.2,2024-06-12 09:59:00,NSE,3871.2,3869.3,3870.5,TCS,1974
3870.25,2024-06-12 10:00:00,NSE,3871.2,3867.9,3871.15,TCS,2849
3870.65,2024-06-12 10:01:00,NSE,3871.25,3870.1,3870.25,TCS,2238
3870.95,2024-06-12 10:02:00,NSE,3871.0,3870.65,3870.95,TCS,845
3871.55,2024-06-12 10:03:00,NSE,3871.8,3870.2,3870.95,TCS,2577
3869.2,2024-06-12 10:04:00,NSE,3871.55,3869.05,3871.55,TCS,3126
3863.1,2024-06-12 10:05:00,NSE,3870.0,3863.0,3870.0,TCS,4847
3866.5,2024-06-12 10:06:00,NSE,3867.0,3863.0,3863.1,TCS,5814
3869.35,2024-06-12 10:07:00,NSE,3869.6,3866.1,3866.95,TCS,5679
3871.1,2024-06-12 10:08:00,NSE,3872.25,3869.15,3869.6,TCS,4467
3868.0,2024-06-12 10:09:00,NSE,3871.1,3868.0,3871.1,TCS,2352
3867.8,2024-06-12 10:10:00,NSE,3868.25,3866.05,3868.25,TCS,2345
3866.1,2024-06-12 10:11:00,NSE,3867.8,3866.0,3867.8,TCS,2805
3868.05,2024-06-12 10:12:00,NSE,3868.05,3865.95,3866.1,TCS,1833
3871.65,2024-06-12 10:13:00,NSE,3871.8,3867.35,3867.95,TCS,1953
3871.5,2024-06-12 10:14:00,NSE,3872.0,3870.05,3871.05,TCS,2455
3871.45,2024-06-12 10:15:00,NSE,3872.0,3870.45,3871.65,TCS,2336
3869.75,2024-06-12 10:16:00,NSE,3871.55,3869.0,3871.45,TCS,2446
