,close,datetime,exchange_code,high,low,open,stock_code,volume
0,5822.0,2024-02-19 09:07:00,NSE,5822.0,5822.0,5822.0,BAYIND,0
1,5822.0,2024-02-19 09:15:00,NSE,5822.0,5822.0,5822.0,BAYIND,0
2,5850.95,2024-02-19 09:16:00,NSE,5865.85,5822.0,5822.0,BAYIND,42
3,5847.3,2024-02-19 09:17:00,NSE,5850.95,5847.3,5850.95,BAYIND,13
4,5856.95,2024-02-19 09:18:00,NSE,5856.95,5847.3,5847.3,BAYIND,58
5,5856.95,2024-02-19 09:19:00,NSE,5856.95,5856.95,5856.95,BAYIND,0
6,5856.95,2024-02-19 09:20:00,NSE,5856.95,5856.95,5856.95,BAYIND,0
7,5856.95,2024-02-19 09:21:00,NSE,5856.95,5856.95,5856.95,BAYIND,0
8,5860.0,2024-02-19 09:22:00,NSE,5860.0,5856.95,5856.95,BAYIND,15
9,5851.75,2024-02-19 09:23:00,NSE,5860.0,5851.75,5860.0,BAYIND,4
10,5851.75,2024-02-19 09:24:00,NSE,5851.75,5851.75,5851.75,BAYIND,2
11,5849.0,2024-02-19 09:25:00,NSE,5851.75,5849.0,5851.75,BAYIND,10
12,5852.7,2024-02-19 09:26:00,NSE,5852.7,5849.0,5849.0,BAYIND,6
13,5850.0,2024-02-19 09:27:00,NSE,5853.35,5850.0,5853.35,BAYIND,12
14,5842.3,2024-02-19 09:28:00,NSE,5850.0,5842.3,5850.0,BAYIND,1
15,5841.5,2024-02-19 09:29:00,NSE,5842.3,5835.35,5842.3,BAYIND,110
16,5841.5,2024-02-19 09:30:00,NSE,5841.5,5841.5,5841.5,BAYIND,0
17,5837.85,2024-02-19 09:31:00,NSE,5841.5,5830.35,5841.5,BAYIND,18
18,5839.45,2024-02-19 09:32:00,NSE,5839.45,5837.85,5837.85,BAYIND,2
19,5843.2,2024-02-19 09:33:00,NSE,5843.2,5830.1,5839.45,BAYIND,13
20,5842.0,2024-02-19 09:34:00,NSE,5843.2,5842.0,5843.2,BAYIND,5
21,5842.1,2024-02-19 09:35:00,NSE,5849.3,5842.0,5842.0,BAYIND,5
22,5849.4,2024-02-19 09:36:00,NSE,5849.4,5849.35,5849.35,BAYIND,4
23,5849.4,2024-02-19 09:37:00,NSE,5849.4,5849.4,5849.4,BAYIND,0
24,5849.95,2024-02-19 09:38:00,NSE,5850.0,5844.6,5849.4,BAYIND,4
25,5849.95,2024-02-19 09:39:00,NSE,5849.95,5849.95,5849.95,BAYIND,1
26,5849.95,2024-02-19 09:40:00,NSE,5849.95,5849.95,5849.95,BAYIND,0
27,5850.0,2024-02-19 09:41:00,NSE,5850.0,5840.35,5849.95,BAYIND,14
28,5844.3,2024-02-19 09:42:00,NSE,5844.3,5844.3,5844.3,BAYIND,2
29,5844.3,2024-02-19 09:43:00,NSE,5844.3,5844.3,5844.3,BAYIND,0
30,5844.3,2024-02-19 09:44:00,NSE,5844.3,5844.3,5844.3,BAYIND,0
31,5844.3,2024-02-19 09:45:00,NSE,5844.3,5844.3,5844.3,BAYIND,0
32,5844.3,2024-02-19 09:46:00,NSE,5844.3,5844.3,5844.3,BAYIND,0
33,5844.3,2024-02-19 09:47:00,NSE,5844.3,5844.3,5844.3,BAYIND,2
34,5844.3,2024-02-19 09:48:00,NSE,5844.3,5844.3,5844.3,BAYIND,0
35,5845.0,2024-02-19 09:49:00,NSE,5845.0,5840.05,5840.05,BAYIND,2
36,5840.0,2024-02-19 09:50:00,NSE,5845.0,5840.0,5845.0,BAYIND,11
37,5838.75,2024-02-19 09:51:00,NSE,5840.0,5838.75,5840.0,BAYIND,2
38,5834.45,2024-02-19 09:52:00,NSE,5838.75,5834.45,5838.75,BAYIND,5
39,5844.4,2024-02-19 09:53:00,NSE,5844.4,5834.45,5834.45,BAYIND,36
40,5844.4,2024-02-19 09:54:00,NSE,5844.4,5844.4,5844.4,BAYIND,0
41,5844.4,2024-02-19 09:55:00,NSE,5844.4,5844.4,5844.4,BAYIND,0
42,5844.4,2024-02-19 09:56:00,NSE,5844.4,5844.4,5844.4,BAYIND,0
43,5845.0,2024-02-19 09:57:00,NSE,5845.0,5844.4,5844.4,BAYIND,10
44,5845.0,2024-02-19 09:58:00,NSE,5845.0,5845.0,5845.0,BAYIND,0
45,5845.0,2024-02-19 09:59:00,NSE,5845.0,5845.0,5845.0,BAYIND,5
46,5845.0,2024-02-19 10:00:00,NSE,5845.0,5845.0,5845.0,BAYIND,0
47,5850.0,2024-02-19 10:01:00,NSE,5850.0,5845.0,5845.0,BAYIND,1
48,5850.0,2024-02-19 10:02:00,NSE,5850.0,5850.0,5850.0,BAYIND,0
49,5850.0,2024-02-19 10:03:00,NSE,5850.0,5850.0,5850.0,BAYIND,5
50,5860.0,2024-02-19 10:04:00,NSE,5860.0,5851.0,5851.0,BAYIND,41
51,5860.0,2024-02-19 10:05:00,NSE,5860.0,5860.0,5860.0,BAYIND,1
52,5860.0,2024-02-19 10:06:00,NSE,5860.0,5860.0,5860.0,BAYIND,0
53,5860.0,2024-02-19 10:07:00,NSE,5860.0,5860.0,5860.0,BAYIND,4
54,5860.0,2024-02-19 10:08:00,NSE,5860.0,5860.0,5860.0,BAYIND,1
55,5874.0,2024-02-19 10:09:00,NSE,5874.0,5860.0,5860.0,BAYIND,95
56,5869.35,2024-02-19 10:10:00,NSE,5874.0,5869.35,5874.0,BAYIND,6
57,5860.55,2024-02-19 10:11:00,NSE,5869.35,5860.55,5869.35,BAYIND,1
58,5860.55,2024-02-19 10:12:00,NSE,5860.55,5860.55,5860.55,BAYIND,0
59,5871.75,2024-02-19 10:13:00,NSE,5871.75,5860.55,5860.55,BAYIND,21
