close,datetime,exchange_code,high,low,open,stock_code,volume
3601.0,2024-06-26 09:07:00,NSE,3601.0,3601.0,3601.0,LARTOU,0
3597.95,2024-06-26 09:15:00,NSE,3607.5,3596.0,3607.5,LARTOU,28668
3603.95,2024-06-26 09:16:00,NSE,3606.6,3595.85,3598.45,LARTOU,23840
3605.5,2024-06-26 09:17:00,NSE,3608.0,3602.35,3603.95,LARTOU,25471
3611.9,2024-06-26 09:18:00,NSE,3613.0,3603.8,3607.4,LARTOU,36278
3611.95,2024-06-26 09:19:00,NSE,3616.95,3610.35,3611.1,LARTOU,34682
3619.9,2024-06-26 09:20:00,NSE,3620.0,3610.5,3612.0,LARTOU,33148
3619.05,2024-06-26 09:21:00,NSE,3624.6,3618.5,3619.7,LARTOU,32587
3621.1,2024-06-26 09:22:00,NSE,3624.1,3620.55,3620.55,LARTOU,14511
3618.0,2024-06-26 09:23:00,NSE,3620.0,3615.0,3619.75,LARTOU,16153
3617.05,2024-06-26 09:24:00,NSE,3619.65,3616.0,3619.05,LARTOU,14328
3622.0,2024-06-26 09:25:00,NSE,3622.0,3617.05,3617.35,LARTOU,14139
3622.5,2024-06-26 09:26:00,NSE,3624.5,3621.65,3622.0,LARTOU,14572
3623.5,2024-06-26 09:27:00,NSE,3624.9,3622.5,3622.5,LARTOU,13029
3621.0,2024-06-26 09:28:00,NSE,3623.6,3620.0,3623.2,LARTOU,10079
3610.0,2024-06-26 09:29:00,NSE,3621.0,3610.0,3621.0,LARTOU,22290
3603.45,2024-06-26 09:30:00,NSE,3613.55,3601.0,3609.05,LARTOU,23107
3608.7,2024-06-26 09:31:00,NSE,3608.7,3600.75,3602.7,LARTOU,11462
3614.0,2024-06-26 09:32:00,NSE,3614.8,3607.9,3608.7,LARTOU,10330
3611.5,2024-06-26 09:33:00,NSE,3615.0,3611.25,3615.0,LARTOU,11261
3615.35,2024-06-26 09:34:00,NSE,3616.05,3607.95,3611.5,LARTOU,12565
3614.35,2024-06-26 09:35:00,NSE,3616.75,3612.75,3615.4,LARTOU,7447
3609.15,2024-06-26 09:36:00,NSE,3615.3,3607.25,3614.75,LARTOU,13745
3606.2,2024-06-26 09:37:00,NSE,3608.9,3604.65,3608.9,LARTOU,9061
3611.85,2024-06-26 09:38:00,NSE,3611.95,3606.15,3606.2,LARTOU,6474
3615.65,2024-06-26 09:39:00,NSE,3615.65,3611.8,3611.8,LARTOU,5977
3616.85,2024-06-26 09:40:00,NSE,3617.25,3615.55,3616.0,LARTOU,7928
3615.0,2024-06-26 09:41:00,NSE,3617.2,3614.85,3617.0,LARTOU,6919
3616.3,2024-06-26 09:42:00,NSE,3616.95,3615.0,3615.75,LARTOU,8043
3615.2,2024-06-26 09:43:00,NSE,3616.3,3614.8,3616.25,LARTOU,11548
3615.4,2024-06-26 09:44:00,NSE,3616.25,3612.35,3615.2,LARTOU,8841
3615.7,2024-06-26 09:45:00,NSE,3618.5,3612.0,3614.7,LARTOU,6931
3610.0,2024-06-26 09:46:00,NSE,3616.0,3610.0,3615.8,LARTOU,7990
3612.05,2024-06-26 09:47:00,NSE,3613.0,3610.0,3610.0,LARTOU,4509
3614.85,2024-06-26 09:48:00,NSE,3616.25,3613.0,3613.25,LARTOU,5938
3612.4,2024-06-26 09:49:00,NSE,3615.0,3612.0,3614.85,LARTOU,6096
3611.35,2024-06-26 09:50:00,NSE,3613.15,3610.05,3613.15,LARTOU,7435
3606.9,2024-06-26 09:51:00,NSE,3611.15,3606.45,3611.1,LARTOU,6930
3608.6,2024-06-26 09:52:00,NSE,3608.95,3605.0,3606.8,LARTOU,6093
3611.05,2024-06-26 09:53:00,NSE,3611.45,3608.0,3608.6,LARTOU,6959
3609.05,2024-06-26 09:54:00,NSE,3611.4,3607.5,3611.05,LARTOU,8159
3608.1,2024-06-26 09:55:00,NSE,3611.7,3607.15,3608.6,LARTOU,5858
3608.45,2024-06-26 09:56:00,NSE,3609.15,3607.0,3608.1,LARTOU,5192
3605.75,2024-06-26 09:57:00,NSE,3608.8,3605.0,3608.45,LARTOU,8060
3608.55,2024-06-26 09:58:00,NSE,3608.55,3605.15,3605.75,LARTOU,5218
3606.5,2024-06-26 09:59:00,NSE,3608.65,3606.05,3608.15,LARTOU,4758
3607.0,2024-06-26 10:00:00,NSE,3609.25,3606.1,3606.5,LARTOU,5648
3606.1,2024-06-26 10:01:00,NSE,3609.15,3605.9,3607.0,LARTOU,5179
3602.1,2024-06-26 10:02:00,NSE,3606.65,3602.1,3606.1,LARTOU,7786
3604.0,2024-06-26 10:03:00,NSE,3604.35,3601.6,3602.0,LARTOU,5963
3607.9,2024-06-26 10:04:00,NSE,3608.0,3602.6,3603.3,LARTOU,5129
3606.05,2024-06-26 10:05:00,NSE,3608.0,3603.95,3607.95,LARTOU,6146
3605.0,2024-06-26 10:06:00,NSE,3606.5,3602.4,3606.25,LARTOU,7947
3604.75,2024-06-26 10:07:00,NSE,3605.0,3604.1,3605.0,LARTOU,4912
3603.55,2024-06-26 10:08:00,NSE,3605.0,3603.15,3604.75,LARTOU,5202
3603.0,2024-06-26 10:09:00,NSE,3605.0,3603.0,3605.0,LARTOU,6779
3605.0,2024-06-26 10:10:00,NSE,3605.0,3603.0,3603.7,LARTOU,4574
3608.05,2024-06-26 10:11:00,NSE,3608.05,3604.85,3605.0,LARTOU,6715
3608.9,2024-06-26 10:12:00,NSE,3609.0,3607.1,3607.1,LARTOU,8056
3605.3,2024-06-26 10:13:00,NSE,3608.8,3603.55,3608.8,LARTOU,5600
3602.4,2024-06-26 10:14:00,NSE,3605.3,3600.0,3605.3,LARTOU,11323
3604.35,2024-06-26 10:15:00,NSE,3605.0,3602.15,3602.9,LARTOU,6310
3605.8,2024-06-26 10:16:00,NSE,3607.05,3603.65,3604.6,LARTOU,6583
3608.5,2024-06-26 10:17:00,NSE,3608.5,3605.6,3606.45,LARTOU,5765
3612.0,2024-06-26 10:18:00,NSE,3613.35,3608.6,3608.6,LARTOU,11031
3611.8,2024-06-26 10:19:00,NSE,3612.7,3609.25,3612.0,LARTOU,4922
3614.4,2024-06-26 10:20:00,NSE,3615.0,3611.4,3611.65,LARTOU,7847
3612.6,2024-06-26 10:21:00,NSE,3614.7,3611.4,3614.05,LARTOU,8461
