,datetime,open,high,low,close,only_date
0,2022-01-31 09:07:00,17301.05,17301.05,17301.05,17301.05,2022-01-31
1,2022-01-31 09:15:00,17308.7,17318.75,17280.5,17301.55,2022-01-31
2,2022-01-31 09:16:00,17305.25,17327.3,17303.1,17317.8,2022-01-31
3,2022-01-31 09:17:00,17316.3,17316.3,17287.35,17298.85,2022-01-31
4,2022-01-31 09:18:00,17299.6,17318.55,17299.6,17317.85,2022-01-31
5,2022-01-31 09:19:00,17317.35,17323.5,17310.55,17312.05,2022-01-31
6,2022-01-31 09:20:00,17311.25,17321.2,17300.1,17317.2,2022-01-31
7,2022-01-31 09:21:00,17317.35,17322.05,17308.0,17320.45,2022-01-31
8,2022-01-31 09:22:00,17320.3,17322.4,17314.0,17319.0,2022-01-31
9,2022-01-31 09:23:00,17320.3,17325.1,17295.85,17300.0,2022-01-31
10,2022-01-31 09:24:00,17299.8,17308.15,17296.25,17299.15,2022-01-31
11,2022-01-31 09:25:00,17298.7,17298.7,17269.2,17287.1,2022-01-31
12,2022-01-31 09:26:00,17287.55,17316.0,17286.35,17311.4,2022-01-31
13,2022-01-31 09:27:00,17311.95,17329.5,17311.95,17326.25,2022-01-31
14,2022-01-31 09:28:00,17328.0,17336.1,17319.6,17325.6,2022-01-31
15,2022-01-31 09:29:00,17323.55,17327.05,17306.9,17311.75,2022-01-31
16,2022-01-31 09:30:00,17312.1,17322.85,17301.2,17303.15,2022-01-31
17,2022-01-31 09:31:00,17304.5,17319.5,17303.05,17319.5,2022-01-31
18,2022-01-31 09:32:00,17322.2,17325.9,17314.15,17316.75,2022-01-31
19,2022-01-31 09:33:00,17317.05,17324.25,17314.1,17322.8,2022-01-31
20,2022-01-31 09:34:00,17324.65,17330.3,17317.55,17327.7,2022-01-31
21,2022-01-31 09:35:00,17326.55,17331.4,17319.8,17326.6,2022-01-31
22,2022-01-31 09:36:00,17326.8,17329.95,17325.8,17327.25,2022-01-31
23,2022-01-31 09:37:00,17326.05,17339.75,17326.05,17332.6,2022-01-31
24,2022-01-31 09:38:00,17332.85,17338.55,17331.6,17337.2,2022-01-31
25,2022-01-31 09:39:00,17337.85,17348.15,17337.5,17343.5,2022-01-31
26,2022-01-31 09:40:00,17343.8,17352.0,17343.8,17345.7,2022-01-31
27,2022-01-31 09:41:00,17345.3,17349.2,17333.9,17337.75,2022-01-31
28,2022-01-31 09:42:00,17337.9,17342.05,17336.0,17340.3,2022-01-31
29,2022-01-31 09:43:00,17341.0,17343.95,17335.55,17343.05,2022-01-31
30,2022-01-31 09:44:00,17343.95,17346.35,17338.9,17343.95,2022-01-31
31,2022-01-31 09:45:00,17344.45,17352.3,17335.45,17341.8,2022-01-31
32,2022-01-31 09:46:00,17341.45,17352.7,17341.45,17352.7,2022-01-31
33,2022-01-31 09:47:00,17352.55,17361.65,17350.9,17350.9,2022-01-31
34,2022-01-31 09:48:00,17351.2,17351.2,17336.3,17345.2,2022-01-31
35,2022-01-31 09:49:00,17345.7,17345.7,17332.15,17333.4,2022-01-31
36,2022-01-31 09:50:00,17332.8,17334.9,17323.25,17329.35,2022-01-31
37,2022-01-31 09:51:00,17329.05,17337.45,17327.0,17328.3,2022-01-31
38,2022-01-31 09:52:00,17325.95,17326.6,17312.0,17313.4,2022-01-31
39,2022-01-31 09:53:00,17314.55,17315.45,17306.5,17311.1,2022-01-31
40,2022-01-31 09:54:00,17310.9,17323.45,17306.15,17319.45,2022-01-31
41,2022-01-31 09:55:00,17319.15,17320.75,17310.7,17312.6,2022-01-31
42,2022-01-31 09:56:00,17312.75,17325.35,17307.8,17318.9,2022-01-31
43,2022-01-31 09:57:00,17320.6,17331.5,17320.6,17321.75,2022-01-31
44,2022-01-31 09:58:00,17321.85,17327.25,17320.95,17324.15,2022-01-31
45,2022-01-31 09:59:00,17325.15,17328.75,17319.95,17319.95,2022-01-31
46,2022-01-31 10:00:00,17320.7,17326.8,17301.4,17303.15,2022-01-31
47,2022-01-31 10:01:00,17303.1,17310.85,17299.5,17309.6,2022-01-31
48,2022-01-31 10:02:00,17308.55,17310.5,17294.75,17294.75,2022-01-31
49,2022-01-31 10:03:00,17294.8,17307.05,17294.0,17305.75,2022-01-31
50,2022-01-31 10:04:00,17306.45,17311.35,17301.7,17302.4,2022-01-31
51,2022-01-31 10:05:00,17301.55,17318.15,17300.55,17318.15,2022-01-31
52,2022-01-31 10:06:00,17318.1,17321.45,17315.95,17316.35,2022-01-31
53,2022-01-31 10:07:00,17316.6,17324.6,17309.85,17324.6,2022-01-31
54,2022-01-31 10:08:00,17325.1,17330.75,17325.1,17327.05,2022-01-31
