datetime,open,high,low,close,only_date
2018-10-22 09:07:00,10405.85,10405.85,10405.85,10405.85,2018-10-22
2018-10-22 09:15:00,10393.35,10405.2,10385.1,10388.9,2018-10-22
2018-10-22 09:16:00,10388.5,10388.85,10362.7,10362.7,2018-10-22
2018-10-22 09:17:00,10364.45,10368.9,10356.05,10364.6,2018-10-22
2018-10-22 09:18:00,10364.35,10364.7,10352.95,10354.85,2018-10-22
2018-10-22 09:19:00,10354.3,10356.45,10347.2,10349.6,2018-10-22
2018-10-22 09:20:00,10349.9,10355.35,10340.85,10344.1,2018-10-22
2018-10-22 09:21:00,10343.55,10353.6,10342.8,10353.0,2018-10-22
2018-10-22 09:22:00,10352.8,10353.4,10337.8,10344.6,2018-10-22
2018-10-22 09:23:00,10345.35,10345.6,10332.05,10341.55,2018-10-22
2018-10-22 09:24:00,10341.7,10347.95,10339.6,10347.55,2018-10-22
2018-10-22 09:25:00,10348.6,10358.3,10348.6,10353.95,2018-10-22
2018-10-22 09:26:00,10354.9,10360.9,10353.75,10359.95,2018-10-22
2018-10-22 09:27:00,10358.95,10358.95,10353.65,10357.45,2018-10-22
2018-10-22 09:28:00,10357.0,10357.15,10349.1,10349.1,2018-10-22
2018-10-22 09:29:00,10348.85,10348.85,10335.0,10335.5,2018-10-22
2018-10-22 09:30:00,10336.8,10343.7,10333.35,10333.45,2018-10-22
2018-10-22 09:31:00,10333.9,10344.15,10333.9,10344.15,2018-10-22
2018-10-22 09:32:00,10344.4,10351.45,10344.4,10349.85,2018-10-22
2018-10-22 09:33:00,10349.65,10351.95,10342.0,10344.3,2018-10-22
2018-10-22 09:34:00,10345.05,10349.05,10342.05,10344.8,2018-10-22
2018-10-22 09:35:00,10344.3,10348.05,10341.25,10345.5,2018-10-22
2018-10-22 09:36:00,10345.55,10345.55,10336.3,10336.8,2018-10-22
2018-10-22 09:37:00,10337.2,10337.25,10331.0,10331.3,2018-10-22
2018-10-22 09:38:00,10331.65,10337.05,10330.95,10330.95,2018-10-22
2018-10-22 09:39:00,10330.7,10333.05,10323.25,10330.3,2018-10-22
2018-10-22 09:40:00,10330.2,10330.6,10322.55,10322.55,2018-10-22
2018-10-22 09:41:00,10322.1,10328.75,10320.95,10327.45,2018-10-22
2018-10-22 09:42:00,10327.3,10327.3,10313.2,10317.85,2018-10-22
2018-10-22 09:43:00,10318.85,10320.9,10314.5,10317.25,2018-10-22
2018-10-22 09:44:00,10317.85,10326.65,10315.45,10326.65,2018-10-22
2018-10-22 09:45:00,10326.3,10327.0,10312.2,10314.25,2018-10-22
2018-10-22 09:46:00,10314.3,10315.9,10303.15,10307.15,2018-10-22
2018-10-22 09:47:00,10305.7,10305.7,10298.65,10300.85,2018-10-22
2018-10-22 09:48:00,10300.75,10303.1,10289.7,10291.4,2018-10-22
2018-10-22 09:49:00,10292.3,10308.45,10292.3,10308.45,2018-10-22
2018-10-22 09:50:00,10307.9,10313.65,10305.95,10307.2,2018-10-22
2018-10-22 09:51:00,10307.9,10313.35,10306.45,10313.35,2018-10-22
2018-10-22 09:52:00,10313.4,10316.6,10310.25,10316.2,2018-10-22
2018-10-22 09:53:00,10316.65,10318.6,10311.85,10311.85,2018-10-22
2018-10-22 09:54:00,10311.7,10315.15,10307.6,10314.95,2018-10-22
2018-10-22 09:55:00,10316.05,10319.65,10311.65,10316.85,2018-10-22
2018-10-22 09:56:00,10317.3,10321.8,10317.15,10319.15,2018-10-22
2018-10-22 09:57:00,10319.3,10323.9,10316.55,10319.6,2018-10-22
2018-10-22 09:58:00,10320.1,10325.3,10319.8,10323.7,2018-10-22
2018-10-22 09:59:00,10323.5,10325.65,10318.85,10320.25,2018-10-22
