datetime,open,high,low,close,only_date
2022-04-11 09:07:00,17740.9,17740.9,17740.9,17740.9,2022-04-11
2022-04-11 09:15:00,17754.9,17761.1,17721.9,17734.9,2022-04-11
2022-04-11 09:16:00,17735.55,17750.3,17733.05,17745.85,2022-04-11
2022-04-11 09:17:00,17745.4,17745.4,17724.15,17729.45,2022-04-11
2022-04-11 09:18:00,17729.85,17729.85,17717.0,17725.65,2022-04-11
2022-04-11 09:19:00,17724.1,17724.1,17701.5,17714.3,2022-04-11
2022-04-11 09:20:00,17712.7,17712.7,17698.2,17702.7,2022-04-11
2022-04-11 09:21:00,17702.0,17706.5,17691.0,17692.65,2022-04-11
2022-04-11 09:22:00,17693.35,17696.8,17689.75,17693.65,2022-04-11
2022-04-11 09:23:00,17692.7,17702.85,17692.7,17701.55,2022-04-11
2022-04-11 09:24:00,17702.05,17702.05,17683.8,17685.35,2022-04-11
2022-04-11 09:25:00,17682.45,17684.55,17670.05,17676.6,2022-04-11
2022-04-11 09:26:00,17677.1,17689.2,17673.6,17686.35,2022-04-11
2022-04-11 09:27:00,17686.75,17690.6,17683.25,17690.05,2022-04-11
2022-04-11 09:28:00,17689.2,17695.8,17688.8,17688.9,2022-04-11
2022-04-11 09:29:00,17688.2,17688.2,17679.15,17684.35,2022-04-11
2022-04-11 09:30:00,17682.5,17682.5,17676.6,17679.2,2022-04-11
2022-04-11 09:31:00,17680.3,17689.1,17676.65,17689.1,2022-04-11
2022-04-11 09:32:00,17690.85,17695.2,17689.05,17690.65,2022-04-11
2022-04-11 09:33:00,17689.6,17692.75,17687.55,17689.65,2022-04-11
2022-04-11 09:34:00,17690.7,17693.3,17685.1,17689.9,2022-04-11
2022-04-11 09:35:00,17690.15,17694.5,17683.4,17694.5,2022-04-11
2022-04-11 09:36:00,17694.0,17696.25,17690.4,17694.8,2022-04-11
2022-04-11 09:37:00,17694.35,17703.4,17694.35,17698.8,2022-04-11
2022-04-11 09:38:00,17698.35,17701.75,17697.85,17700.75,2022-04-11
2022-04-11 09:39:00,17700.15,17701.8,17696.3,17699.2,2022-04-11
2022-04-11 09:40:00,17699.75,17699.9,17682.65,17682.85,2022-04-11
2022-04-11 09:41:00,17681.25,17681.25,17657.55,17659.75,2022-04-11
2022-04-11 09:42:00,17659.45,17670.15,17653.55,17670.15,2022-04-11
2022-04-11 09:43:00,17669.55,17673.75,17667.2,17671.65,2022-04-11
2022-04-11 09:44:00,17670.95,17676.55,17669.85,17671.75,2022-04-11
2022-04-11 09:45:00,17670.4,17672.35,17665.1,17670.25,2022-04-11
2022-04-11 09:46:00,17669.55,17673.65,17665.35,17671.4,2022-04-11
2022-04-11 09:47:00,17671.45,17676.7,17669.45,17673.8,2022-04-11
2022-04-11 09:48:00,17674.45,17675.3,17668.95,17673.7,2022-04-11
2022-04-11 09:49:00,17673.65,17677.75,17670.05,17677.35,2022-04-11
2022-04-11 09:50:00,17677.7,17692.1,17677.2,17691.2,2022-04-11
2022-04-11 09:51:00,17690.8,17693.65,17686.85,17687.85,2022-04-11
2022-04-11 09:52:00,17687.6,17700.6,17687.6,17695.85,2022-04-11
2022-04-11 09:53:00,17696.3,17699.4,17694.1,17695.25,2022-04-11
2022-04-11 09:54:00,17694.15,17694.4,17676.1,17676.1,2022-04-11
2022-04-11 09:55:00,17675.4,17682.25,17667.85,17682.25,2022-04-11
2022-04-11 09:56:00,17681.85,17691.75,17681.6,17689.0,2022-04-11
2022-04-11 09:57:00,17688.65,17692.55,17688.65,17689.25,2022-04-11
2022-04-11 09:58:00,17690.2,17693.75,17689.45,17693.75,2022-04-11
2022-04-11 09:59:00,17694.1,17700.0,17693.45,17698.85,2022-04-11
2022-04-11 10:00:00,17699.2,17699.2,17691.7,17693.4,2022-04-11
2022-04-11 10:01:00,17693.55,17697.65,17690.6,17697.65,2022-04-11
2022-04-11 10:02:00,17697.9,17704.8,17695.7,17695.7,2022-04-11
2022-04-11 10:03:00,17693.65,17693.65,17685.0,17691.35,2022-04-11
2022-04-11 10:04:00,17692.3,17695.75,17688.6,17689.9,2022-04-11
2022-04-11 10:05:00,17688.9,17695.1,17686.7,17695.1,2022-04-11
2022-04-11 10:06:00,17695.2,17706.0,17693.9,17706.0,2022-04-11
2022-04-11 10:07:00,17706.5,17718.75,17706.5,17712.85,2022-04-11
2022-04-11 10:08:00,17713.1,17718.85,17711.65,17711.65,2022-04-11
2022-04-11 10:09:00,17711.75,17712.05,17705.15,17708.75,2022-04-11
2022-04-11 10:10:00,17709.05,17715.15,17705.75,17706.75,2022-04-11
2022-04-11 10:11:00,17706.8,17708.85,17703.35,17708.85,2022-04-11
2022-04-11 10:12:00,17709.85,17714.4,17709.7,17714.4,2022-04-11
2022-04-11 10:13:00,17715.6,17716.3,17709.25,17711.65,2022-04-11
2022-04-11 10:14:00,17711.55,17711.55,17706.2,17708.35,2022-04-11
2022-04-11 10:15:00,17708.65,17710.4,17704.1,17704.1,2022-04-11
2022-04-11 10:16:00,17703.2,17703.9,17692.2,17695.65,2022-04-11
2022-04-11 10:17:00,17696.35,17700.2,17693.45,17700.2,2022-04-11
2022-04-11 10:18:00,17700.15,17712.6,17697.55,17712.6,2022-04-11
2022-04-11 10:19:00,17711.75,17713.55,17707.55,17709.05,2022-04-11
2022-04-11 10:20:00,17709.15,17714.45,17708.15,17710.85,2022-04-11
2022-04-11 10:21:00,17711.2,17711.4,17703.3,17706.45,2022-04-11
2022-04-11 10:22:00,17706.0,17708.4,17701.65,17708.4,2022-04-11
2022-04-11 10:23:00,17708.3,17709.9,17707.8,17709.75,2022-04-11
2022-04-11 10:24:00,17709.3,17718.65,17709.1,17717.9,2022-04-11
2022-04-11 10:25:00,17717.55,17720.7,17714.65,17720.7,2022-04-11
2022-04-11 10:26:00,17720.75,17723.65,17719.05,17723.65,2022-04-11
2022-04-11 10:27:00,17724.0,17729.9,17724.0,17727.25,2022-04-11
2022-04-11 10:28:00,17727.1,17727.4,17721.25,17721.75,2022-04-11
2022-04-11 10:29:00,17721.85,17722.3,17718.0,17719.3,2022-04-11
2022-04-11 10:30:00,17718.45,17719.75,17713.15,17716.65,2022-04-11
2022-04-11 10:31:00,17717.15,17717.7,17711.1,17716.1,2022-04-11
2022-04-11 10:32:00,17716.25,17718.05,17714.65,17717.5,2022-04-11
2022-04-11 10:33:00,17716.2,17717.2,17713.5,17715.75,2022-04-11
2022-04-11 10:34:00,17716.1,17716.1,17702.45,17702.45,2022-04-11
2022-04-11 10:35:00,17702.3,17708.2,17699.1,17705.95,2022-04-11
2022-04-11 10:36:00,17704.95,17709.1,17704.95,17708.95,2022-04-11
2022-04-11 10:37:00,17709.4,17710.05,17703.0,17704.45,2022-04-11
2022-04-11 10:38:00,17703.6,17706.3,17702.65,17704.95,2022-04-11
2022-04-11 10:39:00,17703.8,17704.2,17697.85,17701.6,2022-04-11
2022-04-11 10:40:00,17700.95,17701.95,17698.5,17699.05,2022-04-11
2022-04-11 10:41:00,17699.7,17699.7,17690.8,17691.2,2022-04-11
2022-04-11 10:42:00,17691.9,17691.9,17684.2,17685.0,2022-04-11
2022-04-11 10:43:00,17685.25,17688.15,17682.9,17686.85,2022-04-11
2022-04-11 10:44:00,17686.5,17688.2,17684.35,17685.15,2022-04-11
2022-04-11 10:45:00,17684.8,17684.8,17676.05,17676.75,2022-04-11
2022-04-11 10:46:00,17677.25,17679.75,17674.5,17675.7,2022-04-11
2022-04-11 10:47:00,17675.35,17676.95,17674.9,17676.4,2022-04-11
2022-04-11 10:48:00,17676.8,17683.5,17676.15,17683.5,2022-04-11
2022-04-11 10:49:00,17683.4,17684.8,17681.55,17682.0,2022-04-11
2022-04-11 10:50:00,17683.05,17693.5,17683.05,17692.95,2022-04-11
2022-04-11 10:51:00,17693.6,17695.9,17689.85,17689.85,2022-04-11
2022-04-11 10:52:00,17689.7,17690.5,17687.45,17689.45,2022-04-11
2022-04-11 10:53:00,17688.55,17689.75,17681.9,17683.9,2022-04-11
