,datetime,open,high,low,close,only_date
0,2016-07-01 09:15:00,8312.2,8346.35,8308.65,8336.1,2016-07-01
1,2016-07-01 09:16:00,8336.8,8341.25,8329.95,8329.95,2016-07-01
2,2016-07-01 09:17:00,8328.7,8334.15,8326.5,8333.25,2016-07-01
3,2016-07-01 09:18:00,8334.25,8334.6,8331.6,8331.8,2016-07-01
4,2016-07-01 09:19:00,8332.5,8332.5,8326.1,8326.35,2016-07-01
5,2016-07-01 09:20:00,8326.4,8326.95,8323.3,8323.75,2016-07-01
6,2016-07-01 09:21:00,8323.0,8327.0,8322.55,8326.4,2016-07-01
7,2016-07-01 09:22:00,8326.45,8326.45,8323.05,8324.0,2016-07-01
8,2016-07-01 09:23:00,8323.8,8330.25,8323.8,8330.25,2016-07-01
9,2016-07-01 09:24:00,8329.95,8331.35,8328.75,8331.1,2016-07-01
10,2016-07-01 09:25:00,8331.8,8336.25,8330.55,8335.9,2016-07-01
11,2016-07-01 09:26:00,8336.15,8336.85,8334.05,8334.8,2016-07-01
12,2016-07-01 09:27:00,8334.7,8335.6,8331.15,8331.2,2016-07-01
13,2016-07-01 09:28:00,8330.95,8332.4,8329.2,8332.1,2016-07-01
14,2016-07-01 09:29:00,8332.15,8336.5,8332.15,8335.9,2016-07-01
15,2016-07-01 09:30:00,8336.2,8338.6,8336.2,8338.55,2016-07-01
16,2016-07-01 09:31:00,8338.35,8341.4,8337.75,8338.3,2016-07-01
17,2016-07-01 09:32:00,8338.5,8341.8,8336.3,8341.8,2016-07-01
18,2016-07-01 09:33:00,8341.85,8342.4,8338.55,8339.45,2016-07-01
19,2016-07-01 09:34:00,8338.7,8342.95,8338.7,8340.55,2016-07-01
20,2016-07-01 09:35:00,8340.45,8341.35,8336.45,8337.35,2016-07-01
21,2016-07-01 09:36:00,8337.25,8340.55,8337.25,8339.7,2016-07-01
22,2016-07-01 09:37:00,8339.45,8340.8,8336.9,8336.9,2016-07-01
23,2016-07-01 09:38:00,8336.95,8340.7,8336.75,8340.05,2016-07-01
24,2016-07-01 09:39:00,8340.25,8343.8,8339.9,8343.25,2016-07-01
25,2016-07-01 09:40:00,8343.3,8344.75,8342.4,8343.95,2016-07-01
26,2016-07-01 09:41:00,8343.75,8344.6,8342.4,8343.45,2016-07-01
27,2016-07-01 09:42:00,8343.5,8344.05,8340.9,8341.85,2016-07-01
28,2016-07-01 09:43:00,8342.1,8343.05,8341.7,8342.45,2016-07-01
29,2016-07-01 09:44:00,8342.35,8342.5,8339.1,8339.2,2016-07-01
