datetime,open,high,low,close,only_date
2021-09-03 09:07:00,17262.45,17262.45,17262.45,17262.45,2021-09-03
2021-09-03 09:15:00,17267.3,17296.75,17255.35,17292.35,2021-09-03
2021-09-03 09:16:00,17293.75,17300.35,17288.9,17288.9,2021-09-03
2021-09-03 09:17:00,17287.0,17298.8,17281.2,17298.8,2021-09-03
2021-09-03 09:18:00,17299.2,17311.95,17296.5,17302.3,2021-09-03
2021-09-03 09:19:00,17300.95,17307.1,17300.95,17307.1,2021-09-03
2021-09-03 09:20:00,17308.15,17310.25,17295.05,17303.9,2021-09-03
2021-09-03 09:21:00,17303.35,17303.35,17297.3,17298.05,2021-09-03
2021-09-03 09:22:00,17297.9,17306.8,17295.6,17295.6,2021-09-03
2021-09-03 09:23:00,17294.95,17296.7,17286.85,17286.85,2021-09-03
2021-09-03 09:24:00,17286.55,17292.6,17283.15,17290.65,2021-09-03
2021-09-03 09:25:00,17291.4,17291.4,17281.4,17282.9,2021-09-03
2021-09-03 09:26:00,17282.85,17287.85,17282.85,17287.3,2021-09-03
2021-09-03 09:27:00,17286.75,17288.2,17280.85,17285.65,2021-09-03
2021-09-03 09:28:00,17285.35,17287.3,17279.65,17279.65,2021-09-03
2021-09-03 09:29:00,17280.3,17281.1,17273.2,17276.25,2021-09-03
2021-09-03 09:30:00,17275.1,17283.2,17274.15,17276.95,2021-09-03
2021-09-03 09:31:00,17276.7,17279.5,17272.0,17277.45,2021-09-03
2021-09-03 09:32:00,17277.35,17288.9,17276.75,17283.75,2021-09-03
2021-09-03 09:33:00,17284.45,17289.75,17281.95,17284.25,2021-09-03
2021-09-03 09:34:00,17282.75,17286.75,17280.7,17283.9,2021-09-03
2021-09-03 09:35:00,17284.75,17284.75,17266.9,17266.9,2021-09-03
2021-09-03 09:36:00,17265.55,17265.55,17254.5,17257.1,2021-09-03
2021-09-03 09:37:00,17257.65,17269.75,17257.2,17267.45,2021-09-03
2021-09-03 09:38:00,17267.6,17272.45,17264.8,17264.8,2021-09-03
2021-09-03 09:39:00,17266.5,17268.1,17258.4,17261.2,2021-09-03
2021-09-03 09:40:00,17259.85,17261.3,17257.55,17261.1,2021-09-03
2021-09-03 09:41:00,17260.15,17274.75,17260.15,17267.95,2021-09-03
2021-09-03 09:42:00,17270.6,17273.25,17266.7,17269.65,2021-09-03
2021-09-03 09:43:00,17268.6,17273.3,17268.0,17273.25,2021-09-03
2021-09-03 09:44:00,17273.1,17276.5,17272.35,17274.85,2021-09-03
2021-09-03 09:45:00,17274.15,17274.45,17266.4,17272.7,2021-09-03
2021-09-03 09:46:00,17272.6,17274.45,17268.85,17274.45,2021-09-03
2021-09-03 09:47:00,17274.2,17278.25,17270.5,17277.3,2021-09-03
2021-09-03 09:48:00,17278.25,17293.0,17278.25,17287.8,2021-09-03
2021-09-03 09:49:00,17287.25,17291.75,17286.45,17287.15,2021-09-03
2021-09-03 09:50:00,17285.2,17292.4,17284.8,17288.75,2021-09-03
2021-09-03 09:51:00,17288.65,17291.45,17287.45,17291.45,2021-09-03
2021-09-03 09:52:00,17291.2,17296.25,17288.6,17295.7,2021-09-03
2021-09-03 09:53:00,17295.5,17296.35,17288.85,17294.65,2021-09-03
2021-09-03 09:54:00,17294.85,17300.1,17293.1,17293.15,2021-09-03
2021-09-03 09:55:00,17292.85,17296.9,17289.1,17294.25,2021-09-03
2021-09-03 09:56:00,17295.25,17298.35,17294.5,17296.9,2021-09-03
2021-09-03 09:57:00,17297.25,17301.05,17296.75,17299.75,2021-09-03
2021-09-03 09:58:00,17299.25,17300.2,17296.8,17296.95,2021-09-03
2021-09-03 09:59:00,17296.9,17297.3,17291.95,17293.75,2021-09-03
2021-09-03 10:00:00,17293.7,17293.85,17288.45,17291.45,2021-09-03
2021-09-03 10:01:00,17294.7,17302.0,17293.55,17300.2,2021-09-03
2021-09-03 10:02:00,17299.75,17301.55,17298.3,17300.0,2021-09-03
2021-09-03 10:03:00,17299.3,17302.0,17297.6,17301.75,2021-09-03
2021-09-03 10:04:00,17300.5,17304.9,17300.5,17302.9,2021-09-03
2021-09-03 10:05:00,17301.9,17305.85,17301.15,17303.5,2021-09-03
2021-09-03 10:06:00,17303.45,17305.65,17296.8,17297.4,2021-09-03
2021-09-03 10:07:00,17296.95,17299.5,17294.85,17299.3,2021-09-03
2021-09-03 10:08:00,17298.7,17303.65,17298.55,17302.55,2021-09-03
2021-09-03 10:09:00,17302.85,17304.5,17300.65,17301.2,2021-09-03
2021-09-03 10:10:00,17300.5,17300.55,17291.8,17293.3,2021-09-03
2021-09-03 10:11:00,17294.8,17304.4,17294.8,17301.15,2021-09-03
2021-09-03 10:12:00,17301.6,17304.6,17300.25,17304.25,2021-09-03
2021-09-03 10:13:00,17304.05,17305.65,17301.4,17302.45,2021-09-03
2021-09-03 10:14:00,17302.3,17302.3,17298.5,17300.45,2021-09-03
2021-09-03 10:15:00,17299.8,17301.3,17299.3,17301.3,2021-09-03
2021-09-03 10:16:00,17301.4,17303.4,17296.8,17296.8,2021-09-03
2021-09-03 10:17:00,17297.0,17298.35,17293.7,17298.35,2021-09-03
2021-09-03 10:18:00,17298.9,17309.2,17298.9,17308.7,2021-09-03
2021-09-03 10:19:00,17308.6,17309.4,17296.9,17296.9,2021-09-03
2021-09-03 10:20:00,17296.4,17296.5,17288.5,17288.5,2021-09-03
2021-09-03 10:21:00,17288.85,17290.35,17284.6,17288.35,2021-09-03
2021-09-03 10:22:00,17288.55,17296.4,17287.9,17294.4,2021-09-03
2021-09-03 10:23:00,17293.2,17294.4,17290.55,17292.8,2021-09-03
2021-09-03 10:24:00,17293.45,17296.1,17289.0,17290.35,2021-09-03
2021-09-03 10:25:00,17289.95,17293.65,17288.6,17292.1,2021-09-03
2021-09-03 10:26:00,17292.3,17293.15,17288.6,17289.5,2021-09-03
2021-09-03 10:27:00,17289.8,17298.2,17289.25,17294.3,2021-09-03
2021-09-03 10:28:00,17294.25,17299.75,17293.75,17295.25,2021-09-03
