,datetime,open,high,low,close,only_date
0,2016-12-05 09:15:00,8084.9,8085.65,8072.75,8077.1,2016-12-05
1,2016-12-05 09:16:00,8076.65,8094.7,8076.65,8088.65,2016-12-05
2,2016-12-05 09:17:00,8088.1,8088.2,8076.95,8077.2,2016-12-05
3,2016-12-05 09:18:00,8077.6,8078.85,8071.9,8074.65,2016-12-05
4,2016-12-05 09:19:00,8075.1,8085.7,8074.2,8085.7,2016-12-05
5,2016-12-05 09:20:00,8085.5,8092.2,8085.5,8092.0,2016-12-05
6,2016-12-05 09:21:00,8092.05,8092.5,8084.65,8086.3,2016-12-05
7,2016-12-05 09:22:00,8086.4,8089.45,8083.75,8088.8,2016-12-05
8,2016-12-05 09:23:00,8088.55,8094.5,8087.25,8088.6,2016-12-05
9,2016-12-05 09:24:00,8089.05,8092.95,8087.05,8091.7,2016-12-05
10,2016-12-05 09:25:00,8091.95,8100.3,8091.55,8100.3,2016-12-05
11,2016-12-05 09:26:00,8100.4,8103.3,8096.5,8097.35,2016-12-05
12,2016-12-05 09:27:00,8097.55,8101.7,8096.85,8101.05,2016-12-05
13,2016-12-05 09:28:00,8101.0,8101.0,8095.45,8100.6,2016-12-05
14,2016-12-05 09:29:00,8101.3,8102.5,8097.8,8099.15,2016-12-05
15,2016-12-05 09:30:00,8099.45,8100.1,8094.95,8094.95,2016-12-05
16,2016-12-05 09:31:00,8095.5,8095.5,8088.3,8088.45,2016-12-05
17,2016-12-05 09:32:00,8088.7,8093.5,8084.9,8084.9,2016-12-05
18,2016-12-05 09:33:00,8084.8,8090.15,8084.55,8086.05,2016-12-05
19,2016-12-05 09:34:00,8085.7,8086.1,8082.95,8085.85,2016-12-05
20,2016-12-05 09:35:00,8085.7,8090.2,8085.65,8085.65,2016-12-05
21,2016-12-05 09:36:00,8085.4,8085.4,8077.2,8079.35,2016-12-05
22,2016-12-05 09:37:00,8079.1,8082.0,8077.35,8077.65,2016-12-05
23,2016-12-05 09:38:00,8077.7,8080.75,8077.4,8080.75,2016-12-05
24,2016-12-05 09:39:00,8080.55,8087.25,8080.55,8084.6,2016-12-05
25,2016-12-05 09:40:00,8085.0,8087.15,8085.0,8085.9,2016-12-05
26,2016-12-05 09:41:00,8085.7,8086.1,8082.8,8082.8,2016-12-05
27,2016-12-05 09:42:00,8082.65,8082.7,8077.0,8079.0,2016-12-05
28,2016-12-05 09:43:00,8079.25,8081.95,8078.9,8081.95,2016-12-05
29,2016-12-05 09:44:00,8081.65,8081.9,8078.35,8078.6,2016-12-05
30,2016-12-05 09:45:00,8078.15,8081.7,8077.95,8080.55,2016-12-05
31,2016-12-05 09:46:00,8080.35,8083.95,8080.15,8083.95,2016-12-05
32,2016-12-05 09:47:00,8083.85,8087.4,8083.75,8087.15,2016-12-05
33,2016-12-05 09:48:00,8086.85,8088.75,8086.85,8088.45,2016-12-05
34,2016-12-05 09:49:00,8088.6,8091.7,8088.6,8091.35,2016-12-05
35,2016-12-05 09:50:00,8091.3,8092.4,8089.35,8090.0,2016-12-05
36,2016-12-05 09:51:00,8089.95,8089.95,8088.75,8089.55,2016-12-05
37,2016-12-05 09:52:00,8089.75,8090.1,8086.7,8086.7,2016-12-05
38,2016-12-05 09:53:00,8086.35,8089.0,8085.25,8088.7,2016-12-05
39,2016-12-05 09:54:00,8088.55,8092.05,8088.55,8091.75,2016-12-05
40,2016-12-05 09:55:00,8092.0,8093.35,8091.45,8093.0,2016-12-05
41,2016-12-05 09:56:00,8093.3,8094.65,8088.85,8088.95,2016-12-05
42,2016-12-05 09:57:00,8089.0,8089.2,8085.85,8088.3,2016-12-05
43,2016-12-05 09:58:00,8087.8,8088.75,8084.2,8085.7,2016-12-05
44,2016-12-05 09:59:00,8085.95,8085.95,8083.1,8085.0,2016-12-05
45,2016-12-05 10:00:00,8084.8,8085.4,8082.05,8083.05,2016-12-05
46,2016-12-05 10:01:00,8082.95,8082.95,8080.75,8081.2,2016-12-05
47,2016-12-05 10:02:00,8081.1,8082.65,8080.9,8081.4,2016-12-05
48,2016-12-05 10:03:00,8081.45,8082.15,8080.25,8080.25,2016-12-05
49,2016-12-05 10:04:00,8080.1,8080.9,8079.2,8080.35,2016-12-05
50,2016-12-05 10:05:00,8080.4,8081.65,8080.05,8081.45,2016-12-05
51,2016-12-05 10:06:00,8081.35,8084.75,8081.35,8084.75,2016-12-05
52,2016-12-05 10:07:00,8084.65,8085.3,8084.0,8084.6,2016-12-05
53,2016-12-05 10:08:00,8084.25,8085.8,8084.05,8085.8,2016-12-05
54,2016-12-05 10:09:00,8085.65,8085.9,8082.05,8082.05,2016-12-05
55,2016-12-05 10:10:00,8082.45,8082.45,8079.15,8079.8,2016-12-05
56,2016-12-05 10:11:00,8079.6,8081.55,8076.1,8076.1,2016-12-05
57,2016-12-05 10:12:00,8075.75,8077.8,8073.85,8075.85,2016-12-05
58,2016-12-05 10:13:00,8076.1,8077.35,8075.35,8076.2,2016-12-05
59,2016-12-05 10:14:00,8076.15,8076.95,8074.9,8076.55,2016-12-05
60,2016-12-05 10:15:00,8076.4,8077.05,8075.35,8076.7,2016-12-05
61,2016-12-05 10:16:00,8076.45,8082.15,8076.3,8082.15,2016-12-05
62,2016-12-05 10:17:00,8082.1,8083.2,8081.6,8082.75,2016-12-05
63,2016-12-05 10:18:00,8082.3,8082.75,8080.35,8080.75,2016-12-05
64,2016-12-05 10:19:00,8080.45,8080.7,8077.8,8077.95,2016-12-05
65,2016-12-05 10:20:00,8077.8,8077.85,8075.6,8077.0,2016-12-05
66,2016-12-05 10:21:00,8076.65,8077.8,8073.9,8074.2,2016-12-05
67,2016-12-05 10:22:00,8074.45,8074.65,8071.95,8073.1,2016-12-05
68,2016-12-05 10:23:00,8073.35,8076.55,8073.15,8076.35,2016-12-05
69,2016-12-05 10:24:00,8075.95,8077.4,8075.95,8077.35,2016-12-05
70,2016-12-05 10:25:00,8077.4,8079.15,8077.1,8078.5,2016-12-05
71,2016-12-05 10:26:00,8078.7,8078.9,8077.4,8077.65,2016-12-05
72,2016-12-05 10:27:00,8077.3,8078.7,8077.3,8077.7,2016-12-05
73,2016-12-05 10:28:00,8077.35,8079.7,8077.35,8079.4,2016-12-05
74,2016-12-05 10:29:00,8079.55,8082.45,8078.95,8082.35,2016-12-05
75,2016-12-05 10:30:00,8082.5,8083.45,8079.6,8080.85,2016-12-05
76,2016-12-05 10:31:00,8080.7,8081.65,8079.75,8079.9,2016-12-05
77,2016-12-05 10:32:00,8080.0,8080.85,8078.85,8080.6,2016-12-05
78,2016-12-05 10:33:00,8080.25,8081.0,8079.9,8080.75,2016-12-05
79,2016-12-05 10:34:00,8080.8,8080.85,8076.15,8076.15,2016-12-05
80,2016-12-05 10:35:00,8076.1,8077.75,8075.95,8076.1,2016-12-05
81,2016-12-05 10:36:00,8076.55,8083.4,8076.55,8083.3,2016-12-05
82,2016-12-05 10:37:00,8083.15,8083.25,8080.8,8082.55,2016-12-05
83,2016-12-05 10:38:00,8082.15,8082.9,8081.15,8081.9,2016-12-05
84,2016-12-05 10:39:00,8082.0,8082.65,8079.15,8081.0,2016-12-05
85,2016-12-05 10:40:00,8080.9,8083.45,8080.9,8083.45,2016-12-05
86,2016-12-05 10:41:00,8083.6,8084.2,8083.0,8083.9,2016-12-05
87,2016-12-05 10:42:00,8083.85,8086.05,8083.85,8085.85,2016-12-05
88,2016-12-05 10:43:00,8086.15,8086.3,8084.85,8085.45,2016-12-05
89,2016-12-05 10:44:00,8085.3,8087.35,8084.6,8085.75,2016-12-05
90,2016-12-05 10:45:00,8085.8,8086.05,8084.75,8085.1,2016-12-05
91,2016-12-05 10:46:00,8085.35,8085.35,8083.0,8084.3,2016-12-05
92,2016-12-05 10:47:00,8084.35,8085.25,8083.8,8084.55,2016-12-05
93,2016-12-05 10:48:00,8084.35,8085.05,8082.3,8083.1,2016-12-05
94,2016-12-05 10:49:00,8083.0,8085.35,8081.5,8085.1,2016-12-05
95,2016-12-05 10:50:00,8084.75,8085.15,8083.8,8084.15,2016-12-05
96,2016-12-05 10:51:00,8084.2,8084.85,8082.9,8082.9,2016-12-05
97,2016-12-05 10:52:00,8082.75,8083.1,8081.8,8082.2,2016-12-05
98,2016-12-05 10:53:00,8082.1,8082.9,8080.85,8081.45,2016-12-05
99,2016-12-05 10:54:00,8081.65,8083.4,8081.65,8083.05,2016-12-05
100,2016-12-05 10:55:00,8082.85,8082.85,8081.4,8082.0,2016-12-05
101,2016-12-05 10:56:00,8081.9,8083.3,8081.5,8083.05,2016-12-05
102,2016-12-05 10:57:00,8082.75,8084.25,8082.3,8084.1,2016-12-05
103,2016-12-05 10:58:00,8084.05,8084.95,8083.7,8084.9,2016-12-05
104,2016-12-05 10:59:00,8084.85,8085.9,8084.6,8085.4,2016-12-05
105,2016-12-05 11:00:00,8085.15,8086.75,8084.65,8086.6,2016-12-05
106,2016-12-05 11:01:00,8086.85,8087.4,8086.25,8086.95,2016-12-05
107,2016-12-05 11:02:00,8086.9,8087.8,8086.4,8087.05,2016-12-05
108,2016-12-05 11:03:00,8086.8,8087.5,8086.1,8087.5,2016-12-05
109,2016-12-05 11:04:00,8087.6,8087.6,8085.9,8085.9,2016-12-05
110,2016-12-05 11:05:00,8085.75,8086.3,8085.0,8085.0,2016-12-05
111,2016-12-05 11:06:00,8085.1,8085.5,8082.45,8082.75,2016-12-05
112,2016-12-05 11:07:00,8082.4,8083.45,8080.75,8081.6,2016-12-05
113,2016-12-05 11:08:00,8081.7,8083.0,8081.4,8082.7,2016-12-05
114,2016-12-05 11:09:00,8082.1,8082.9,8080.05,8080.15,2016-12-05
115,2016-12-05 11:10:00,8080.05,8081.15,8079.95,8080.15,2016-12-05
116,2016-12-05 11:11:00,8079.95,8080.55,8079.8,8080.2,2016-12-05
117,2016-12-05 11:12:00,8080.4,8080.5,8077.7,8077.7,2016-12-05
118,2016-12-05 11:13:00,8077.4,8078.05,8074.85,8078.0,2016-12-05
119,2016-12-05 11:14:00,8077.8,8078.6,8077.05,8077.4,2016-12-05
120,2016-12-05 11:15:00,8077.95,8079.6,8077.3,8079.45,2016-12-05
121,2016-12-05 11:16:00,8079.4,8080.6,8079.05,8080.05,2016-12-05
