datetime,open,high,low,close,only_date
2021-10-12 09:07:00,17915.8,17915.8,17915.8,17915.8,2021-10-12
2021-10-12 09:15:00,17930.3,17946.35,17906.8,17944.85,2021-10-12
2021-10-12 09:16:00,17947.6,17960.5,17941.6,17955.9,2021-10-12
2021-10-12 09:17:00,17961.25,17974.25,17956.15,17970.8,2021-10-12
2021-10-12 09:18:00,17973.15,17973.15,17956.25,17962.25,2021-10-12
2021-10-12 09:19:00,17962.8,17972.1,17961.2,17972.1,2021-10-12
2021-10-12 09:20:00,17973.05,17982.15,17968.45,17970.5,2021-10-12
2021-10-12 09:21:00,17969.85,17980.9,17969.6,17980.25,2021-10-12
2021-10-12 09:22:00,17978.55,17995.75,17977.8,17993.25,2021-10-12
2021-10-12 09:23:00,17993.65,17993.65,17983.25,17986.75,2021-10-12
2021-10-12 09:24:00,17986.3,17991.2,17983.2,17986.25,2021-10-12
2021-10-12 09:25:00,17987.2,17990.2,17978.05,17986.75,2021-10-12
2021-10-12 09:26:00,17985.6,17987.5,17978.05,17986.45,2021-10-12
2021-10-12 09:27:00,17986.8,17988.5,17979.5,17980.45,2021-10-12
2021-10-12 09:28:00,17981.65,17984.55,17977.55,17981.4,2021-10-12
2021-10-12 09:29:00,17981.3,17981.3,17955.7,17961.55,2021-10-12
2021-10-12 09:30:00,17963.0,17963.0,17941.8,17941.8,2021-10-12
2021-10-12 09:31:00,17941.7,17941.7,17922.6,17924.85,2021-10-12
2021-10-12 09:32:00,17922.7,17924.95,17914.35,17922.65,2021-10-12
2021-10-12 09:33:00,17922.85,17932.2,17921.95,17929.05,2021-10-12
2021-10-12 09:34:00,17927.85,17931.7,17919.8,17925.25,2021-10-12
2021-10-12 09:35:00,17924.7,17944.15,17922.4,17943.7,2021-10-12
2021-10-12 09:36:00,17943.45,17954.45,17942.7,17953.35,2021-10-12
2021-10-12 09:37:00,17953.95,17954.05,17943.65,17944.35,2021-10-12
2021-10-12 09:38:00,17944.85,17952.85,17944.1,17951.35,2021-10-12
2021-10-12 09:39:00,17951.0,17951.3,17938.25,17938.7,2021-10-12
2021-10-12 09:40:00,17938.45,17955.4,17938.45,17946.4,2021-10-12
2021-10-12 09:41:00,17942.95,17952.3,17942.55,17950.25,2021-10-12
2021-10-12 09:42:00,17949.7,17954.7,17944.8,17948.65,2021-10-12
2021-10-12 09:43:00,17948.5,17953.0,17948.35,17952.2,2021-10-12
2021-10-12 09:44:00,17953.95,17953.95,17945.9,17949.5,2021-10-12
2021-10-12 09:45:00,17948.0,17948.0,17929.75,17929.75,2021-10-12
2021-10-12 09:46:00,17930.65,17937.5,17928.55,17930.1,2021-10-12
2021-10-12 09:47:00,17930.4,17932.3,17926.8,17928.4,2021-10-12
2021-10-12 09:48:00,17928.95,17933.85,17928.1,17933.85,2021-10-12
2021-10-12 09:49:00,17933.95,17941.45,17929.5,17940.1,2021-10-12
2021-10-12 09:50:00,17938.75,17939.55,17934.15,17939.5,2021-10-12
2021-10-12 09:51:00,17939.6,17944.55,17938.75,17944.55,2021-10-12
2021-10-12 09:52:00,17943.35,17950.8,17940.95,17950.55,2021-10-12
2021-10-12 09:53:00,17950.05,17962.0,17949.35,17961.5,2021-10-12
2021-10-12 09:54:00,17963.85,17968.0,17959.65,17966.65,2021-10-12
2021-10-12 09:55:00,17966.05,17973.95,17963.9,17967.3,2021-10-12
2021-10-12 09:56:00,17967.55,17973.4,17966.55,17970.15,2021-10-12
2021-10-12 09:57:00,17968.05,17969.1,17963.05,17967.3,2021-10-12
2021-10-12 09:58:00,17968.05,17969.85,17964.15,17965.7,2021-10-12
2021-10-12 09:59:00,17965.4,17967.95,17960.0,17962.3,2021-10-12
2021-10-12 10:00:00,17961.9,17972.45,17959.95,17970.15,2021-10-12
2021-10-12 10:01:00,17969.2,17969.35,17963.1,17965.2,2021-10-12
2021-10-12 10:02:00,17964.95,17965.95,17959.2,17961.45,2021-10-12
2021-10-12 10:03:00,17960.45,17960.45,17955.55,17960.3,2021-10-12
2021-10-12 10:04:00,17960.2,17961.2,17956.2,17959.2,2021-10-12
2021-10-12 10:05:00,17958.95,17962.8,17958.45,17960.35,2021-10-12
2021-10-12 10:06:00,17960.85,17962.75,17958.8,17960.5,2021-10-12
2021-10-12 10:07:00,17961.0,17963.45,17956.55,17957.85,2021-10-12
2021-10-12 10:08:00,17957.5,17963.3,17956.75,17958.1,2021-10-12
2021-10-12 10:09:00,17958.45,17958.7,17945.45,17945.65,2021-10-12
2021-10-12 10:10:00,17945.05,17945.85,17940.9,17945.15,2021-10-12
2021-10-12 10:11:00,17946.1,17953.15,17946.05,17949.25,2021-10-12
2021-10-12 10:12:00,17949.65,17959.55,17947.65,17959.55,2021-10-12
2021-10-12 10:13:00,17959.25,17960.05,17955.35,17956.7,2021-10-12
2021-10-12 10:14:00,17955.6,17962.05,17955.6,17961.7,2021-10-12
2021-10-12 10:15:00,17961.75,17968.3,17961.75,17964.6,2021-10-12
2021-10-12 10:16:00,17964.15,17966.05,17960.9,17962.6,2021-10-12
2021-10-12 10:17:00,17962.1,17964.05,17959.05,17959.45,2021-10-12
2021-10-12 10:18:00,17958.8,17961.4,17956.8,17961.3,2021-10-12
2021-10-12 10:19:00,17961.05,17962.8,17956.2,17956.5,2021-10-12
2021-10-12 10:20:00,17956.6,17956.6,17950.45,17953.05,2021-10-12
2021-10-12 10:21:00,17952.45,17953.15,17946.6,17949.4,2021-10-12
2021-10-12 10:22:00,17950.1,17950.4,17946.35,17949.25,2021-10-12
2021-10-12 10:23:00,17949.15,17953.9,17947.55,17949.25,2021-10-12
2021-10-12 10:24:00,17948.25,17948.6,17937.1,17937.1,2021-10-12
2021-10-12 10:25:00,17938.05,17938.6,17924.15,17924.25,2021-10-12
2021-10-12 10:26:00,17923.45,17928.55,17922.05,17924.0,2021-10-12
2021-10-12 10:27:00,17923.85,17929.7,17921.55,17925.35,2021-10-12
2021-10-12 10:28:00,17926.1,17929.2,17920.7,17920.75,2021-10-12
2021-10-12 10:29:00,17921.05,17926.8,17920.1,17924.1,2021-10-12
2021-10-12 10:30:00,17923.7,17923.7,17911.05,17911.05,2021-10-12
2021-10-12 10:31:00,17911.0,17911.0,17896.0,17899.7,2021-10-12
2021-10-12 10:32:00,17898.45,17905.45,17894.1,17904.35,2021-10-12
2021-10-12 10:33:00,17904.0,17912.35,17904.0,17909.55,2021-10-12
2021-10-12 10:34:00,17910.15,17910.35,17900.1,17900.4,2021-10-12
2021-10-12 10:35:00,17901.4,17903.8,17898.9,17901.0,2021-10-12
2021-10-12 10:36:00,17900.5,17901.7,17895.1,17895.1,2021-10-12
2021-10-12 10:37:00,17895.2,17895.8,17888.75,17892.35,2021-10-12
2021-10-12 10:38:00,17893.5,17902.75,17892.85,17900.5,2021-10-12
2021-10-12 10:39:00,17901.5,17905.3,17897.45,17898.15,2021-10-12
2021-10-12 10:40:00,17900.05,17908.55,17897.15,17908.2,2021-10-12
2021-10-12 10:41:00,17908.9,17920.6,17907.9,17913.85,2021-10-12
2021-10-12 10:42:00,17913.9,17918.9,17912.2,17917.85,2021-10-12
2021-10-12 10:43:00,17917.6,17923.85,17916.55,17923.55,2021-10-12
2021-10-12 10:44:00,17924.45,17924.45,17918.9,17923.55,2021-10-12
2021-10-12 10:45:00,17923.45,17923.75,17912.45,17914.25,2021-10-12
2021-10-12 10:46:00,17913.3,17915.7,17905.45,17905.8,2021-10-12
2021-10-12 10:47:00,17905.5,17907.55,17902.7,17903.8,2021-10-12
2021-10-12 10:48:00,17904.7,17904.95,17899.95,17901.5,2021-10-12
2021-10-12 10:49:00,17901.35,17901.85,17898.25,17899.35,2021-10-12
2021-10-12 10:50:00,17901.1,17904.65,17899.7,17901.1,2021-10-12
