close,exchange_code,high,low,open,stock_code,volume
330.4,NSE,331.9,330.2,331.85,BALCHI,9039
330.9,NSE,330.9,330.1,330.4,BALCHI,3006
330.55,NSE,331.0,330.5,330.95,BALCHI,1562
330.75,NSE,330.85,330.45,330.8,BALCHI,1636
330.5,NSE,330.95,330.5,330.75,BALCHI,2510
330.05,NSE,330.75,330.0,330.5,BALCHI,3678
329.9,NSE,330.45,329.6,330.0,BALCHI,3352
329.25,NSE,329.8,329.2,329.6,BALCHI,1319
328.8,NSE,329.55,328.8,329.55,BALCHI,6135
328.85,NSE,329.2,328.85,329.15,BALCHI,1685
328.3,NSE,329.2,328.3,329.2,BALCHI,8815
328.8,NSE,328.8,328.2,328.3,BALCHI,3601
329.0,NSE,329.0,328.75,328.8,BALCHI,1131
327.2,NSE,329.0,327.2,329.0,BALCHI,7302
326.55,NSE,327.45,326.55,327.45,BALCHI,3501
327.3,NSE,327.3,326.55,326.55,BALCHI,6254
325.55,NSE,327.4,325.55,327.4,BALCHI,6557
325.5,NSE,325.55,324.45,325.55,BALCHI,22739
325.7,NSE,326.0,325.2,325.2,BALCHI,2095
326.0,NSE,326.25,325.75,325.75,BALCHI,4038
325.35,NSE,326.0,325.05,325.7,BALCHI,25146
325.25,NSE,326.0,325.25,325.4,BALCHI,3477
325.85,NSE,325.85,325.0,325.2,BALCHI,4689
325.35,NSE,325.9,325.25,325.5,BALCHI,1034
325.0,NSE,325.9,325.0,325.65,BALCHI,4644
325.1,NSE,325.3,325.0,325.0,BALCHI,2078
325.05,NSE,325.25,325.0,325.05,BALCHI,6239
325.05,NSE,325.1,325.0,325.1,BALCHI,5042
325.05,NSE,325.5,325.0,325.5,BALCHI,3226
325.55,NSE,325.55,325.0,325.0,BALCHI,2351
325.25,NSE,325.8,325.05,325.45,BALCHI,1760
325.0,NSE,325.2,324.35,325.2,BALCHI,6846
326.15,NSE,326.15,325.0,325.0,BALCHI,3358
327.0,NSE,327.0,325.6,326.15,BALCHI,3060
326.45,NSE,327.6,326.45,327.0,BALCHI,2641
327.4,NSE,327.55,326.45,326.45,BALCHI,1389
327.2,NSE,327.5,327.05,327.15,BALCHI,1350
325.85,NSE,327.45,325.85,327.45,BALCHI,1921
326.0,NSE,326.05,325.65,325.65,BALCHI,813
325.75,NSE,325.95,325.5,325.85,BALCHI,537
325.15,NSE,325.95,325.15,325.95,BALCHI,3623
325.65,NSE,325.7,325.0,325.1,BALCHI,3256
325.55,NSE,325.95,325.25,325.65,BALCHI,585
326.5,NSE,326.55,325.8,325.8,BALCHI,648
326.15,NSE,327.0,326.15,326.95,BALCHI,2831
325.75,NSE,326.3,325.4,326.05,BALCHI,810
325.7,NSE,325.75,325.5,325.75,BALCHI,764
325.5,NSE,325.7,325.5,325.7,BALCHI,604
325.5,NSE,325.5,325.3,325.5,BALCHI,482
325.3,NSE,325.5,325.0,325.5,BALCHI,1148
325.3,NSE,325.3,325.0,325.3,BALCHI,2311
325.05,NSE,325.3,325.0,325.0,BALCHI,1144
323.25,NSE,325.05,323.0,325.05,BALCHI,8057
323.75,NSE,323.8,323.1,323.4,BALCHI,1314
324.5,NSE,324.5,323.45,323.45,BALCHI,2519
323.0,NSE,324.25,323.0,324.2,BALCHI,5949
323.0,NSE,323.75,323.0,323.4,BALCHI,1846
321.35,NSE,323.0,321.1,323.0,BALCHI,6205
320.1,NSE,321.65,320.1,321.35,BALCHI,7139
320.6,NSE,320.7,319.6,320.0,BALCHI,14390
322.0,NSE,322.05,320.05,320.3,BALCHI,3645
321.3,NSE,322.05,321.3,322.05,BALCHI,1672
320.45,NSE,321.35,320.0,321.35,BALCHI,8017
320.9,NSE,321.0,320.3,320.4,BALCHI,3021
320.5,NSE,320.85,320.3,320.45,BALCHI,2100
320.5,NSE,320.5,320.0,320.5,BALCHI,6411
320.05,NSE,320.5,320.0,320.25,BALCHI,2726
320.0,NSE,320.4,320.0,320.4,BALCHI,2836
320.0,NSE,320.35,320.0,320.0,BALCHI,1828
320.2,NSE,320.5,320.0,320.0,BALCHI,4865
320.55,NSE,321.0,320.3,320.3,BALCHI,2659
320.8,NSE,320.95,320.65,320.65,BALCHI,1537
320.9,NSE,321.4,320.8,320.8,BALCHI,1780
320.3,NSE,321.45,320.3,321.25,BALCHI,1464
320.3,NSE,320.35,320.0,320.3,BALCHI,2568
320.75,NSE,320.75,320.0,320.0,BALCHI,1842
321.35,NSE,321.4,320.6,320.75,BALCHI,951
321.35,NSE,321.6,321.25,321.3,BALCHI,1007
320.85,NSE,321.5,320.5,321.4,BALCHI,1876
320.0,NSE,320.7,320.0,320.65,BALCHI,4270
320.1,NSE,320.5,320.0,320.2,BALCHI,5853
320.3,NSE,320.55,320.0,320.1,BALCHI,2265
320.0,NSE,320.25,320.0,320.05,BALCHI,6072
320.15,NSE,320.25,320.0,320.0,BALCHI,6037
319.9,NSE,320.15,319.35,320.15,BALCHI,10878
320.0,NSE,320.1,319.3,320.1,BALCHI,6723
320.0,NSE,320.0,320.0,320.0,BALCHI,4857
320.0,NSE,320.2,320.0,320.05,BALCHI,5420
319.0,NSE,320.15,319.0,320.0,BALCHI,4187
318.0,NSE,319.6,317.8,319.25,BALCHI,7310
318.0,NSE,318.05,317.1,317.6,BALCHI,2572
318.85,NSE,318.85,317.95,318.0,BALCHI,3029
318.95,NSE,320.1,317.85,318.9,BALCHI,4279
318.9,NSE,319.65,318.05,319.65,BALCHI,2622
317.9,NSE,318.9,317.55,318.9,BALCHI,1496
318.05,NSE,318.4,317.55,317.8,BALCHI,3266
317.2,NSE,318.4,316.7,318.4,BALCHI,9506
317.6,NSE,318.2,317.15,317.8,BALCHI,2440
318.9,NSE,318.9,317.65,317.85,BALCHI,3675
318.7,NSE,318.7,318.0,318.55,BALCHI,3454
317.25,NSE,318.85,317.25,318.65,BALCHI,355583
317.35,NSE,318.0,317.25,317.8,BALCHI,2384
318.0,NSE,318.0,317.55,317.65,BALCHI,4019
318.9,NSE,318.9,317.75,318.0,BALCHI,5170
318.85,NSE,319.2,318.5,318.9,BALCHI,2676
319.5,NSE,319.75,318.1,318.5,BALCHI,10759
318.8,NSE,319.5,318.4,319.45,BALCHI,2792
317.75,NSE,319.55,317.75,319.2,BALCHI,6296
317.85,NSE,318.1,317.65,317.95,BALCHI,6563
318.0,NSE,318.0,317.5,317.5,BALCHI,18147
318.0,NSE,318.9,317.5,318.0,BALCHI,28541
318.0,NSE,318.1,317.95,318.0,BALCHI,7247
318.0,NSE,318.05,317.65,318.0,BALCHI,6182
318.0,NSE,318.0,317.8,318.0,BALCHI,3315
318.0,NSE,318.05,317.75,317.85,BALCHI,5751
317.95,NSE,318.0,317.65,318.0,BALCHI,3809
318.0,NSE,318.1,317.6,317.95,BALCHI,8306
318.0,NSE,318.0,317.9,318.0,BALCHI,2289
318.0,NSE,318.05,317.65,317.9,BALCHI,9422
318.0,NSE,318.05,317.9,318.0,BALCHI,16661
317.95,NSE,318.15,317.75,318.0,BALCHI,3269
318.0,NSE,318.1,317.9,317.9,BALCHI,1638
317.75,NSE,318.0,317.7,318.0,BALCHI,2010
317.95,NSE,318.0,317.65,317.85,BALCHI,2408
317.95,NSE,318.0,317.8,318.0,BALCHI,4235
317.8,NSE,318.0,317.8,317.85,BALCHI,4173
317.9,NSE,318.0,317.75,317.95,BALCHI,7330
317.95,NSE,318.0,317.8,317.8,BALCHI,776
317.95,NSE,318.0,317.95,317.95,BALCHI,2828
317.9,NSE,317.95,317.9,317.95,BALCHI,5477
317.9,NSE,317.9,317.5,317.6,BALCHI,1046
318.0,NSE,318.0,317.85,317.9,BALCHI,913
318.0,NSE,318.0,318.0,318.0,BALCHI,3834
317.95,NSE,318.0,317.75,318.0,BALCHI,1970
317.85,NSE,317.95,317.65,317.95,BALCHI,1681
318.0,NSE,318.0,317.5,317.75,BALCHI,2645
317.95,NSE,318.0,317.85,318.0,BALCHI,3600
318.0,NSE,318.0,317.9,317.95,BALCHI,1487
317.55,NSE,318.0,317.5,317.9,BALCHI,2342
318.0,NSE,318.0,317.75,317.75,BALCHI,2354
317.9,NSE,318.15,317.8,318.0,BALCHI,2887
318.0,NSE,318.0,317.5,317.5,BALCHI,3485
317.95,NSE,318.0,317.65,318.0,BALCHI,3504
318.0,NSE,318.05,317.9,317.95,BALCHI,17805
318.0,NSE,318.0,317.9,318.0,BALCHI,5127
317.95,NSE,318.0,317.7,317.75,BALCHI,3308
317.8,NSE,318.0,317.8,317.95,BALCHI,585
318.0,NSE,318.0,317.8,317.9,BALCHI,391
318.0,NSE,318.0,317.8,317.8,BALCHI,360
318.0,NSE,318.0,317.9,318.0,BALCHI,1637
318.0,NSE,318.0,318.0,318.0,BALCHI,1215
318.0,NSE,318.0,317.95,318.0,BALCHI,18367
317.95,NSE,318.0,317.8,318.0,BALCHI,4780
317.9,NSE,317.95,317.9,317.95,BALCHI,727
318.0,NSE,318.0,317.85,317.9,BALCHI,5178
317.85,NSE,317.95,317.75,317.75,BALCHI,2353
317.8,NSE,318.0,317.75,317.85,BALCHI,2376
317.8,NSE,317.85,317.7,317.8,BALCHI,311
317.75,NSE,318.0,317.75,317.85,BALCHI,1583
318.0,NSE,318.0,317.75,317.85,BALCHI,2424
318.0,NSE,318.0,317.75,317.95,BALCHI,968
318.0,NSE,318.0,317.9,317.9,BALCHI,942
317.9,NSE,318.0,317.9,318.0,BALCHI,1478
318.0,NSE,318.0,317.9,318.0,BALCHI,241
317.95,NSE,318.0,317.75,318.0,BALCHI,2484
317.95,NSE,318.05,317.75,317.95,BALCHI,674
318.0,NSE,318.0,317.95,317.95,BALCHI,476
317.7,NSE,318.0,317.65,318.0,BALCHI,2343
317.95,NSE,318.0,317.7,317.7,BALCHI,1044
318.0,NSE,318.0,317.95,317.95,BALCHI,4593
318.0,NSE,318.0,317.95,318.0,BALCHI,2065
317.95,NSE,318.0,317.95,318.0,BALCHI,1722
318.0,NSE,318.0,318.0,318.0,BALCHI,5288
317.95,NSE,317.95,317.9,317.95,BALCHI,1010
318.0,NSE,318.0,317.8,317.85,BALCHI,986
317.95,NSE,318.0,317.85,318.0,BALCHI,629
317.95,NSE,318.0,317.9,317.9,BALCHI,6378
318.0,NSE,318.0,317.95,318.0,BALCHI,1162
318.0,NSE,318.0,317.95,318.0,BALCHI,1422
317.95,NSE,318.0,317.9,318.0,BALCHI,599
317.95,NSE,317.95,317.9,317.95,BALCHI,764
318.0,NSE,318.05,317.9,318.0,BALCHI,3397
318.0,NSE,318.0,317.95,318.0,BALCHI,3480
318.0,NSE,318.0,318.0,318.0,BALCHI,492
317.9,NSE,318.0,317.8,318.0,BALCHI,3881
318.0,NSE,318.0,317.85,317.9,BALCHI,1750
317.95,NSE,317.95,317.85,317.95,BALCHI,608
318.0,NSE,318.0,317.9,317.9,BALCHI,2280
318.0,NSE,318.0,318.0,318.0,BALCHI,472
318.0,NSE,318.0,317.95,318.0,BALCHI,1777
318.0,NSE,318.0,318.0,318.0,BALCHI,2054
318.0,NSE,318.0,318.0,318.0,BALCHI,2309
318.0,NSE,318.0,318.0,318.0,BALCHI,499
318.0,NSE,318.0,317.95,317.95,BALCHI,2689
319.7,NSE,319.7,317.7,318.0,BALCHI,33590
319.25,NSE,319.7,318.9,319.7,BALCHI,10952
319.5,NSE,319.5,319.1,319.3,BALCHI,1472
319.6,NSE,319.65,319.5,319.5,BALCHI,2149
319.65,NSE,319.65,319.55,319.65,BALCHI,1895
320.2,NSE,320.2,319.65,319.65,BALCHI,3438
320.25,NSE,320.25,320.0,320.0,BALCHI,4708
320.4,NSE,320.45,320.2,320.2,BALCHI,1201
320.5,NSE,320.55,320.3,320.45,BALCHI,4131
320.75,NSE,320.9,320.45,320.45,BALCHI,2469
320.55,NSE,320.75,320.55,320.7,BALCHI,1768
320.95,NSE,320.95,320.55,320.65,BALCHI,2366
320.75,NSE,320.9,320.6,320.85,BALCHI,5397
320.5,NSE,320.7,320.25,320.65,BALCHI,3813
