,Unnamed: 0,close,datetime,exchange_code,high,low,open,stock_code,volume
0,0,657.5,2024-03-06 09:07:00,NSE,657.5,657.5,657.5,AARIND,0
1,1,661.45,2024-03-06 09:15:00,NSE,662.0,657.5,657.5,AARIND,8821
2,2,660.0,2024-03-06 09:16:00,NSE,661.45,659.85,661.45,AARIND,4806
3,3,658.15,2024-03-06 09:17:00,NSE,660.2,658.05,660.15,AARIND,5193
4,4,658.6,2024-03-06 09:18:00,NSE,659.65,658.0,658.0,AARIND,4440
5,5,657.15,2024-03-06 09:19:00,NSE,658.6,657.15,658.6,AARIND,7137
6,6,656.7,2024-03-06 09:20:00,NSE,657.85,656.7,657.15,AARIND,6912
7,7,656.45,2024-03-06 09:21:00,NSE,656.6,656.05,656.05,AARIND,1738
8,8,656.7,2024-03-06 09:22:00,NSE,656.7,655.15,656.05,AARIND,14331
9,9,656.95,2024-03-06 09:23:00,NSE,656.95,656.25,656.7,AARIND,4100
10,10,658.05,2024-03-06 09:24:00,NSE,658.35,657.0,657.05,AARIND,2815
11,11,657.55,2024-03-06 09:25:00,NSE,658.65,657.55,658.45,AARIND,5132
12,12,658.0,2024-03-06 09:26:00,NSE,658.0,657.35,657.45,AARIND,1130
13,13,657.35,2024-03-06 09:27:00,NSE,658.15,657.35,657.7,AARIND,2387
14,14,657.75,2024-03-06 09:28:00,NSE,658.0,657.65,657.8,AARIND,1511
15,15,658.95,2024-03-06 09:29:00,NSE,658.95,657.55,657.75,AARIND,3120
16,16,659.75,2024-03-06 09:30:00,NSE,659.75,659.1,659.35,AARIND,2401
17,17,659.0,2024-03-06 09:31:00,NSE,659.95,658.0,659.95,AARIND,7713
18,18,657.65,2024-03-06 09:32:00,NSE,658.75,657.1,658.75,AARIND,6663
19,19,655.9,2024-03-06 09:33:00,NSE,657.7,655.9,657.65,AARIND,3035
20,20,655.9,2024-03-06 09:34:00,NSE,657.0,655.05,655.8,AARIND,9022
21,21,655.05,2024-03-06 09:35:00,NSE,655.7,654.8,655.5,AARIND,5271
22,22,653.8,2024-03-06 09:36:00,NSE,655.5,653.2,655.05,AARIND,6422
