close,datetime,exchange_code,high,low,open,stock_code,volume
563.25,2024-06-10 09:07:00,NSE,563.25,563.25,563.25,HDFSTA,0
565.3,2024-06-10 09:15:00,NSE,565.8,563.25,563.25,HDFSTA,49785
565.15,2024-06-10 09:16:00,NSE,565.3,563.65,564.75,HDFSTA,23083
564.8,2024-06-10 09:17:00,NSE,565.45,564.5,564.5,HDFSTA,22163
565.1,2024-06-10 09:18:00,NSE,565.7,565.1,565.1,HDFSTA,23010
565.5,2024-06-10 09:19:00,NSE,565.85,565.2,565.2,HDFSTA,10896
564.9,2024-06-10 09:20:00,NSE,565.5,564.6,565.25,HDFSTA,15933
564.7,2024-06-10 09:21:00,NSE,564.95,564.3,564.9,HDFSTA,12399
564.85,2024-06-10 09:22:00,NSE,565.3,564.75,565.2,HDFSTA,15459
564.75,2024-06-10 09:23:00,NSE,564.8,564.35,564.8,HDFSTA,5895
565.1,2024-06-10 09:24:00,NSE,565.6,564.55,565.0,HDFSTA,13203
565.0,2024-06-10 09:25:00,NSE,565.15,564.85,565.0,HDFSTA,26367
565.35,2024-06-10 09:26:00,NSE,565.35,564.7,565.1,HDFSTA,9232
565.5,2024-06-10 09:27:00,NSE,565.8,565.1,565.5,HDFSTA,6542
566.0,2024-06-10 09:28:00,NSE,566.0,565.45,565.45,HDFSTA,8473
565.4,2024-06-10 09:29:00,NSE,566.0,565.4,566.0,HDFSTA,13687
565.35,2024-06-10 09:30:00,NSE,565.5,564.85,565.5,HDFSTA,16836
564.65,2024-06-10 09:31:00,NSE,565.35,564.65,565.0,HDFSTA,4666
565.0,2024-06-10 09:32:00,NSE,565.15,564.6,564.65,HDFSTA,8483
564.6,2024-06-10 09:33:00,NSE,565.05,564.55,564.8,HDFSTA,6396
563.7,2024-06-10 09:34:00,NSE,564.6,563.7,564.6,HDFSTA,13890
564.0,2024-06-10 09:35:00,NSE,564.0,563.5,563.6,HDFSTA,12015
562.25,2024-06-10 09:36:00,NSE,563.5,562.25,563.5,HDFSTA,21498
561.95,2024-06-10 09:37:00,NSE,562.2,561.35,562.0,HDFSTA,13858
562.7,2024-06-10 09:38:00,NSE,563.0,562.15,562.15,HDFSTA,7677
562.9,2024-06-10 09:39:00,NSE,563.0,562.6,562.6,HDFSTA,4124
