,close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
0,69.1,2023-07-03 09:15:00,NFO,20-JUL-2023,69.1,67.4,68.45,68450,Options,Call,NIFTY,19500.0,600
1,82.0,2023-07-03 09:16:00,NFO,20-JUL-2023,83.0,77.0,77.0,68450,Options,Call,NIFTY,19500.0,3450
2,83.35,2023-07-03 09:17:00,NFO,20-JUL-2023,83.35,80.65,81.3,69250,Options,Call,NIFTY,19500.0,2850
3,80.8,2023-07-03 09:18:00,NFO,20-JUL-2023,83.1,80.7,82.5,69250,Options,Call,NIFTY,19500.0,3150
4,81.5,2023-07-03 09:19:00,NFO,20-JUL-2023,82.85,80.8,80.8,69250,Options,Call,NIFTY,19500.0,1550
5,82.8,2023-07-03 09:20:00,NFO,20-JUL-2023,84.05,82.0,83.5,71650,Options,Call,NIFTY,19500.0,1050
6,86.6,2023-07-03 09:21:00,NFO,20-JUL-2023,86.6,83.05,83.95,71650,Options,Call,NIFTY,19500.0,4650
7,89.15,2023-07-03 09:22:00,NFO,20-JUL-2023,89.2,84.95,87.0,71650,Options,Call,NIFTY,19500.0,7250
8,87.65,2023-07-03 09:23:00,NFO,20-JUL-2023,89.55,87.65,88.2,69350,Options,Call,NIFTY,19500.0,2050
9,88.0,2023-07-03 09:24:00,NFO,20-JUL-2023,88.45,88.0,88.0,69350,Options,Call,NIFTY,19500.0,950
10,86.6,2023-07-03 09:25:00,NFO,20-JUL-2023,88.0,85.8,88.0,69350,Options,Call,NIFTY,19500.0,2000
11,87.75,2023-07-03 09:26:00,NFO,20-JUL-2023,88.2,86.95,87.2,69300,Options,Call,NIFTY,19500.0,1050
12,87.55,2023-07-03 09:27:00,NFO,20-JUL-2023,88.15,86.9,88.15,69300,Options,Call,NIFTY,19500.0,1450
13,87.3,2023-07-03 09:28:00,NFO,20-JUL-2023,87.35,86.3,86.3,69300,Options,Call,NIFTY,19500.0,750
14,87.0,2023-07-03 09:29:00,NFO,20-JUL-2023,87.0,86.1,86.1,69500,Options,Call,NIFTY,19500.0,1000
15,87.5,2023-07-03 09:30:00,NFO,20-JUL-2023,88.5,86.85,87.0,69500,Options,Call,NIFTY,19500.0,850
