datetime,close,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
2023-04-11 09:15:00,998.0,NFO,27-APR-2023,998.0,998.0,998.0,0,Options,Call,NIFTY,16150.0,0.0
2023-04-11 09:16:00,998.0,NFO,27-APR-2023,998.0,998.0,998.0,0,Options,Call,NIFTY,16150.0,0.0
2023-04-11 09:17:00,998.0,NFO,27-APR-2023,998.0,998.0,998.0,0,Options,Call,NIFTY,16150.0,0.0
2023-04-11 09:18:00,998.0,NFO,27-APR-2023,998.0,998.0,998.0,0,Options,Call,NIFTY,16150.0,0.0
2023-04-11 09:19:00,998.0,NFO,27-APR-2023,998.0,998.0,998.0,0,Options,Call,NIFTY,16150.0,0.0
2023-04-11 09:20:00,998.0,NFO,27-APR-2023,998.0,998.0,998.0,0,Options,Call,NIFTY,16150.0,0.0
2023-04-11 09:21:00,998.0,NFO,27-APR-2023,998.0,998.0,998.0,0,Options,Call,NIFTY,16150.0,0.0
2023-04-11 09:22:00,998.0,NFO,27-APR-2023,998.0,998.0,998.0,0,Options,Call,NIFTY,16150.0,0.0
2023-04-11 09:23:00,998.0,NFO,27-APR-2023,998.0,998.0,998.0,0,Options,Call,NIFTY,16150.0,0.0
2023-04-11 09:24:00,998.0,NFO,27-APR-2023,998.0,998.0,998.0,0,Options,Call,NIFTY,16150.0,0.0
2023-04-11 09:25:00,998.0,NFO,27-APR-2023,998.0,998.0,998.0,0,Options,Call,NIFTY,16150.0,0.0
2023-04-11 09:26:00,998.0,NFO,27-APR-2023,998.0,998.0,998.0,0,Options,Call,NIFTY,16150.0,0.0
2023-04-11 09:27:00,998.0,NFO,27-APR-2023,998.0,998.0,998.0,0,Options,Call,NIFTY,16150.0,0.0
2023-04-11 09:28:00,998.0,NFO,27-APR-2023,998.0,998.0,998.0,0,Options,Call,NIFTY,16150.0,0.0
2023-04-11 09:29:00,998.0,NFO,27-APR-2023,998.0,998.0,998.0,0,Options,Call,NIFTY,16150.0,0.0
2023-04-11 09:30:00,998.0,NFO,27-APR-2023,998.0,998.0,998.0,0,Options,Call,NIFTY,16150.0,0.0
2023-04-11 09:31:00,998.0,NFO,27-APR-2023,998.0,998.0,998.0,0,Options,Call,NIFTY,16150.0,0.0
2023-04-11 09:32:00,998.0,NFO,27-APR-2023,998.0,998.0,998.0,0,Options,Call,NIFTY,16150.0,0.0
2023-04-11 09:33:00,998.0,NFO,27-APR-2023,998.0,998.0,998.0,0,Options,Call,NIFTY,16150.0,0.0
2023-04-11 09:34:00,998.0,NFO,27-APR-2023,998.0,998.0,998.0,0,Options,Call,NIFTY,16150.0,0.0
