,close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
0,6.3,2023-10-13 09:15:00,NFO,26-OCT-2023,6.3,6.3,6.3,0,Options,Put,NIFTY,18650.0,0
1,6.3,2023-10-13 09:16:00,NFO,26-OCT-2023,6.3,6.3,6.3,0,Options,Put,NIFTY,18650.0,0
2,7.0,2023-10-13 09:17:00,NFO,26-OCT-2023,7.0,6.3,6.3,48000,Options,Put,NIFTY,18650.0,200
3,6.65,2023-10-13 09:18:00,NFO,26-OCT-2023,7.0,6.65,7.0,48000,Options,Put,NIFTY,18650.0,0
4,6.6,2023-10-13 09:19:00,NFO,26-OCT-2023,6.65,6.6,6.65,48000,Options,Put,NIFTY,18650.0,150
5,6.8,2023-10-13 09:20:00,NFO,26-OCT-2023,6.8,6.8,6.8,48000,Options,Put,NIFTY,18650.0,50
6,6.8,2023-10-13 09:21:00,NFO,26-OCT-2023,6.8,6.8,6.8,48000,Options,Put,NIFTY,18650.0,0
7,6.8,2023-10-13 09:22:00,NFO,26-OCT-2023,6.8,6.8,6.8,48000,Options,Put,NIFTY,18650.0,0
8,6.5,2023-10-13 09:23:00,NFO,26-OCT-2023,6.8,6.5,6.8,48250,Options,Put,NIFTY,18650.0,100
9,6.55,2023-10-13 09:24:00,NFO,26-OCT-2023,6.55,6.5,6.55,48250,Options,Put,NIFTY,18650.0,800
10,6.55,2023-10-13 09:25:00,NFO,26-OCT-2023,6.6,6.55,6.55,48250,Options,Put,NIFTY,18650.0,150
11,6.55,2023-10-13 09:26:00,NFO,26-OCT-2023,6.55,6.55,6.55,48250,Options,Put,NIFTY,18650.0,0
12,6.55,2023-10-13 09:27:00,NFO,26-OCT-2023,6.55,6.55,6.55,48250,Options,Put,NIFTY,18650.0,0
13,6.55,2023-10-13 09:28:00,NFO,26-OCT-2023,6.55,6.55,6.55,48250,Options,Put,NIFTY,18650.0,0
14,6.4,2023-10-13 09:29:00,NFO,26-OCT-2023,6.4,6.35,6.35,48700,Options,Put,NIFTY,18650.0,200
15,6.35,2023-10-13 09:30:00,NFO,26-OCT-2023,6.4,6.35,6.35,48700,Options,Put,NIFTY,18650.0,1050
16,6.35,2023-10-13 09:31:00,NFO,26-OCT-2023,6.35,6.35,6.35,48700,Options,Put,NIFTY,18650.0,0
17,6.4,2023-10-13 09:32:00,NFO,26-OCT-2023,6.45,6.35,6.35,47550,Options,Put,NIFTY,18650.0,350
18,6.4,2023-10-13 09:33:00,NFO,26-OCT-2023,6.4,6.4,6.4,47550,Options,Put,NIFTY,18650.0,0
19,6.2,2023-10-13 09:34:00,NFO,26-OCT-2023,6.2,6.2,6.2,47550,Options,Put,NIFTY,18650.0,100
20,6.1,2023-10-13 09:35:00,NFO,26-OCT-2023,6.2,6.1,6.2,47850,Options,Put,NIFTY,18650.0,300
21,6.1,2023-10-13 09:36:00,NFO,26-OCT-2023,6.1,6.1,6.1,47850,Options,Put,NIFTY,18650.0,0
22,6.15,2023-10-13 09:37:00,NFO,26-OCT-2023,6.15,6.15,6.15,47850,Options,Put,NIFTY,18650.0,50
23,6.05,2023-10-13 09:38:00,NFO,26-OCT-2023,6.15,6.05,6.15,48150,Options,Put,NIFTY,18650.0,1200
24,5.95,2023-10-13 09:39:00,NFO,26-OCT-2023,5.95,5.95,5.95,48150,Options,Put,NIFTY,18650.0,550
25,5.9,2023-10-13 09:40:00,NFO,26-OCT-2023,5.9,5.85,5.9,48150,Options,Put,NIFTY,18650.0,1100
26,5.9,2023-10-13 09:41:00,NFO,26-OCT-2023,5.9,5.9,5.9,49250,Options,Put,NIFTY,18650.0,300
27,5.9,2023-10-13 09:42:00,NFO,26-OCT-2023,5.9,5.9,5.9,49250,Options,Put,NIFTY,18650.0,150
28,5.9,2023-10-13 09:43:00,NFO,26-OCT-2023,5.9,5.9,5.9,49250,Options,Put,NIFTY,18650.0,0
29,6.05,2023-10-13 09:44:00,NFO,26-OCT-2023,6.05,5.9,5.9,49300,Options,Put,NIFTY,18650.0,2000
30,6.1,2023-10-13 09:45:00,NFO,26-OCT-2023,6.1,6.1,6.1,49300,Options,Put,NIFTY,18650.0,50
31,6.1,2023-10-13 09:46:00,NFO,26-OCT-2023,6.1,6.1,6.1,49300,Options,Put,NIFTY,18650.0,0
32,6.1,2023-10-13 09:47:00,NFO,26-OCT-2023,6.1,6.1,6.1,49300,Options,Put,NIFTY,18650.0,0
33,6.1,2023-10-13 09:48:00,NFO,26-OCT-2023,6.1,6.1,6.1,49300,Options,Put,NIFTY,18650.0,0
34,6.1,2023-10-13 09:49:00,NFO,26-OCT-2023,6.1,6.1,6.1,48700,Options,Put,NIFTY,18650.0,50
35,6.0,2023-10-13 09:50:00,NFO,26-OCT-2023,6.1,6.0,6.1,47600,Options,Put,NIFTY,18650.0,250
36,6.0,2023-10-13 09:51:00,NFO,26-OCT-2023,6.0,6.0,6.0,47600,Options,Put,NIFTY,18650.0,50
37,5.9,2023-10-13 09:52:00,NFO,26-OCT-2023,6.0,5.9,6.0,47600,Options,Put,NIFTY,18650.0,50
38,5.9,2023-10-13 09:53:00,NFO,26-OCT-2023,5.9,5.9,5.9,47600,Options,Put,NIFTY,18650.0,300
39,5.8,2023-10-13 09:54:00,NFO,26-OCT-2023,5.9,5.8,5.9,48050,Options,Put,NIFTY,18650.0,100
40,5.7,2023-10-13 09:55:00,NFO,26-OCT-2023,5.8,5.7,5.8,48050,Options,Put,NIFTY,18650.0,0
41,5.65,2023-10-13 09:56:00,NFO,26-OCT-2023,5.7,5.6,5.7,48350,Options,Put,NIFTY,18650.0,300
42,5.6,2023-10-13 09:57:00,NFO,26-OCT-2023,5.65,5.6,5.65,48350,Options,Put,NIFTY,18650.0,400
43,5.6,2023-10-13 09:58:00,NFO,26-OCT-2023,5.6,5.6,5.6,48350,Options,Put,NIFTY,18650.0,200
44,5.6,2023-10-13 09:59:00,NFO,26-OCT-2023,5.6,5.6,5.6,48350,Options,Put,NIFTY,18650.0,0
45,5.6,2023-10-13 10:00:00,NFO,26-OCT-2023,5.6,5.6,5.6,48350,Options,Put,NIFTY,18650.0,100
46,5.5,2023-10-13 10:01:00,NFO,26-OCT-2023,5.6,5.5,5.6,48850,Options,Put,NIFTY,18650.0,100
47,5.55,2023-10-13 10:02:00,NFO,26-OCT-2023,5.6,5.5,5.5,48650,Options,Put,NIFTY,18650.0,650
48,5.45,2023-10-13 10:03:00,NFO,26-OCT-2023,5.5,5.45,5.5,48650,Options,Put,NIFTY,18650.0,1000
49,5.5,2023-10-13 10:04:00,NFO,26-OCT-2023,5.5,5.45,5.45,48650,Options,Put,NIFTY,18650.0,50
50,5.4,2023-10-13 10:05:00,NFO,26-OCT-2023,5.5,5.4,5.5,49300,Options,Put,NIFTY,18650.0,600
51,5.4,2023-10-13 10:06:00,NFO,26-OCT-2023,5.4,5.35,5.4,49300,Options,Put,NIFTY,18650.0,900
52,5.4,2023-10-13 10:07:00,NFO,26-OCT-2023,5.4,5.4,5.4,49300,Options,Put,NIFTY,18650.0,0
53,5.25,2023-10-13 10:08:00,NFO,26-OCT-2023,5.3,5.25,5.3,50250,Options,Put,NIFTY,18650.0,900
54,5.3,2023-10-13 10:09:00,NFO,26-OCT-2023,5.3,5.25,5.25,50250,Options,Put,NIFTY,18650.0,2350
55,5.4,2023-10-13 10:10:00,NFO,26-OCT-2023,5.4,5.35,5.35,50250,Options,Put,NIFTY,18650.0,300
56,5.4,2023-10-13 10:11:00,NFO,26-OCT-2023,5.4,5.4,5.4,50250,Options,Put,NIFTY,18650.0,50
57,5.4,2023-10-13 10:12:00,NFO,26-OCT-2023,5.45,5.4,5.4,52050,Options,Put,NIFTY,18650.0,150
58,5.45,2023-10-13 10:13:00,NFO,26-OCT-2023,5.45,5.4,5.4,52050,Options,Put,NIFTY,18650.0,950
59,5.4,2023-10-13 10:14:00,NFO,26-OCT-2023,5.5,5.4,5.5,51950,Options,Put,NIFTY,18650.0,1750
60,5.45,2023-10-13 10:15:00,NFO,26-OCT-2023,5.45,5.4,5.4,51950,Options,Put,NIFTY,18650.0,850
61,5.6,2023-10-13 10:16:00,NFO,26-OCT-2023,5.6,5.45,5.45,51950,Options,Put,NIFTY,18650.0,2150
62,5.5,2023-10-13 10:17:00,NFO,26-OCT-2023,5.6,5.5,5.6,55000,Options,Put,NIFTY,18650.0,1050
63,5.45,2023-10-13 10:18:00,NFO,26-OCT-2023,5.55,5.45,5.5,55000,Options,Put,NIFTY,18650.0,650
64,5.45,2023-10-13 10:19:00,NFO,26-OCT-2023,5.45,5.4,5.4,55000,Options,Put,NIFTY,18650.0,100
65,5.5,2023-10-13 10:20:00,NFO,26-OCT-2023,5.5,5.45,5.45,55150,Options,Put,NIFTY,18650.0,50
66,5.5,2023-10-13 10:21:00,NFO,26-OCT-2023,5.5,5.5,5.5,55150,Options,Put,NIFTY,18650.0,50
67,5.5,2023-10-13 10:22:00,NFO,26-OCT-2023,5.5,5.5,5.5,55150,Options,Put,NIFTY,18650.0,0
68,5.5,2023-10-13 10:23:00,NFO,26-OCT-2023,5.5,5.5,5.5,55150,Options,Put,NIFTY,18650.0,0
69,5.5,2023-10-13 10:24:00,NFO,26-OCT-2023,5.5,5.5,5.5,55150,Options,Put,NIFTY,18650.0,0
70,5.5,2023-10-13 10:25:00,NFO,26-OCT-2023,5.5,5.5,5.5,55150,Options,Put,NIFTY,18650.0,0
71,5.4,2023-10-13 10:26:00,NFO,26-OCT-2023,5.5,5.4,5.5,55150,Options,Put,NIFTY,18650.0,150
72,5.4,2023-10-13 10:27:00,NFO,26-OCT-2023,5.4,5.4,5.4,55150,Options,Put,NIFTY,18650.0,0
73,5.4,2023-10-13 10:28:00,NFO,26-OCT-2023,5.4,5.4,5.4,55150,Options,Put,NIFTY,18650.0,0
74,5.45,2023-10-13 10:29:00,NFO,26-OCT-2023,5.45,5.4,5.4,55150,Options,Put,NIFTY,18650.0,150
75,5.45,2023-10-13 10:30:00,NFO,26-OCT-2023,5.45,5.45,5.45,55150,Options,Put,NIFTY,18650.0,0
76,5.5,2023-10-13 10:31:00,NFO,26-OCT-2023,5.5,5.45,5.45,55150,Options,Put,NIFTY,18650.0,0
77,5.5,2023-10-13 10:32:00,NFO,26-OCT-2023,5.5,5.5,5.5,55150,Options,Put,NIFTY,18650.0,50
78,5.4,2023-10-13 10:33:00,NFO,26-OCT-2023,5.5,5.4,5.5,55150,Options,Put,NIFTY,18650.0,50
79,5.3,2023-10-13 10:34:00,NFO,26-OCT-2023,5.4,5.3,5.4,55150,Options,Put,NIFTY,18650.0,400
80,5.3,2023-10-13 10:35:00,NFO,26-OCT-2023,5.3,5.3,5.3,55150,Options,Put,NIFTY,18650.0,50
81,5.3,2023-10-13 10:36:00,NFO,26-OCT-2023,5.3,5.3,5.3,55150,Options,Put,NIFTY,18650.0,0
82,5.35,2023-10-13 10:37:00,NFO,26-OCT-2023,5.35,5.3,5.3,55300,Options,Put,NIFTY,18650.0,50
