datetime,close,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
2023-05-04 09:15:00,35.5,NFO,18-MAY-2023,36.45,33.95,36.45,99050,Options,Put,NIFTY,17700.0,1650.0
2023-05-04 09:16:00,32.05,NFO,18-MAY-2023,32.85,31.9,32.05,99050,Options,Put,NIFTY,17700.0,1300.0
2023-05-04 09:17:00,31.8,NFO,18-MAY-2023,32.0,31.45,32.0,104250,Options,Put,NIFTY,17700.0,9800.0
2023-05-04 09:18:00,32.0,NFO,18-MAY-2023,32.0,31.05,31.75,104250,Options,Put,NIFTY,17700.0,4150.0
2023-05-04 09:19:00,31.95,NFO,18-MAY-2023,31.95,30.55,31.0,104250,Options,Put,NIFTY,17700.0,200.0
2023-05-04 09:20:00,32.0,NFO,18-MAY-2023,32.0,32.0,32.0,109300,Options,Put,NIFTY,17700.0,2850.0
2023-05-04 09:21:00,31.95,NFO,18-MAY-2023,32.0,31.1,32.0,109300,Options,Put,NIFTY,17700.0,1950.0
2023-05-04 09:22:00,31.55,NFO,18-MAY-2023,32.05,31.5,32.0,109300,Options,Put,NIFTY,17700.0,1000.0
2023-05-04 09:23:00,30.6,NFO,18-MAY-2023,31.85,30.6,31.55,112550,Options,Put,NIFTY,17700.0,1350.0
2023-05-04 09:24:00,29.7,NFO,18-MAY-2023,30.05,29.5,30.0,112550,Options,Put,NIFTY,17700.0,550.0
2023-05-04 09:25:00,30.6,NFO,18-MAY-2023,31.2,30.35,31.0,112550,Options,Put,NIFTY,17700.0,2500.0
2023-05-04 09:26:00,29.95,NFO,18-MAY-2023,30.5,29.75,30.5,107900,Options,Put,NIFTY,17700.0,5650.0
2023-05-04 09:27:00,30.2,NFO,18-MAY-2023,30.2,29.8,30.15,107900,Options,Put,NIFTY,17700.0,700.0
2023-05-04 09:28:00,30.45,NFO,18-MAY-2023,30.45,29.8,29.8,107900,Options,Put,NIFTY,17700.0,4950.0
2023-05-04 09:29:00,29.8,NFO,18-MAY-2023,30.5,29.35,30.0,110550,Options,Put,NIFTY,17700.0,7250.0
2023-05-04 09:30:00,30.15,NFO,18-MAY-2023,30.15,29.6,29.85,110550,Options,Put,NIFTY,17700.0,5900.0
2023-05-04 09:31:00,30.15,NFO,18-MAY-2023,30.15,30.0,30.0,110550,Options,Put,NIFTY,17700.0,4600.0
2023-05-04 09:32:00,30.35,NFO,18-MAY-2023,30.35,30.35,30.35,110550,Options,Put,NIFTY,17700.0,50.0
2023-05-04 09:33:00,30.2,NFO,18-MAY-2023,30.8,30.15,30.15,104350,Options,Put,NIFTY,17700.0,200.0
2023-05-04 09:34:00,30.75,NFO,18-MAY-2023,30.75,30.4,30.4,104350,Options,Put,NIFTY,17700.0,550.0
2023-05-04 09:35:00,31.85,NFO,18-MAY-2023,31.85,30.95,30.95,103700,Options,Put,NIFTY,17700.0,450.0
2023-05-04 09:36:00,31.55,NFO,18-MAY-2023,32.1,31.15,31.2,103700,Options,Put,NIFTY,17700.0,5650.0
2023-05-04 09:37:00,31.05,NFO,18-MAY-2023,31.1,31.05,31.1,103700,Options,Put,NIFTY,17700.0,350.0
2023-05-04 09:38:00,30.6,NFO,18-MAY-2023,30.85,30.6,30.75,104050,Options,Put,NIFTY,17700.0,450.0
2023-05-04 09:39:00,30.75,NFO,18-MAY-2023,31.0,30.65,30.85,104050,Options,Put,NIFTY,17700.0,1250.0
2023-05-04 09:40:00,30.95,NFO,18-MAY-2023,30.95,30.75,30.75,104050,Options,Put,NIFTY,17700.0,200.0
2023-05-04 09:41:00,30.95,NFO,18-MAY-2023,30.95,30.95,30.95,106500,Options,Put,NIFTY,17700.0,2200.0
2023-05-04 09:42:00,30.65,NFO,18-MAY-2023,30.9,30.5,30.9,106500,Options,Put,NIFTY,17700.0,300.0
2023-05-04 09:43:00,30.4,NFO,18-MAY-2023,31.5,30.25,31.5,106500,Options,Put,NIFTY,17700.0,8050.0
2023-05-04 09:44:00,30.55,NFO,18-MAY-2023,30.55,30.25,30.25,111600,Options,Put,NIFTY,17700.0,3700.0
2023-05-04 09:45:00,29.7,NFO,18-MAY-2023,30.35,29.7,30.35,111600,Options,Put,NIFTY,17700.0,2150.0
2023-05-04 09:46:00,29.95,NFO,18-MAY-2023,29.95,29.55,29.75,111600,Options,Put,NIFTY,17700.0,1400.0
2023-05-04 09:47:00,30.05,NFO,18-MAY-2023,30.05,29.95,29.95,114050,Options,Put,NIFTY,17700.0,9750.0
2023-05-04 09:48:00,30.1,NFO,18-MAY-2023,30.1,30.1,30.1,114050,Options,Put,NIFTY,17700.0,500.0
2023-05-04 09:49:00,30.1,NFO,18-MAY-2023,30.1,30.1,30.1,114050,Options,Put,NIFTY,17700.0,100.0
2023-05-04 09:50:00,29.9,NFO,18-MAY-2023,30.1,29.55,30.1,114150,Options,Put,NIFTY,17700.0,1350.0
2023-05-04 09:51:00,29.7,NFO,18-MAY-2023,29.95,29.7,29.95,114150,Options,Put,NIFTY,17700.0,250.0
2023-05-04 09:52:00,30.0,NFO,18-MAY-2023,30.0,29.6,29.85,114150,Options,Put,NIFTY,17700.0,300.0
2023-05-04 09:54:00,29.6,NFO,18-MAY-2023,29.65,29.6,29.65,114050,Options,Put,NIFTY,17700.0,200.0
