,close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
0,621.0,2023-10-13 09:15:00,NFO,26-OCT-2023,759.55,621.0,759.55,94850,Options,Call,NIFTY,19100.0,150
1,621.0,2023-10-13 09:16:00,NFO,26-OCT-2023,621.0,621.0,621.0,94850,Options,Call,NIFTY,19100.0,0
2,621.0,2023-10-13 09:17:00,NFO,26-OCT-2023,621.0,621.0,621.0,94850,Options,Call,NIFTY,19100.0,0
3,649.6,2023-10-13 09:18:00,NFO,26-OCT-2023,649.6,621.0,621.0,94850,Options,Call,NIFTY,19100.0,50
4,647.7,2023-10-13 09:19:00,NFO,26-OCT-2023,649.6,647.6,649.6,95000,Options,Call,NIFTY,19100.0,200
5,647.7,2023-10-13 09:20:00,NFO,26-OCT-2023,647.7,647.7,647.7,95000,Options,Call,NIFTY,19100.0,0
6,646.75,2023-10-13 09:21:00,NFO,26-OCT-2023,647.7,646.75,647.7,95050,Options,Call,NIFTY,19100.0,50
7,646.75,2023-10-13 09:22:00,NFO,26-OCT-2023,646.75,646.75,646.75,95050,Options,Call,NIFTY,19100.0,0
8,654.15,2023-10-13 09:23:00,NFO,26-OCT-2023,654.15,646.75,646.75,95050,Options,Call,NIFTY,19100.0,100
9,654.15,2023-10-13 09:24:00,NFO,26-OCT-2023,654.15,654.15,654.15,95050,Options,Call,NIFTY,19100.0,0
10,651.4,2023-10-13 09:25:00,NFO,26-OCT-2023,654.15,651.4,654.15,95050,Options,Call,NIFTY,19100.0,100
11,651.4,2023-10-13 09:26:00,NFO,26-OCT-2023,651.4,651.4,651.4,95050,Options,Call,NIFTY,19100.0,0
12,651.4,2023-10-13 09:27:00,NFO,26-OCT-2023,651.4,651.4,651.4,95050,Options,Call,NIFTY,19100.0,0
13,651.4,2023-10-13 09:28:00,NFO,26-OCT-2023,651.4,651.4,651.4,95050,Options,Call,NIFTY,19100.0,0
14,660.0,2023-10-13 09:29:00,NFO,26-OCT-2023,660.0,660.0,660.0,95050,Options,Call,NIFTY,19100.0,50
15,657.25,2023-10-13 09:30:00,NFO,26-OCT-2023,660.0,657.25,660.0,95150,Options,Call,NIFTY,19100.0,50
16,655.15,2023-10-13 09:31:00,NFO,26-OCT-2023,655.15,655.15,655.15,95150,Options,Call,NIFTY,19100.0,50
17,655.15,2023-10-13 09:32:00,NFO,26-OCT-2023,655.15,655.15,655.15,95150,Options,Call,NIFTY,19100.0,0
