close,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
1585.0,NFO,15-JUN-2023,1585.0,1585.0,1585.0,0,Options,Call,NIFTY,17000.0,50.0
1585.0,NFO,15-JUN-2023,1585.0,1585.0,1585.0,0,Options,Call,NIFTY,17000.0,0.0
1585.0,NFO,15-JUN-2023,1585.0,1585.0,1585.0,0,Options,Call,NIFTY,17000.0,0.0
1585.0,NFO,15-JUN-2023,1585.0,1585.0,1585.0,0,Options,Call,NIFTY,17000.0,0.0
1580.0,NFO,15-JUN-2023,1580.0,1580.0,1580.0,50,Options,Call,NIFTY,17000.0,50.0
1580.0,NFO,15-JUN-2023,1580.0,1580.0,1580.0,50,Options,Call,NIFTY,17000.0,0.0
1583.05,NFO,15-JUN-2023,1583.05,1580.0,1580.0,50,Options,Call,NIFTY,17000.0,50.0
1583.05,NFO,15-JUN-2023,1583.05,1583.05,1583.05,50,Options,Call,NIFTY,17000.0,0.0
1583.05,NFO,15-JUN-2023,1583.05,1583.05,1583.05,50,Options,Call,NIFTY,17000.0,0.0
1590.0,NFO,15-JUN-2023,1590.0,1590.0,1590.0,150,Options,Call,NIFTY,17000.0,50.0
1590.0,NFO,15-JUN-2023,1590.0,1590.0,1590.0,150,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1590.0,1590.0,200,Options,Call,NIFTY,17000.0,50.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,200,Options,Call,NIFTY,17000.0,0.0
1585.0,NFO,15-JUN-2023,1585.0,1585.0,1585.0,250,Options,Call,NIFTY,17000.0,50.0
1585.0,NFO,15-JUN-2023,1585.0,1585.0,1585.0,250,Options,Call,NIFTY,17000.0,0.0
1585.0,NFO,15-JUN-2023,1585.0,1585.0,1585.0,250,Options,Call,NIFTY,17000.0,0.0
1585.0,NFO,15-JUN-2023,1585.0,1585.0,1585.0,250,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1585.0,1585.0,300,Options,Call,NIFTY,17000.0,50.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,300,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,300,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,300,Options,Call,NIFTY,17000.0,0.0
1600.0,NFO,15-JUN-2023,1600.0,1600.0,1600.0,300,Options,Call,NIFTY,17000.0,0.0
1615.0,NFO,15-JUN-2023,1615.0,1600.0,1600.0,350,Options,Call,NIFTY,17000.0,50.0
1615.0,NFO,15-JUN-2023,1615.0,1615.0,1615.0,350,Options,Call,NIFTY,17000.0,0.0
1615.0,NFO,15-JUN-2023,1615.0,1615.0,1615.0,350,Options,Call,NIFTY,17000.0,0.0
1615.0,NFO,15-JUN-2023,1615.0,1615.0,1615.0,350,Options,Call,NIFTY,17000.0,0.0
1615.0,NFO,15-JUN-2023,1615.0,1615.0,1615.0,350,Options,Call,NIFTY,17000.0,0.0
1615.0,NFO,15-JUN-2023,1615.0,1615.0,1615.0,350,Options,Call,NIFTY,17000.0,0.0
1615.0,NFO,15-JUN-2023,1615.0,1615.0,1615.0,350,Options,Call,NIFTY,17000.0,0.0
1615.0,NFO,15-JUN-2023,1615.0,1615.0,1615.0,350,Options,Call,NIFTY,17000.0,0.0
1615.0,NFO,15-JUN-2023,1615.0,1615.0,1615.0,350,Options,Call,NIFTY,17000.0,0.0
1615.0,NFO,15-JUN-2023,1615.0,1615.0,1615.0,350,Options,Call,NIFTY,17000.0,0.0
1615.0,NFO,15-JUN-2023,1615.0,1615.0,1615.0,350,Options,Call,NIFTY,17000.0,0.0
1615.0,NFO,15-JUN-2023,1615.0,1615.0,1615.0,350,Options,Call,NIFTY,17000.0,0.0
1615.0,NFO,15-JUN-2023,1615.0,1615.0,1615.0,350,Options,Call,NIFTY,17000.0,0.0
1615.0,NFO,15-JUN-2023,1615.0,1615.0,1615.0,350,Options,Call,NIFTY,17000.0,0.0
