,close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
0,26.7,2023-08-28 09:15:00,NFO,14-SEP-2023,26.7,26.7,26.7,0,Options,Call,NIFTY,19800.0,0
1,33.15,2023-08-28 09:16:00,NFO,14-SEP-2023,33.35,26.7,26.7,66750,Options,Call,NIFTY,19800.0,1050
2,31.3,2023-08-28 09:17:00,NFO,14-SEP-2023,32.45,31.3,32.45,66600,Options,Call,NIFTY,19800.0,1550
3,30.45,2023-08-28 09:18:00,NFO,14-SEP-2023,31.55,30.45,31.45,66600,Options,Call,NIFTY,19800.0,1350
4,30.1,2023-08-28 09:19:00,NFO,14-SEP-2023,31.15,30.1,31.15,66600,Options,Call,NIFTY,19800.0,1800
5,28.75,2023-08-28 09:20:00,NFO,14-SEP-2023,29.9,28.5,29.9,69600,Options,Call,NIFTY,19800.0,450
6,28.1,2023-08-28 09:21:00,NFO,14-SEP-2023,28.35,28.1,28.35,69600,Options,Call,NIFTY,19800.0,500
7,28.65,2023-08-28 09:22:00,NFO,14-SEP-2023,28.75,28.1,28.1,69600,Options,Call,NIFTY,19800.0,400
8,28.7,2023-08-28 09:23:00,NFO,14-SEP-2023,29.05,28.65,28.65,69450,Options,Call,NIFTY,19800.0,300
9,28.95,2023-08-28 09:24:00,NFO,14-SEP-2023,29.55,28.0,28.7,69450,Options,Call,NIFTY,19800.0,1850
10,29.15,2023-08-28 09:25:00,NFO,14-SEP-2023,29.3,29.15,29.3,69450,Options,Call,NIFTY,19800.0,650
11,29.6,2023-08-28 09:26:00,NFO,14-SEP-2023,29.95,29.4,29.4,69750,Options,Call,NIFTY,19800.0,6500
12,30.0,2023-08-28 09:27:00,NFO,14-SEP-2023,30.0,29.5,29.6,69750,Options,Call,NIFTY,19800.0,2100
13,29.7,2023-08-28 09:28:00,NFO,14-SEP-2023,30.0,29.7,30.0,69750,Options,Call,NIFTY,19800.0,2950
14,29.1,2023-08-28 09:29:00,NFO,14-SEP-2023,29.7,29.1,29.7,77000,Options,Call,NIFTY,19800.0,400
15,29.0,2023-08-28 09:30:00,NFO,14-SEP-2023,29.25,28.95,29.1,77000,Options,Call,NIFTY,19800.0,1700
16,29.0,2023-08-28 09:31:00,NFO,14-SEP-2023,29.05,29.0,29.0,77000,Options,Call,NIFTY,19800.0,550
17,29.15,2023-08-28 09:32:00,NFO,14-SEP-2023,29.2,29.0,29.0,76900,Options,Call,NIFTY,19800.0,200
18,30.35,2023-08-28 09:33:00,NFO,14-SEP-2023,30.35,29.75,30.0,76900,Options,Call,NIFTY,19800.0,2450
19,30.45,2023-08-28 09:34:00,NFO,14-SEP-2023,30.9,30.45,30.65,76900,Options,Call,NIFTY,19800.0,4300
20,30.65,2023-08-28 09:35:00,NFO,14-SEP-2023,30.7,30.35,30.45,79950,Options,Call,NIFTY,19800.0,350
21,31.5,2023-08-28 09:36:00,NFO,14-SEP-2023,31.5,30.75,30.75,79950,Options,Call,NIFTY,19800.0,200
22,31.05,2023-08-28 09:37:00,NFO,14-SEP-2023,31.45,30.95,31.25,79950,Options,Call,NIFTY,19800.0,1850
23,30.4,2023-08-28 09:38:00,NFO,14-SEP-2023,31.05,30.4,31.05,81100,Options,Call,NIFTY,19800.0,400
24,29.35,2023-08-28 09:39:00,NFO,14-SEP-2023,29.35,29.3,29.3,81100,Options,Call,NIFTY,19800.0,150
25,29.75,2023-08-28 09:40:00,NFO,14-SEP-2023,29.75,29.3,29.7,81100,Options,Call,NIFTY,19800.0,4400
26,29.9,2023-08-28 09:41:00,NFO,14-SEP-2023,30.0,29.5,29.75,85300,Options,Call,NIFTY,19800.0,1100
27,30.45,2023-08-28 09:42:00,NFO,14-SEP-2023,30.45,29.9,29.9,85300,Options,Call,NIFTY,19800.0,350
28,31.0,2023-08-28 09:43:00,NFO,14-SEP-2023,31.0,30.3,30.45,85300,Options,Call,NIFTY,19800.0,3500
29,31.15,2023-08-28 09:44:00,NFO,14-SEP-2023,31.4,31.0,31.0,89950,Options,Call,NIFTY,19800.0,3250
30,31.55,2023-08-28 09:45:00,NFO,14-SEP-2023,31.9,31.15,31.15,89950,Options,Call,NIFTY,19800.0,1150
31,31.95,2023-08-28 09:46:00,NFO,14-SEP-2023,32.1,31.55,31.55,89950,Options,Call,NIFTY,19800.0,650
32,31.8,2023-08-28 09:47:00,NFO,14-SEP-2023,32.35,31.8,31.95,91900,Options,Call,NIFTY,19800.0,450
33,31.15,2023-08-28 09:48:00,NFO,14-SEP-2023,32.1,31.15,31.8,91900,Options,Call,NIFTY,19800.0,1050
34,30.75,2023-08-28 09:49:00,NFO,14-SEP-2023,31.2,30.75,31.15,91900,Options,Call,NIFTY,19800.0,6500
35,30.1,2023-08-28 09:50:00,NFO,14-SEP-2023,31.1,30.1,30.75,97450,Options,Call,NIFTY,19800.0,4150
36,30.0,2023-08-28 09:51:00,NFO,14-SEP-2023,30.1,29.85,30.1,97450,Options,Call,NIFTY,19800.0,1850
37,30.0,2023-08-28 09:52:00,NFO,14-SEP-2023,30.35,30.0,30.0,97450,Options,Call,NIFTY,19800.0,950
38,30.45,2023-08-28 09:53:00,NFO,14-SEP-2023,30.45,30.0,30.0,97450,Options,Call,NIFTY,19800.0,800
39,30.45,2023-08-28 09:54:00,NFO,14-SEP-2023,30.45,30.15,30.45,100650,Options,Call,NIFTY,19800.0,300
40,30.5,2023-08-28 09:55:00,NFO,14-SEP-2023,30.55,30.45,30.45,100650,Options,Call,NIFTY,19800.0,1950
41,30.65,2023-08-28 09:56:00,NFO,14-SEP-2023,30.65,30.5,30.5,102150,Options,Call,NIFTY,19800.0,200
42,30.3,2023-08-28 09:57:00,NFO,14-SEP-2023,30.65,30.15,30.65,102150,Options,Call,NIFTY,19800.0,1400
43,30.1,2023-08-28 09:58:00,NFO,14-SEP-2023,30.2,30.0,30.2,102150,Options,Call,NIFTY,19800.0,1950
44,30.2,2023-08-28 09:59:00,NFO,14-SEP-2023,30.2,30.0,30.1,102400,Options,Call,NIFTY,19800.0,250
45,30.4,2023-08-28 10:00:00,NFO,14-SEP-2023,30.4,30.4,30.4,102400,Options,Call,NIFTY,19800.0,400
46,30.2,2023-08-28 10:01:00,NFO,14-SEP-2023,30.2,30.2,30.2,102400,Options,Call,NIFTY,19800.0,2000
47,30.2,2023-08-28 10:02:00,NFO,14-SEP-2023,30.25,30.05,30.25,102400,Options,Call,NIFTY,19800.0,2500
48,30.5,2023-08-28 10:03:00,NFO,14-SEP-2023,30.5,30.2,30.2,105350,Options,Call,NIFTY,19800.0,300
49,30.55,2023-08-28 10:04:00,NFO,14-SEP-2023,30.65,30.55,30.65,105350,Options,Call,NIFTY,19800.0,1950
50,30.65,2023-08-28 10:05:00,NFO,14-SEP-2023,30.65,30.55,30.55,105350,Options,Call,NIFTY,19800.0,200
51,30.9,2023-08-28 10:06:00,NFO,14-SEP-2023,30.95,30.65,30.65,106850,Options,Call,NIFTY,19800.0,1950
52,30.6,2023-08-28 10:07:00,NFO,14-SEP-2023,31.0,30.6,30.9,106850,Options,Call,NIFTY,19800.0,3550
53,30.65,2023-08-28 10:08:00,NFO,14-SEP-2023,30.65,30.6,30.6,106850,Options,Call,NIFTY,19800.0,100
54,30.65,2023-08-28 10:09:00,NFO,14-SEP-2023,30.65,30.65,30.65,106850,Options,Call,NIFTY,19800.0,0
55,30.95,2023-08-28 10:10:00,NFO,14-SEP-2023,30.95,30.75,30.85,109200,Options,Call,NIFTY,19800.0,650
56,30.95,2023-08-28 10:11:00,NFO,14-SEP-2023,31.05,30.8,30.95,110850,Options,Call,NIFTY,19800.0,1500
57,30.85,2023-08-28 10:12:00,NFO,14-SEP-2023,31.0,30.65,30.8,110850,Options,Call,NIFTY,19800.0,600
58,31.0,2023-08-28 10:13:00,NFO,14-SEP-2023,31.0,30.7,30.7,110850,Options,Call,NIFTY,19800.0,350
59,31.1,2023-08-28 10:14:00,NFO,14-SEP-2023,31.2,31.0,31.0,110850,Options,Call,NIFTY,19800.0,700
60,31.4,2023-08-28 10:15:00,NFO,14-SEP-2023,31.6,31.1,31.1,111300,Options,Call,NIFTY,19800.0,850
61,31.7,2023-08-28 10:16:00,NFO,14-SEP-2023,31.7,31.35,31.35,111300,Options,Call,NIFTY,19800.0,300
62,31.75,2023-08-28 10:17:00,NFO,14-SEP-2023,31.75,31.7,31.7,111300,Options,Call,NIFTY,19800.0,1350
63,31.65,2023-08-28 10:18:00,NFO,14-SEP-2023,31.75,31.65,31.75,113500,Options,Call,NIFTY,19800.0,450
64,31.95,2023-08-28 10:19:00,NFO,14-SEP-2023,31.95,31.65,31.65,113500,Options,Call,NIFTY,19800.0,400
65,31.6,2023-08-28 10:20:00,NFO,14-SEP-2023,31.95,31.6,31.95,113500,Options,Call,NIFTY,19800.0,250
66,31.55,2023-08-28 10:21:00,NFO,14-SEP-2023,31.6,31.55,31.6,113750,Options,Call,NIFTY,19800.0,100
67,31.9,2023-08-28 10:22:00,NFO,14-SEP-2023,32.05,31.85,31.85,113750,Options,Call,NIFTY,19800.0,550
68,31.7,2023-08-28 10:23:00,NFO,14-SEP-2023,31.9,31.7,31.9,113750,Options,Call,NIFTY,19800.0,50
69,31.2,2023-08-28 10:24:00,NFO,14-SEP-2023,31.7,31.2,31.7,114000,Options,Call,NIFTY,19800.0,350
70,31.1,2023-08-28 10:25:00,NFO,14-SEP-2023,31.2,31.0,31.2,114000,Options,Call,NIFTY,19800.0,350
71,31.25,2023-08-28 10:26:00,NFO,14-SEP-2023,31.45,31.1,31.1,114300,Options,Call,NIFTY,19800.0,1300
72,31.2,2023-08-28 10:27:00,NFO,14-SEP-2023,31.45,31.1,31.45,114300,Options,Call,NIFTY,19800.0,2850
73,31.95,2023-08-28 10:28:00,NFO,14-SEP-2023,32.0,31.2,31.35,114300,Options,Call,NIFTY,19800.0,1100
74,32.95,2023-08-28 10:29:00,NFO,14-SEP-2023,33.2,32.05,32.05,117300,Options,Call,NIFTY,19800.0,3400
75,32.9,2023-08-28 10:30:00,NFO,14-SEP-2023,33.4,32.9,33.3,117300,Options,Call,NIFTY,19800.0,1700
