,close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
0,112.0,2023-10-26 09:15:00,NFO,16-NOV-2023,119.35,112.0,112.2,8800,Options,Put,NIFTY,18800.0,200
1,121.4,2023-10-26 09:16:00,NFO,16-NOV-2023,121.4,115.0,115.0,8800,Options,Put,NIFTY,18800.0,1950
2,121.15,2023-10-26 09:17:00,NFO,16-NOV-2023,123.7,121.15,121.4,10550,Options,Put,NIFTY,18800.0,650
3,124.55,2023-10-26 09:18:00,NFO,16-NOV-2023,124.55,121.15,123.05,10550,Options,Put,NIFTY,18800.0,1700
4,124.0,2023-10-26 09:19:00,NFO,16-NOV-2023,124.55,124.0,124.55,10550,Options,Put,NIFTY,18800.0,250
5,127.45,2023-10-26 09:20:00,NFO,16-NOV-2023,127.65,124.75,124.75,10750,Options,Put,NIFTY,18800.0,1200
6,135.45,2023-10-26 09:21:00,NFO,16-NOV-2023,135.45,127.45,127.45,10750,Options,Put,NIFTY,18800.0,900
7,134.0,2023-10-26 09:22:00,NFO,16-NOV-2023,135.45,134.0,135.45,10750,Options,Put,NIFTY,18800.0,100
8,138.0,2023-10-26 09:23:00,NFO,16-NOV-2023,138.85,136.15,138.85,10750,Options,Put,NIFTY,18800.0,1950
9,138.0,2023-10-26 09:24:00,NFO,16-NOV-2023,138.0,138.0,138.0,10750,Options,Put,NIFTY,18800.0,150
10,135.0,2023-10-26 09:25:00,NFO,16-NOV-2023,138.0,134.15,138.0,9850,Options,Put,NIFTY,18800.0,750
11,137.0,2023-10-26 09:26:00,NFO,16-NOV-2023,137.0,135.0,135.0,9850,Options,Put,NIFTY,18800.0,50
12,139.0,2023-10-26 09:27:00,NFO,16-NOV-2023,139.0,135.05,135.05,9200,Options,Put,NIFTY,18800.0,450
13,141.3,2023-10-26 09:28:00,NFO,16-NOV-2023,141.3,139.0,139.0,9200,Options,Put,NIFTY,18800.0,200
14,140.35,2023-10-26 09:29:00,NFO,16-NOV-2023,140.35,139.05,139.05,9200,Options,Put,NIFTY,18800.0,200
15,139.0,2023-10-26 09:30:00,NFO,16-NOV-2023,139.9,139.0,139.9,9500,Options,Put,NIFTY,18800.0,400
16,139.2,2023-10-26 09:31:00,NFO,16-NOV-2023,139.95,139.2,139.95,9500,Options,Put,NIFTY,18800.0,550
17,139.2,2023-10-26 09:32:00,NFO,16-NOV-2023,139.2,139.2,139.2,9500,Options,Put,NIFTY,18800.0,0
18,139.2,2023-10-26 09:33:00,NFO,16-NOV-2023,139.2,139.2,139.2,9500,Options,Put,NIFTY,18800.0,0
19,142.25,2023-10-26 09:34:00,NFO,16-NOV-2023,142.25,142.25,142.25,9900,Options,Put,NIFTY,18800.0,50
20,138.0,2023-10-26 09:35:00,NFO,16-NOV-2023,142.25,137.95,142.25,9900,Options,Put,NIFTY,18800.0,700
21,137.25,2023-10-26 09:36:00,NFO,16-NOV-2023,138.0,136.0,138.0,9900,Options,Put,NIFTY,18800.0,250
22,137.25,2023-10-26 09:37:00,NFO,16-NOV-2023,137.25,137.25,137.25,9900,Options,Put,NIFTY,18800.0,100
23,135.55,2023-10-26 09:38:00,NFO,16-NOV-2023,137.25,135.55,137.25,9900,Options,Put,NIFTY,18800.0,150
24,137.5,2023-10-26 09:39:00,NFO,16-NOV-2023,137.5,137.5,137.5,9950,Options,Put,NIFTY,18800.0,500
25,144.55,2023-10-26 09:40:00,NFO,16-NOV-2023,144.55,137.5,137.5,9950,Options,Put,NIFTY,18800.0,50
26,143.15,2023-10-26 09:41:00,NFO,16-NOV-2023,144.55,143.15,144.55,9950,Options,Put,NIFTY,18800.0,500
27,149.1,2023-10-26 09:42:00,NFO,16-NOV-2023,149.1,148.35,149.1,10050,Options,Put,NIFTY,18800.0,400
28,149.1,2023-10-26 09:43:00,NFO,16-NOV-2023,149.1,149.1,149.1,10050,Options,Put,NIFTY,18800.0,0
29,149.15,2023-10-26 09:44:00,NFO,16-NOV-2023,149.15,149.1,149.1,10050,Options,Put,NIFTY,18800.0,50
30,149.1,2023-10-26 09:45:00,NFO,16-NOV-2023,149.15,149.1,149.15,10050,Options,Put,NIFTY,18800.0,200
31,155.2,2023-10-26 09:46:00,NFO,16-NOV-2023,155.2,151.0,151.0,10050,Options,Put,NIFTY,18800.0,800
32,155.0,2023-10-26 09:47:00,NFO,16-NOV-2023,155.65,155.0,155.65,10050,Options,Put,NIFTY,18800.0,300
33,151.0,2023-10-26 09:48:00,NFO,16-NOV-2023,155.0,151.0,155.0,9550,Options,Put,NIFTY,18800.0,1600
34,151.0,2023-10-26 09:49:00,NFO,16-NOV-2023,151.0,151.0,151.0,9550,Options,Put,NIFTY,18800.0,0
35,151.0,2023-10-26 09:50:00,NFO,16-NOV-2023,151.0,151.0,151.0,9550,Options,Put,NIFTY,18800.0,0
36,151.7,2023-10-26 09:51:00,NFO,16-NOV-2023,151.7,151.0,151.0,10050,Options,Put,NIFTY,18800.0,50
37,151.7,2023-10-26 09:52:00,NFO,16-NOV-2023,151.7,151.7,151.7,10050,Options,Put,NIFTY,18800.0,0
38,151.7,2023-10-26 09:53:00,NFO,16-NOV-2023,151.7,151.7,151.7,10050,Options,Put,NIFTY,18800.0,0
39,150.4,2023-10-26 09:54:00,NFO,16-NOV-2023,151.7,150.4,151.7,10050,Options,Put,NIFTY,18800.0,50
40,149.55,2023-10-26 09:55:00,NFO,16-NOV-2023,149.55,149.55,149.55,10050,Options,Put,NIFTY,18800.0,50
41,149.55,2023-10-26 09:56:00,NFO,16-NOV-2023,149.55,149.55,149.55,10050,Options,Put,NIFTY,18800.0,0
42,152.9,2023-10-26 09:57:00,NFO,16-NOV-2023,152.9,151.65,151.65,10050,Options,Put,NIFTY,18800.0,100
43,153.15,2023-10-26 09:58:00,NFO,16-NOV-2023,153.15,151.0,152.9,10050,Options,Put,NIFTY,18800.0,1600
44,149.3,2023-10-26 09:59:00,NFO,16-NOV-2023,153.15,149.3,153.15,10050,Options,Put,NIFTY,18800.0,50
45,149.3,2023-10-26 10:00:00,NFO,16-NOV-2023,149.3,149.3,149.3,10050,Options,Put,NIFTY,18800.0,0
46,145.0,2023-10-26 10:01:00,NFO,16-NOV-2023,149.3,145.0,149.3,11550,Options,Put,NIFTY,18800.0,50
47,145.0,2023-10-26 10:02:00,NFO,16-NOV-2023,145.0,145.0,145.0,11550,Options,Put,NIFTY,18800.0,0
48,145.0,2023-10-26 10:03:00,NFO,16-NOV-2023,145.0,145.0,145.0,11550,Options,Put,NIFTY,18800.0,0
49,148.0,2023-10-26 10:04:00,NFO,16-NOV-2023,148.0,145.0,145.0,11550,Options,Put,NIFTY,18800.0,200
50,148.0,2023-10-26 10:05:00,NFO,16-NOV-2023,148.0,148.0,148.0,11550,Options,Put,NIFTY,18800.0,0
51,148.0,2023-10-26 10:06:00,NFO,16-NOV-2023,148.0,148.0,148.0,11550,Options,Put,NIFTY,18800.0,0
52,148.35,2023-10-26 10:07:00,NFO,16-NOV-2023,148.35,148.0,148.0,11600,Options,Put,NIFTY,18800.0,50
53,148.35,2023-10-26 10:08:00,NFO,16-NOV-2023,148.35,148.35,148.35,11600,Options,Put,NIFTY,18800.0,0
