,close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
0,185.15,2023-06-26 09:15:00,NFO,13-JUL-2023,185.15,185.15,185.15,0,Options,Call,NIFTY,19250.0,0
1,185.15,2023-06-26 09:16:00,NFO,13-JUL-2023,185.15,185.15,185.15,0,Options,Call,NIFTY,19250.0,0
2,185.15,2023-06-26 09:17:00,NFO,13-JUL-2023,185.15,185.15,185.15,0,Options,Call,NIFTY,19250.0,0
3,185.15,2023-06-26 09:18:00,NFO,13-JUL-2023,185.15,185.15,185.15,0,Options,Call,NIFTY,19250.0,0
4,185.15,2023-06-26 09:19:00,NFO,13-JUL-2023,185.15,185.15,185.15,0,Options,Call,NIFTY,19250.0,0
5,185.15,2023-06-26 09:20:00,NFO,13-JUL-2023,185.15,185.15,185.15,0,Options,Call,NIFTY,19250.0,0
6,185.15,2023-06-26 09:21:00,NFO,13-JUL-2023,185.15,185.15,185.15,0,Options,Call,NIFTY,19250.0,0
7,185.15,2023-06-26 09:22:00,NFO,13-JUL-2023,185.15,185.15,185.15,0,Options,Call,NIFTY,19250.0,0
8,185.15,2023-06-26 09:23:00,NFO,13-JUL-2023,185.15,185.15,185.15,0,Options,Call,NIFTY,19250.0,0
9,185.15,2023-06-26 09:24:00,NFO,13-JUL-2023,185.15,185.15,185.15,0,Options,Call,NIFTY,19250.0,0
10,185.15,2023-06-26 09:25:00,NFO,13-JUL-2023,185.15,185.15,185.15,0,Options,Call,NIFTY,19250.0,0
11,185.15,2023-06-26 09:26:00,NFO,13-JUL-2023,185.15,185.15,185.15,0,Options,Call,NIFTY,19250.0,0
12,185.15,2023-06-26 09:27:00,NFO,13-JUL-2023,185.15,185.15,185.15,0,Options,Call,NIFTY,19250.0,0
13,185.15,2023-06-26 09:28:00,NFO,13-JUL-2023,185.15,185.15,185.15,0,Options,Call,NIFTY,19250.0,0
14,185.15,2023-06-26 09:29:00,NFO,13-JUL-2023,185.15,185.15,185.15,0,Options,Call,NIFTY,19250.0,0
15,185.15,2023-06-26 09:30:00,NFO,13-JUL-2023,185.15,185.15,185.15,0,Options,Call,NIFTY,19250.0,0
16,185.15,2023-06-26 09:31:00,NFO,13-JUL-2023,185.15,185.15,185.15,0,Options,Call,NIFTY,19250.0,0
17,185.15,2023-06-26 09:32:00,NFO,13-JUL-2023,185.15,185.15,185.15,0,Options,Call,NIFTY,19250.0,0
18,185.15,2023-06-26 09:33:00,NFO,13-JUL-2023,185.15,185.15,185.15,0,Options,Call,NIFTY,19250.0,0
