,close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
0,145.4,2023-10-06 09:15:00,NFO,19-OCT-2023,153.9,140.75,153.9,314550,Options,Call,NIFTY,19600.0,46050
1,146.65,2023-10-06 09:16:00,NFO,19-OCT-2023,149.95,144.85,144.95,314550,Options,Call,NIFTY,19600.0,28900
2,143.55,2023-10-06 09:17:00,NFO,19-OCT-2023,147.4,143.2,147.4,322300,Options,Call,NIFTY,19600.0,21350
3,144.25,2023-10-06 09:18:00,NFO,19-OCT-2023,144.6,142.35,143.55,322300,Options,Call,NIFTY,19600.0,12150
4,146.0,2023-10-06 09:19:00,NFO,19-OCT-2023,147.5,144.85,145.0,322300,Options,Call,NIFTY,19600.0,10450
5,149.4,2023-10-06 09:20:00,NFO,19-OCT-2023,151.05,146.75,147.0,323000,Options,Call,NIFTY,19600.0,31600
6,147.5,2023-10-06 09:21:00,NFO,19-OCT-2023,150.05,146.25,149.15,323000,Options,Call,NIFTY,19600.0,32050
7,149.0,2023-10-06 09:22:00,NFO,19-OCT-2023,149.9,147.65,147.75,323000,Options,Call,NIFTY,19600.0,18150
8,149.55,2023-10-06 09:23:00,NFO,19-OCT-2023,152.2,149.1,149.1,354250,Options,Call,NIFTY,19600.0,18150
9,149.0,2023-10-06 09:24:00,NFO,19-OCT-2023,151.0,148.4,149.55,354250,Options,Call,NIFTY,19600.0,7050
10,149.5,2023-10-06 09:25:00,NFO,19-OCT-2023,151.0,148.85,148.85,354250,Options,Call,NIFTY,19600.0,11450
11,147.6,2023-10-06 09:26:00,NFO,19-OCT-2023,151.3,147.35,151.1,355900,Options,Call,NIFTY,19600.0,7450
12,148.7,2023-10-06 09:27:00,NFO,19-OCT-2023,149.05,147.45,147.6,355900,Options,Call,NIFTY,19600.0,7600
13,149.5,2023-10-06 09:28:00,NFO,19-OCT-2023,150.0,147.2,149.0,355900,Options,Call,NIFTY,19600.0,7050
14,148.45,2023-10-06 09:29:00,NFO,19-OCT-2023,149.5,148.35,148.95,360400,Options,Call,NIFTY,19600.0,2150
15,149.55,2023-10-06 09:30:00,NFO,19-OCT-2023,149.75,148.35,148.85,360400,Options,Call,NIFTY,19600.0,8550
16,151.4,2023-10-06 09:31:00,NFO,19-OCT-2023,151.4,149.15,149.85,360400,Options,Call,NIFTY,19600.0,13350
17,149.35,2023-10-06 09:32:00,NFO,19-OCT-2023,151.6,149.0,151.4,365000,Options,Call,NIFTY,19600.0,7000
18,149.0,2023-10-06 09:33:00,NFO,19-OCT-2023,150.35,149.0,149.35,365000,Options,Call,NIFTY,19600.0,5350
19,147.25,2023-10-06 09:34:00,NFO,19-OCT-2023,149.0,144.85,149.0,365000,Options,Call,NIFTY,19600.0,11200
20,149.4,2023-10-06 09:35:00,NFO,19-OCT-2023,150.8,146.8,146.8,368000,Options,Call,NIFTY,19600.0,10900
21,149.65,2023-10-06 09:36:00,NFO,19-OCT-2023,149.9,148.25,149.15,368000,Options,Call,NIFTY,19600.0,14550
22,148.6,2023-10-06 09:37:00,NFO,19-OCT-2023,150.2,148.4,149.65,368000,Options,Call,NIFTY,19600.0,4650
23,148.1,2023-10-06 09:38:00,NFO,19-OCT-2023,149.2,147.2,148.8,381050,Options,Call,NIFTY,19600.0,9300
24,145.8,2023-10-06 09:39:00,NFO,19-OCT-2023,148.05,145.8,147.7,381050,Options,Call,NIFTY,19600.0,5200
25,145.35,2023-10-06 09:40:00,NFO,19-OCT-2023,146.9,144.55,145.8,381050,Options,Call,NIFTY,19600.0,10800
26,144.2,2023-10-06 09:41:00,NFO,19-OCT-2023,146.1,142.7,145.35,388550,Options,Call,NIFTY,19600.0,16650
27,144.0,2023-10-06 09:42:00,NFO,19-OCT-2023,146.35,143.3,143.6,388550,Options,Call,NIFTY,19600.0,5600
28,145.9,2023-10-06 09:43:00,NFO,19-OCT-2023,146.15,144.0,144.0,388550,Options,Call,NIFTY,19600.0,3800
29,145.2,2023-10-06 09:44:00,NFO,19-OCT-2023,146.1,144.7,145.9,393950,Options,Call,NIFTY,19600.0,4750
30,146.05,2023-10-06 09:45:00,NFO,19-OCT-2023,146.05,143.8,145.1,393950,Options,Call,NIFTY,19600.0,14000
31,145.35,2023-10-06 09:46:00,NFO,19-OCT-2023,147.0,145.2,146.15,393950,Options,Call,NIFTY,19600.0,7550
32,147.1,2023-10-06 09:47:00,NFO,19-OCT-2023,147.1,145.3,145.35,403600,Options,Call,NIFTY,19600.0,3950
33,148.0,2023-10-06 09:48:00,NFO,19-OCT-2023,148.0,146.55,147.3,403600,Options,Call,NIFTY,19600.0,4200
34,157.6,2023-10-06 09:49:00,NFO,19-OCT-2023,158.2,147.95,148.0,403600,Options,Call,NIFTY,19600.0,85500
35,155.85,2023-10-06 09:50:00,NFO,19-OCT-2023,160.35,154.5,157.25,384750,Options,Call,NIFTY,19600.0,27600
36,153.4,2023-10-06 09:51:00,NFO,19-OCT-2023,156.25,152.95,156.25,384750,Options,Call,NIFTY,19600.0,19650
37,152.4,2023-10-06 09:52:00,NFO,19-OCT-2023,153.3,152.15,153.3,384750,Options,Call,NIFTY,19600.0,9750
38,154.45,2023-10-06 09:53:00,NFO,19-OCT-2023,154.55,151.1,151.9,376600,Options,Call,NIFTY,19600.0,15900
39,153.5,2023-10-06 09:54:00,NFO,19-OCT-2023,154.95,153.5,154.95,376600,Options,Call,NIFTY,19600.0,5350
40,152.5,2023-10-06 09:55:00,NFO,19-OCT-2023,153.35,149.5,153.35,376600,Options,Call,NIFTY,19600.0,7950
41,151.45,2023-10-06 09:56:00,NFO,19-OCT-2023,152.6,149.55,152.6,379250,Options,Call,NIFTY,19600.0,3400
42,152.15,2023-10-06 09:57:00,NFO,19-OCT-2023,152.75,150.6,151.45,379250,Options,Call,NIFTY,19600.0,3350
