datetime,close,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
2023-04-19 09:24:00,283.0,NFO,11-MAY-2023,283.0,283.0,283.0,0,Options,Call,NIFTY,17550.0,50.0
2023-04-19 09:25:00,283.0,NFO,11-MAY-2023,283.0,283.0,283.0,0,Options,Call,NIFTY,17550.0,0.0
2023-04-19 09:26:00,283.0,NFO,11-MAY-2023,283.0,283.0,283.0,0,Options,Call,NIFTY,17550.0,0.0
2023-04-19 09:27:00,283.0,NFO,11-MAY-2023,283.0,283.0,283.0,0,Options,Call,NIFTY,17550.0,0.0
2023-04-19 09:28:00,283.0,NFO,11-MAY-2023,283.0,283.0,283.0,0,Options,Call,NIFTY,17550.0,0.0
2023-04-19 09:29:00,288.0,NFO,11-MAY-2023,288.0,283.0,283.0,50,Options,Call,NIFTY,17550.0,50.0
2023-04-19 09:30:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 09:31:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 09:32:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 09:33:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 09:34:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 09:35:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 09:36:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 09:37:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 09:38:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 09:39:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 09:40:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 09:41:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 09:42:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 09:43:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 09:44:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 09:45:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 09:46:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 09:47:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 09:48:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 09:49:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 09:50:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 09:51:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 09:52:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 09:53:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 09:54:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 09:55:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 09:56:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 09:57:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 09:58:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 09:59:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 10:00:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 10:01:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 10:02:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 10:03:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 10:04:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 10:05:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 10:06:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 10:07:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
2023-04-19 10:08:00,288.0,NFO,11-MAY-2023,288.0,288.0,288.0,50,Options,Call,NIFTY,17550.0,0.0
