,close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
0,393.75,2023-12-05 11:31:00,NFO,21-DEC-2023,393.75,393.75,393.75,0,Options,Put,NIFTY,21150.0,50
1,393.75,2023-12-05 11:32:00,NFO,21-DEC-2023,393.75,393.75,393.75,0,Options,Put,NIFTY,21150.0,0
2,393.75,2023-12-05 11:33:00,NFO,21-DEC-2023,393.75,393.75,393.75,0,Options,Put,NIFTY,21150.0,0
3,393.75,2023-12-05 11:34:00,NFO,21-DEC-2023,393.75,393.75,393.75,0,Options,Put,NIFTY,21150.0,0
4,393.75,2023-12-05 11:35:00,NFO,21-DEC-2023,393.75,393.75,393.75,0,Options,Put,NIFTY,21150.0,0
5,393.75,2023-12-05 11:36:00,NFO,21-DEC-2023,393.75,393.75,393.75,0,Options,Put,NIFTY,21150.0,0
6,393.75,2023-12-05 11:37:00,NFO,21-DEC-2023,393.75,393.75,393.75,0,Options,Put,NIFTY,21150.0,0
7,393.75,2023-12-05 11:38:00,NFO,21-DEC-2023,393.75,393.75,393.75,0,Options,Put,NIFTY,21150.0,0
8,393.75,2023-12-05 11:39:00,NFO,21-DEC-2023,393.75,393.75,393.75,0,Options,Put,NIFTY,21150.0,0
9,393.75,2023-12-05 11:40:00,NFO,21-DEC-2023,393.75,393.75,393.75,0,Options,Put,NIFTY,21150.0,0
10,393.75,2023-12-05 11:41:00,NFO,21-DEC-2023,393.75,393.75,393.75,0,Options,Put,NIFTY,21150.0,0
11,393.75,2023-12-05 11:42:00,NFO,21-DEC-2023,393.75,393.75,393.75,0,Options,Put,NIFTY,21150.0,0
12,393.75,2023-12-05 11:43:00,NFO,21-DEC-2023,393.75,393.75,393.75,0,Options,Put,NIFTY,21150.0,0
13,393.75,2023-12-05 11:44:00,NFO,21-DEC-2023,393.75,393.75,393.75,0,Options,Put,NIFTY,21150.0,0
14,393.75,2023-12-05 11:45:00,NFO,21-DEC-2023,393.75,393.75,393.75,0,Options,Put,NIFTY,21150.0,0
15,393.75,2023-12-05 11:46:00,NFO,21-DEC-2023,393.75,393.75,393.75,0,Options,Put,NIFTY,21150.0,0
16,393.75,2023-12-05 11:47:00,NFO,21-DEC-2023,393.75,393.75,393.75,0,Options,Put,NIFTY,21150.0,0
17,393.75,2023-12-05 11:48:00,NFO,21-DEC-2023,393.75,393.75,393.75,0,Options,Put,NIFTY,21150.0,0
18,393.75,2023-12-05 11:49:00,NFO,21-DEC-2023,393.75,393.75,393.75,0,Options,Put,NIFTY,21150.0,0
19,393.75,2023-12-05 11:50:00,NFO,21-DEC-2023,393.75,393.75,393.75,0,Options,Put,NIFTY,21150.0,0
20,393.75,2023-12-05 11:51:00,NFO,21-DEC-2023,393.75,393.75,393.75,0,Options,Put,NIFTY,21150.0,0
21,393.75,2023-12-05 11:52:00,NFO,21-DEC-2023,393.75,393.75,393.75,0,Options,Put,NIFTY,21150.0,0
22,393.75,2023-12-05 11:53:00,NFO,21-DEC-2023,393.75,393.75,393.75,0,Options,Put,NIFTY,21150.0,0
23,393.75,2023-12-05 11:54:00,NFO,21-DEC-2023,393.75,393.75,393.75,0,Options,Put,NIFTY,21150.0,0
24,393.75,2023-12-05 11:55:00,NFO,21-DEC-2023,393.75,393.75,393.75,0,Options,Put,NIFTY,21150.0,0
25,393.75,2023-12-05 11:56:00,NFO,21-DEC-2023,393.75,393.75,393.75,0,Options,Put,NIFTY,21150.0,0
26,393.75,2023-12-05 11:57:00,NFO,21-DEC-2023,393.75,393.75,393.75,0,Options,Put,NIFTY,21150.0,0
27,393.75,2023-12-05 11:58:00,NFO,21-DEC-2023,393.75,393.75,393.75,0,Options,Put,NIFTY,21150.0,0
28,393.75,2023-12-05 11:59:00,NFO,21-DEC-2023,393.75,393.75,393.75,0,Options,Put,NIFTY,21150.0,0
29,393.75,2023-12-05 12:00:00,NFO,21-DEC-2023,393.75,393.75,393.75,0,Options,Put,NIFTY,21150.0,0
30,393.75,2023-12-05 12:01:00,NFO,21-DEC-2023,393.75,393.75,393.75,0,Options,Put,NIFTY,21150.0,0
31,393.75,2023-12-05 12:02:00,NFO,21-DEC-2023,393.75,393.75,393.75,0,Options,Put,NIFTY,21150.0,0
32,393.75,2023-12-05 12:03:00,NFO,21-DEC-2023,393.75,393.75,393.75,0,Options,Put,NIFTY,21150.0,0
33,393.75,2023-12-05 12:04:00,NFO,21-DEC-2023,393.75,393.75,393.75,0,Options,Put,NIFTY,21150.0,0
34,393.75,2023-12-05 12:05:00,NFO,21-DEC-2023,393.75,393.75,393.75,0,Options,Put,NIFTY,21150.0,0
