datetime,close,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
2023-06-05 09:15:00,80.0,NFO,15-JUN-2023,80.25,58.0,58.0,129100,Options,Call,NIFTY,18750.0,13450.0
2023-06-05 09:16:00,80.5,NFO,15-JUN-2023,82.45,79.8,80.0,129100,Options,Call,NIFTY,18750.0,22750.0
2023-06-05 09:17:00,79.9,NFO,15-JUN-2023,81.35,79.6,80.35,122050,Options,Call,NIFTY,18750.0,7700.0
2023-06-05 09:18:00,79.6,NFO,15-JUN-2023,80.75,78.95,80.0,122050,Options,Call,NIFTY,18750.0,6600.0
2023-06-05 09:19:00,77.6,NFO,15-JUN-2023,79.8,74.8,79.6,122050,Options,Call,NIFTY,18750.0,5200.0
2023-06-05 09:20:00,76.2,NFO,15-JUN-2023,78.0,74.25,77.6,123150,Options,Call,NIFTY,18750.0,2850.0
2023-06-05 09:21:00,75.35,NFO,15-JUN-2023,76.9,73.55,76.2,123150,Options,Call,NIFTY,18750.0,7100.0
2023-06-05 09:22:00,75.05,NFO,15-JUN-2023,75.6,73.4,75.35,123150,Options,Call,NIFTY,18750.0,3200.0
2023-06-05 09:23:00,76.8,NFO,15-JUN-2023,77.2,75.5,75.5,126150,Options,Call,NIFTY,18750.0,3350.0
2023-06-05 09:24:00,79.8,NFO,15-JUN-2023,80.0,76.8,76.8,126150,Options,Call,NIFTY,18750.0,5850.0
2023-06-05 09:25:00,79.0,NFO,15-JUN-2023,80.3,79.0,80.0,126150,Options,Call,NIFTY,18750.0,2250.0
2023-06-05 09:26:00,76.6,NFO,15-JUN-2023,78.65,75.4,78.65,125600,Options,Call,NIFTY,18750.0,4500.0
2023-06-05 09:27:00,75.25,NFO,15-JUN-2023,76.6,75.0,76.6,125600,Options,Call,NIFTY,18750.0,2750.0
2023-06-05 09:28:00,78.05,NFO,15-JUN-2023,78.05,75.25,75.25,125600,Options,Call,NIFTY,18750.0,2650.0
2023-06-05 09:29:00,77.45,NFO,15-JUN-2023,78.05,76.55,78.05,125800,Options,Call,NIFTY,18750.0,2100.0
2023-06-05 09:30:00,76.5,NFO,15-JUN-2023,78.9,76.5,77.8,125800,Options,Call,NIFTY,18750.0,11450.0
2023-06-05 09:31:00,75.0,NFO,15-JUN-2023,77.15,74.7,76.35,125800,Options,Call,NIFTY,18750.0,1900.0
2023-06-05 09:32:00,75.15,NFO,15-JUN-2023,75.35,74.7,75.0,127900,Options,Call,NIFTY,18750.0,5450.0
2023-06-05 09:33:00,73.5,NFO,15-JUN-2023,75.3,71.85,75.2,127900,Options,Call,NIFTY,18750.0,12650.0
2023-06-05 09:34:00,71.65,NFO,15-JUN-2023,73.5,71.55,73.5,127900,Options,Call,NIFTY,18750.0,6450.0
2023-06-05 09:35:00,73.8,NFO,15-JUN-2023,73.8,70.0,71.0,129750,Options,Call,NIFTY,18750.0,7450.0
2023-06-05 09:36:00,74.25,NFO,15-JUN-2023,74.25,70.85,73.8,129750,Options,Call,NIFTY,18750.0,6550.0
2023-06-05 09:37:00,76.0,NFO,15-JUN-2023,76.4,74.25,74.25,129750,Options,Call,NIFTY,18750.0,11900.0
2023-06-05 09:38:00,77.25,NFO,15-JUN-2023,78.05,75.7,75.8,133400,Options,Call,NIFTY,18750.0,8450.0
2023-06-05 09:39:00,75.25,NFO,15-JUN-2023,77.25,74.55,77.25,133400,Options,Call,NIFTY,18750.0,4550.0
2023-06-05 09:40:00,74.8,NFO,15-JUN-2023,75.5,73.95,75.5,133400,Options,Call,NIFTY,18750.0,2000.0
2023-06-05 09:41:00,72.95,NFO,15-JUN-2023,75.1,72.95,74.8,134400,Options,Call,NIFTY,18750.0,1850.0
2023-06-05 09:42:00,75.7,NFO,15-JUN-2023,75.7,73.0,73.0,134400,Options,Call,NIFTY,18750.0,500.0
2023-06-05 09:43:00,75.6,NFO,15-JUN-2023,77.0,75.4,75.7,134400,Options,Call,NIFTY,18750.0,5450.0
2023-06-05 09:44:00,75.65,NFO,15-JUN-2023,75.65,74.65,75.6,132750,Options,Call,NIFTY,18750.0,1200.0
2023-06-05 09:45:00,77.85,NFO,15-JUN-2023,78.75,75.65,75.65,132750,Options,Call,NIFTY,18750.0,6900.0
2023-06-05 09:46:00,76.4,NFO,15-JUN-2023,77.85,75.75,77.85,132750,Options,Call,NIFTY,18750.0,4600.0
2023-06-05 09:47:00,78.9,NFO,15-JUN-2023,79.15,76.4,76.4,133400,Options,Call,NIFTY,18750.0,3450.0
2023-06-05 09:48:00,77.55,NFO,15-JUN-2023,79.6,77.4,78.9,133400,Options,Call,NIFTY,18750.0,4700.0
2023-06-05 09:49:00,78.3,NFO,15-JUN-2023,78.8,77.0,77.55,133400,Options,Call,NIFTY,18750.0,2550.0
2023-06-05 09:50:00,78.2,NFO,15-JUN-2023,78.55,78.15,78.3,134400,Options,Call,NIFTY,18750.0,1050.0
2023-06-05 09:51:00,78.0,NFO,15-JUN-2023,78.6,78.0,78.2,134400,Options,Call,NIFTY,18750.0,2400.0
2023-06-05 09:52:00,76.55,NFO,15-JUN-2023,78.0,76.55,78.0,134400,Options,Call,NIFTY,18750.0,1150.0
2023-06-05 09:53:00,77.45,NFO,15-JUN-2023,77.45,75.1,76.55,137150,Options,Call,NIFTY,18750.0,2000.0
2023-06-05 09:54:00,77.3,NFO,15-JUN-2023,78.0,76.45,77.45,137150,Options,Call,NIFTY,18750.0,2200.0
2023-06-05 09:55:00,77.85,NFO,15-JUN-2023,77.85,77.3,77.3,137150,Options,Call,NIFTY,18750.0,1500.0
2023-06-05 09:56:00,78.15,NFO,15-JUN-2023,78.75,76.4,77.85,136900,Options,Call,NIFTY,18750.0,1700.0
2023-06-05 09:57:00,77.9,NFO,15-JUN-2023,78.5,77.9,78.15,136900,Options,Call,NIFTY,18750.0,3400.0
2023-06-05 09:58:00,78.2,NFO,15-JUN-2023,78.25,77.9,77.9,136900,Options,Call,NIFTY,18750.0,2000.0
2023-06-05 09:59:00,78.9,NFO,15-JUN-2023,79.5,78.6,79.25,137750,Options,Call,NIFTY,18750.0,1400.0
2023-06-05 10:00:00,79.3,NFO,15-JUN-2023,79.3,78.55,78.8,137750,Options,Call,NIFTY,18750.0,2750.0
2023-06-05 10:01:00,79.2,NFO,15-JUN-2023,80.0,79.0,79.05,137750,Options,Call,NIFTY,18750.0,5450.0
2023-06-05 10:02:00,77.8,NFO,15-JUN-2023,80.2,77.3,79.2,137900,Options,Call,NIFTY,18750.0,4100.0
2023-06-05 10:03:00,78.5,NFO,15-JUN-2023,78.55,77.8,77.8,137900,Options,Call,NIFTY,18750.0,1100.0
2023-06-05 10:04:00,77.9,NFO,15-JUN-2023,78.55,77.7,78.5,137900,Options,Call,NIFTY,18750.0,900.0
2023-06-05 10:05:00,77.6,NFO,15-JUN-2023,77.9,77.6,77.9,139950,Options,Call,NIFTY,18750.0,1100.0
2023-06-05 10:06:00,77.25,NFO,15-JUN-2023,78.25,77.2,77.6,139950,Options,Call,NIFTY,18750.0,2250.0
2023-06-05 10:07:00,76.75,NFO,15-JUN-2023,77.25,76.2,77.25,139950,Options,Call,NIFTY,18750.0,650.0
2023-06-05 10:08:00,78.3,NFO,15-JUN-2023,78.65,76.75,76.75,139400,Options,Call,NIFTY,18750.0,2200.0
2023-06-05 10:09:00,77.5,NFO,15-JUN-2023,78.7,77.5,78.3,139400,Options,Call,NIFTY,18750.0,850.0
2023-06-05 10:10:00,78.3,NFO,15-JUN-2023,78.3,76.2,77.15,139400,Options,Call,NIFTY,18750.0,1000.0
2023-06-05 10:11:00,78.9,NFO,15-JUN-2023,79.45,78.3,78.3,136550,Options,Call,NIFTY,18750.0,200.0
2023-06-05 10:12:00,79.55,NFO,15-JUN-2023,79.8,78.7,78.9,136550,Options,Call,NIFTY,18750.0,2600.0
2023-06-05 10:13:00,78.35,NFO,15-JUN-2023,79.55,77.7,79.55,136550,Options,Call,NIFTY,18750.0,4050.0
2023-06-05 10:14:00,79.05,NFO,15-JUN-2023,79.2,78.0,78.45,136450,Options,Call,NIFTY,18750.0,3650.0
2023-06-05 10:15:00,79.3,NFO,15-JUN-2023,79.3,78.75,79.1,136450,Options,Call,NIFTY,18750.0,400.0
2023-06-05 10:16:00,79.6,NFO,15-JUN-2023,79.9,78.95,79.3,136450,Options,Call,NIFTY,18750.0,4450.0
2023-06-05 10:17:00,79.95,NFO,15-JUN-2023,80.15,79.6,79.6,137200,Options,Call,NIFTY,18750.0,700.0
2023-06-05 10:18:00,80.4,NFO,15-JUN-2023,80.4,79.95,79.95,137200,Options,Call,NIFTY,18750.0,1250.0
2023-06-05 10:19:00,81.35,NFO,15-JUN-2023,81.7,80.4,80.4,137200,Options,Call,NIFTY,18750.0,5800.0
2023-06-05 10:20:00,83.0,NFO,15-JUN-2023,83.0,81.35,81.65,139000,Options,Call,NIFTY,18750.0,3900.0
2023-06-05 10:21:00,83.75,NFO,15-JUN-2023,84.15,83.0,83.0,139000,Options,Call,NIFTY,18750.0,2250.0
2023-06-05 10:22:00,83.6,NFO,15-JUN-2023,83.95,82.9,83.75,139000,Options,Call,NIFTY,18750.0,3400.0
2023-06-05 10:23:00,82.6,NFO,15-JUN-2023,83.75,82.0,83.75,139300,Options,Call,NIFTY,18750.0,1300.0
2023-06-05 10:24:00,82.4,NFO,15-JUN-2023,82.6,82.25,82.6,139300,Options,Call,NIFTY,18750.0,1150.0
2023-06-05 10:25:00,83.4,NFO,15-JUN-2023,83.4,81.1,82.4,139300,Options,Call,NIFTY,18750.0,2600.0
2023-06-05 10:26:00,83.95,NFO,15-JUN-2023,84.4,83.4,83.4,140550,Options,Call,NIFTY,18750.0,5050.0
2023-06-05 10:27:00,82.55,NFO,15-JUN-2023,83.95,82.4,83.95,140550,Options,Call,NIFTY,18750.0,4100.0
2023-06-05 10:28:00,80.55,NFO,15-JUN-2023,82.8,80.55,82.8,140550,Options,Call,NIFTY,18750.0,3500.0
2023-06-05 10:29:00,79.75,NFO,15-JUN-2023,80.45,79.5,80.3,144450,Options,Call,NIFTY,18750.0,2600.0
2023-06-05 10:30:00,77.85,NFO,15-JUN-2023,79.25,76.8,79.25,144450,Options,Call,NIFTY,18750.0,4400.0
2023-06-05 10:31:00,78.6,NFO,15-JUN-2023,79.7,77.85,77.85,144450,Options,Call,NIFTY,18750.0,1800.0
2023-06-05 10:32:00,79.1,NFO,15-JUN-2023,79.1,78.4,78.6,145100,Options,Call,NIFTY,18750.0,1350.0
2023-06-05 10:33:00,78.35,NFO,15-JUN-2023,79.6,78.35,79.1,145100,Options,Call,NIFTY,18750.0,1650.0
2023-06-05 10:34:00,78.0,NFO,15-JUN-2023,79.5,78.0,78.35,145100,Options,Call,NIFTY,18750.0,3700.0
2023-06-05 10:35:00,79.1,NFO,15-JUN-2023,79.45,78.0,78.0,145100,Options,Call,NIFTY,18750.0,1050.0
2023-06-05 10:36:00,79.05,NFO,15-JUN-2023,79.1,77.95,79.1,146500,Options,Call,NIFTY,18750.0,3250.0
