datetime,close,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
2023-05-02 09:15:00,33.25,NFO,18-MAY-2023,44.8,33.25,44.8,64900,Options,Put,NIFTY,17700.0,200.0
2023-05-02 09:16:00,32.2,NFO,18-MAY-2023,33.25,31.8,33.25,64900,Options,Put,NIFTY,17700.0,300.0
2023-05-02 09:17:00,32.6,NFO,18-MAY-2023,32.6,32.2,32.2,65000,Options,Put,NIFTY,17700.0,450.0
2023-05-02 09:18:00,32.0,NFO,18-MAY-2023,34.4,32.0,32.6,65000,Options,Put,NIFTY,17700.0,100.0
2023-05-02 09:19:00,32.7,NFO,18-MAY-2023,34.05,32.0,32.0,65000,Options,Put,NIFTY,17700.0,400.0
2023-05-02 09:20:00,33.8,NFO,18-MAY-2023,33.9,32.6,32.7,65700,Options,Put,NIFTY,17700.0,600.0
2023-05-02 09:21:00,34.6,NFO,18-MAY-2023,34.6,33.6,33.8,65700,Options,Put,NIFTY,17700.0,1700.0
2023-05-02 09:22:00,34.75,NFO,18-MAY-2023,35.15,34.6,34.6,65700,Options,Put,NIFTY,17700.0,2400.0
2023-05-02 09:23:00,33.45,NFO,18-MAY-2023,35.3,33.45,35.3,67400,Options,Put,NIFTY,17700.0,950.0
2023-05-02 09:24:00,33.15,NFO,18-MAY-2023,33.55,32.65,33.45,67400,Options,Put,NIFTY,17700.0,1600.0
2023-05-02 09:25:00,33.95,NFO,18-MAY-2023,33.95,33.95,33.95,67400,Options,Put,NIFTY,17700.0,250.0
2023-05-02 09:26:00,31.5,NFO,18-MAY-2023,32.1,31.5,32.05,69250,Options,Put,NIFTY,17700.0,550.0
2023-05-02 09:27:00,31.15,NFO,18-MAY-2023,31.65,31.15,31.25,69250,Options,Put,NIFTY,17700.0,600.0
2023-05-02 09:28:00,31.1,NFO,18-MAY-2023,31.7,31.1,31.2,69250,Options,Put,NIFTY,17700.0,700.0
2023-05-02 09:29:00,31.75,NFO,18-MAY-2023,31.75,31.1,31.1,70250,Options,Put,NIFTY,17700.0,350.0
2023-05-02 09:30:00,31.15,NFO,18-MAY-2023,31.75,30.75,30.75,70250,Options,Put,NIFTY,17700.0,2450.0
2023-05-02 09:31:00,31.1,NFO,18-MAY-2023,31.15,30.7,31.15,70250,Options,Put,NIFTY,17700.0,750.0
2023-05-02 09:32:00,31.6,NFO,18-MAY-2023,31.75,30.75,31.1,71900,Options,Put,NIFTY,17700.0,1450.0
2023-05-02 09:33:00,31.7,NFO,18-MAY-2023,32.05,31.45,31.65,71900,Options,Put,NIFTY,17700.0,1600.0
2023-05-02 09:34:00,31.95,NFO,18-MAY-2023,32.1,31.5,31.7,71900,Options,Put,NIFTY,17700.0,1000.0
2023-05-02 09:35:00,31.15,NFO,18-MAY-2023,32.15,31.15,31.95,68700,Options,Put,NIFTY,17700.0,1600.0
2023-05-02 09:36:00,31.35,NFO,18-MAY-2023,31.75,31.15,31.7,68700,Options,Put,NIFTY,17700.0,1750.0
2023-05-02 09:37:00,31.3,NFO,18-MAY-2023,31.3,30.8,31.15,68700,Options,Put,NIFTY,17700.0,1100.0
2023-05-02 09:38:00,31.1,NFO,18-MAY-2023,31.3,30.8,31.3,68200,Options,Put,NIFTY,17700.0,450.0
2023-05-02 09:39:00,31.15,NFO,18-MAY-2023,31.15,30.95,31.1,68200,Options,Put,NIFTY,17700.0,400.0
2023-05-02 09:40:00,30.9,NFO,18-MAY-2023,31.15,30.9,31.15,68200,Options,Put,NIFTY,17700.0,1850.0
2023-05-02 09:41:00,30.95,NFO,18-MAY-2023,30.95,30.9,30.9,68550,Options,Put,NIFTY,17700.0,600.0
2023-05-02 09:42:00,30.6,NFO,18-MAY-2023,30.95,29.95,30.95,68550,Options,Put,NIFTY,17700.0,750.0
2023-05-02 09:43:00,30.95,NFO,18-MAY-2023,30.95,30.6,30.6,68550,Options,Put,NIFTY,17700.0,950.0
2023-05-02 09:44:00,30.4,NFO,18-MAY-2023,30.95,30.15,30.95,68450,Options,Put,NIFTY,17700.0,2950.0
2023-05-02 09:45:00,31.1,NFO,18-MAY-2023,31.4,30.65,30.7,68450,Options,Put,NIFTY,17700.0,3700.0
2023-05-02 09:46:00,31.15,NFO,18-MAY-2023,31.15,30.75,31.15,68450,Options,Put,NIFTY,17700.0,1650.0
2023-05-02 09:47:00,30.55,NFO,18-MAY-2023,31.15,30.55,31.15,69100,Options,Put,NIFTY,17700.0,150.0
2023-05-02 09:48:00,30.65,NFO,18-MAY-2023,30.65,30.45,30.55,69100,Options,Put,NIFTY,17700.0,250.0
2023-05-02 09:49:00,30.65,NFO,18-MAY-2023,30.65,30.65,30.65,69100,Options,Put,NIFTY,17700.0,0.0
2023-05-02 09:50:00,31.3,NFO,18-MAY-2023,31.3,30.65,30.65,69250,Options,Put,NIFTY,17700.0,600.0
2023-05-02 09:51:00,31.4,NFO,18-MAY-2023,31.6,31.3,31.3,69250,Options,Put,NIFTY,17700.0,150.0
2023-05-02 09:52:00,31.6,NFO,18-MAY-2023,32.05,31.4,31.4,69250,Options,Put,NIFTY,17700.0,400.0
2023-05-02 09:53:00,32.3,NFO,18-MAY-2023,32.3,31.45,31.45,69850,Options,Put,NIFTY,17700.0,1200.0
2023-05-02 09:54:00,31.4,NFO,18-MAY-2023,32.3,31.3,32.3,69850,Options,Put,NIFTY,17700.0,1600.0
2023-05-02 09:55:00,31.4,NFO,18-MAY-2023,31.4,31.4,31.4,69850,Options,Put,NIFTY,17700.0,0.0
2023-05-02 09:56:00,31.4,NFO,18-MAY-2023,31.4,31.4,31.4,69850,Options,Put,NIFTY,17700.0,0.0
2023-05-02 09:57:00,31.3,NFO,18-MAY-2023,31.4,31.15,31.4,71300,Options,Put,NIFTY,17700.0,450.0
2023-05-02 09:58:00,31.15,NFO,18-MAY-2023,31.3,30.9,31.3,71300,Options,Put,NIFTY,17700.0,300.0
2023-05-02 09:59:00,30.7,NFO,18-MAY-2023,31.15,30.7,31.15,71300,Options,Put,NIFTY,17700.0,300.0
