datetime,close,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
2023-04-13 09:15:00,14.75,NFO,27-APR-2023,17.3,14.6,15.4,5776750,Options,Put,NIFTY,17000.0,26650.0
2023-04-13 09:16:00,14.8,NFO,27-APR-2023,15.0,14.55,14.85,5776750,Options,Put,NIFTY,17000.0,18950.0
2023-04-13 09:17:00,14.9,NFO,27-APR-2023,15.05,14.75,14.9,5781600,Options,Put,NIFTY,17000.0,24200.0
2023-04-13 09:18:00,14.7,NFO,27-APR-2023,15.0,14.65,15.0,5781600,Options,Put,NIFTY,17000.0,23850.0
2023-04-13 09:19:00,14.9,NFO,27-APR-2023,14.95,14.65,14.75,5781600,Options,Put,NIFTY,17000.0,9250.0
2023-04-13 09:20:00,15.0,NFO,27-APR-2023,15.05,14.8,14.9,5791050,Options,Put,NIFTY,17000.0,15850.0
2023-04-13 09:21:00,14.7,NFO,27-APR-2023,15.1,14.7,15.0,5791050,Options,Put,NIFTY,17000.0,11600.0
2023-04-13 09:22:00,14.5,NFO,27-APR-2023,14.75,14.5,14.75,5791050,Options,Put,NIFTY,17000.0,12700.0
2023-04-13 09:23:00,14.25,NFO,27-APR-2023,14.45,14.15,14.35,5794050,Options,Put,NIFTY,17000.0,7600.0
2023-04-13 09:24:00,14.35,NFO,27-APR-2023,14.35,14.15,14.2,5794050,Options,Put,NIFTY,17000.0,13600.0
2023-04-13 09:25:00,14.45,NFO,27-APR-2023,14.55,14.2,14.3,5794050,Options,Put,NIFTY,17000.0,17400.0
2023-04-13 09:26:00,14.35,NFO,27-APR-2023,14.5,14.3,14.5,5796100,Options,Put,NIFTY,17000.0,4400.0
2023-04-13 09:27:00,14.3,NFO,27-APR-2023,14.55,14.3,14.35,5796100,Options,Put,NIFTY,17000.0,11450.0
2023-04-13 09:28:00,14.45,NFO,27-APR-2023,14.5,14.3,14.3,5796100,Options,Put,NIFTY,17000.0,10100.0
2023-04-13 09:29:00,14.4,NFO,27-APR-2023,14.5,14.35,14.45,5791250,Options,Put,NIFTY,17000.0,14200.0
2023-04-13 09:30:00,14.25,NFO,27-APR-2023,14.4,14.1,14.4,5791250,Options,Put,NIFTY,17000.0,5500.0
2023-04-13 09:31:00,14.4,NFO,27-APR-2023,14.45,14.25,14.25,5791250,Options,Put,NIFTY,17000.0,4200.0
2023-04-13 09:32:00,14.6,NFO,27-APR-2023,14.65,14.45,14.45,5794450,Options,Put,NIFTY,17000.0,13500.0
2023-04-13 09:33:00,14.3,NFO,27-APR-2023,14.6,14.3,14.6,5794450,Options,Put,NIFTY,17000.0,6800.0
2023-04-13 09:34:00,14.25,NFO,27-APR-2023,14.5,14.2,14.35,5794450,Options,Put,NIFTY,17000.0,6000.0
2023-04-13 09:35:00,14.1,NFO,27-APR-2023,14.2,14.05,14.2,5791400,Options,Put,NIFTY,17000.0,19000.0
2023-04-13 09:36:00,14.05,NFO,27-APR-2023,14.15,13.95,14.1,5791400,Options,Put,NIFTY,17000.0,14450.0
2023-04-13 09:37:00,13.95,NFO,27-APR-2023,14.05,13.9,14.05,5791400,Options,Put,NIFTY,17000.0,8700.0
2023-04-13 09:38:00,14.05,NFO,27-APR-2023,14.05,13.9,13.95,5780150,Options,Put,NIFTY,17000.0,14350.0
2023-04-13 09:39:00,14.2,NFO,27-APR-2023,14.25,14.05,14.05,5780150,Options,Put,NIFTY,17000.0,18050.0
2023-04-13 09:40:00,14.25,NFO,27-APR-2023,14.25,14.0,14.2,5780150,Options,Put,NIFTY,17000.0,8750.0
2023-04-13 09:41:00,14.5,NFO,27-APR-2023,14.5,14.2,14.2,5782450,Options,Put,NIFTY,17000.0,15750.0
2023-04-13 09:42:00,14.35,NFO,27-APR-2023,14.45,14.35,14.45,5782450,Options,Put,NIFTY,17000.0,20550.0
