datetime,close,exchange_code,high,low,open,stock_code,volume
2023-02-02 09:30:00,208.15,NSE,208.75,208.05,208.55,TATPOW,87027
2023-02-02 09:31:00,207.8,NSE,208.25,207.75,208.15,TATPOW,93347
2023-02-02 09:32:00,207.55,NSE,207.8,207.2,207.8,TATPOW,77971
2023-02-02 09:33:00,208.2,NSE,208.2,207.45,207.5,TATPOW,51447
2023-02-02 09:34:00,207.6,NSE,208.4,207.3,208.2,TATPOW,82683
2023-02-02 09:35:00,208.1,NSE,208.3,207.55,207.6,TATPOW,51224
2023-02-02 09:36:00,208.25,NSE,208.35,207.95,208.0,TATPOW,55499
2023-02-02 09:37:00,208.45,NSE,208.5,208.0,208.3,TATPOW,47756
2023-02-02 09:38:00,208.45,NSE,208.5,208.15,208.3,TATPOW,27010
2023-02-02 09:39:00,208.2,NSE,208.55,208.2,208.45,TATPOW,69699
2023-02-02 09:40:00,208.25,NSE,208.5,208.2,208.2,TATPOW,32274
2023-02-02 09:41:00,208.4,NSE,208.45,208.1,208.2,TATPOW,38128
2023-02-02 09:42:00,208.3,NSE,208.4,208.15,208.3,TATPOW,21380
2023-02-02 09:43:00,208.35,NSE,208.4,208.1,208.3,TATPOW,18043
2023-02-02 09:44:00,208.3,NSE,208.6,208.25,208.4,TATPOW,46726
2023-02-02 09:45:00,208.1,NSE,208.35,208.0,208.3,TATPOW,17876
2023-02-02 09:46:00,208.35,NSE,208.4,207.8,208.1,TATPOW,55965
2023-02-02 09:47:00,207.9,NSE,208.35,207.75,208.35,TATPOW,31461
2023-02-02 09:48:00,207.8,NSE,208.0,207.7,207.9,TATPOW,14986
2023-02-02 09:49:00,207.7,NSE,207.8,207.5,207.8,TATPOW,25955
2023-02-02 09:50:00,207.45,NSE,207.7,207.25,207.7,TATPOW,37131
2023-02-02 09:51:00,206.95,NSE,207.35,206.85,207.35,TATPOW,56794
2023-02-02 09:52:00,206.3,NSE,206.95,206.3,206.8,TATPOW,45273
2023-02-02 09:53:00,206.6,NSE,206.6,206.0,206.3,TATPOW,68417
2023-02-02 09:54:00,206.5,NSE,206.85,206.35,206.65,TATPOW,25086
2023-02-02 09:55:00,206.3,NSE,206.7,206.25,206.5,TATPOW,27549
2023-02-02 09:56:00,206.45,NSE,206.55,206.05,206.15,TATPOW,47041
2023-02-02 09:57:00,206.15,NSE,206.5,206.05,206.4,TATPOW,25886
2023-02-02 09:58:00,206.1,NSE,206.2,206.0,206.05,TATPOW,20194
2023-02-02 09:59:00,205.75,NSE,206.1,205.65,206.1,TATPOW,49025
2023-02-02 10:00:00,205.75,NSE,205.95,205.65,205.7,TATPOW,25003
2023-02-02 10:01:00,206.1,NSE,206.1,205.75,205.85,TATPOW,18396
2023-02-02 10:02:00,205.75,NSE,206.15,205.65,206.05,TATPOW,50706
2023-02-02 10:03:00,206.1,NSE,206.1,205.6,205.65,TATPOW,21728
2023-02-02 10:04:00,205.9,NSE,206.1,205.65,206.05,TATPOW,19357
2023-02-02 10:05:00,206.1,NSE,206.1,205.7,205.9,TATPOW,34319
2023-02-02 10:06:00,206.6,NSE,206.6,206.0,206.0,TATPOW,22165
2023-02-02 10:07:00,207.65,NSE,207.9,206.6,206.6,TATPOW,68865
2023-02-02 10:08:00,206.8,NSE,207.75,206.65,207.75,TATPOW,52783
2023-02-02 10:09:00,206.6,NSE,207.05,206.5,206.8,TATPOW,42671
2023-02-02 10:10:00,206.45,NSE,206.65,206.1,206.5,TATPOW,30608
2023-02-02 10:11:00,206.5,NSE,206.7,206.3,206.45,TATPOW,19551
2023-02-02 10:12:00,206.2,NSE,206.5,206.15,206.5,TATPOW,23787
2023-02-02 10:13:00,205.9,NSE,206.2,205.9,206.2,TATPOW,23833
2023-02-02 10:14:00,205.8,NSE,206.1,205.8,205.95,TATPOW,32364
2023-02-02 10:15:00,206.35,NSE,206.35,205.7,205.75,TATPOW,24976
2023-02-02 10:16:00,206.75,NSE,206.8,206.3,206.35,TATPOW,19024
2023-02-02 10:17:00,207.1,NSE,207.1,206.75,206.8,TATPOW,20154
2023-02-02 10:18:00,207.1,NSE,207.2,207.0,207.1,TATPOW,33843
2023-02-02 10:19:00,206.75,NSE,207.1,206.75,207.05,TATPOW,18826
2023-02-02 10:20:00,206.75,NSE,206.95,206.75,206.85,TATPOW,7998
2023-02-02 10:21:00,206.7,NSE,206.8,206.65,206.75,TATPOW,16921
2023-02-02 10:22:00,206.35,NSE,206.7,206.2,206.7,TATPOW,10677
2023-02-02 10:23:00,206.5,NSE,206.5,206.25,206.25,TATPOW,11285
2023-02-02 10:24:00,206.2,NSE,206.45,206.1,206.45,TATPOW,12285
2023-02-02 10:25:00,206.3,NSE,206.35,206.05,206.25,TATPOW,17751
2023-02-02 10:26:00,206.05,NSE,206.35,205.95,206.35,TATPOW,24732
2023-02-02 10:27:00,205.9,NSE,206.0,205.85,205.9,TATPOW,19372
2023-02-02 10:28:00,205.75,NSE,205.9,205.7,205.9,TATPOW,26830
2023-02-02 10:29:00,205.85,NSE,205.9,205.7,205.75,TATPOW,28471
2023-02-02 10:30:00,206.35,NSE,206.35,205.95,206.0,TATPOW,18556
2023-02-02 10:31:00,205.7,NSE,206.3,205.7,206.3,TATPOW,22938
2023-02-02 10:32:00,205.65,NSE,205.75,205.55,205.75,TATPOW,22102
2023-02-02 10:33:00,205.85,NSE,206.0,205.65,205.65,TATPOW,10374
2023-02-02 10:34:00,205.85,NSE,205.95,205.75,205.9,TATPOW,14187
2023-02-02 10:35:00,205.85,NSE,205.9,205.75,205.85,TATPOW,8925
2023-02-02 10:36:00,206.3,NSE,206.4,205.85,205.9,TATPOW,21414
2023-02-02 10:37:00,206.3,NSE,206.35,206.25,206.3,TATPOW,7362
2023-02-02 10:38:00,206.25,NSE,206.3,206.0,206.3,TATPOW,9215
2023-02-02 10:39:00,206.35,NSE,206.35,206.05,206.2,TATPOW,7706
2023-02-02 10:40:00,206.15,NSE,206.45,206.15,206.35,TATPOW,17331
2023-02-02 10:41:00,206.2,NSE,206.2,206.05,206.15,TATPOW,6988
2023-02-02 10:42:00,206.2,NSE,206.3,206.05,206.2,TATPOW,12183
2023-02-02 10:43:00,206.3,NSE,206.3,206.2,206.25,TATPOW,8356
2023-02-02 10:44:00,206.4,NSE,206.45,206.25,206.25,TATPOW,8797
2023-02-02 10:45:00,206.4,NSE,206.55,206.35,206.55,TATPOW,25477
2023-02-02 10:46:00,206.75,NSE,206.75,206.4,206.45,TATPOW,8052
2023-02-02 10:47:00,206.7,NSE,206.9,206.65,206.7,TATPOW,12045
2023-02-02 10:48:00,206.25,NSE,206.65,206.2,206.65,TATPOW,11266
2023-02-02 10:49:00,206.65,NSE,206.65,206.3,206.35,TATPOW,12790
2023-02-02 10:50:00,206.45,NSE,206.65,206.4,206.55,TATPOW,9767
2023-02-02 10:51:00,206.35,NSE,206.5,206.25,206.5,TATPOW,10762
2023-02-02 10:52:00,206.5,NSE,206.5,206.25,206.3,TATPOW,7538
2023-02-02 10:53:00,206.85,NSE,206.9,206.6,206.6,TATPOW,16166
2023-02-02 10:54:00,206.85,NSE,206.9,206.75,206.75,TATPOW,8673
2023-02-02 10:55:00,206.8,NSE,206.9,206.75,206.75,TATPOW,6805
2023-02-02 10:56:00,206.85,NSE,206.85,206.7,206.8,TATPOW,11591
2023-02-02 10:57:00,206.8,NSE,206.85,206.75,206.75,TATPOW,5814
2023-02-02 10:58:00,206.75,NSE,206.9,206.75,206.85,TATPOW,5527
2023-02-02 10:59:00,206.6,NSE,206.9,206.55,206.8,TATPOW,34409
2023-02-02 11:00:00,206.85,NSE,206.85,206.45,206.6,TATPOW,19850
2023-02-02 11:01:00,207.0,NSE,207.0,206.7,206.8,TATPOW,13011
2023-02-02 11:02:00,206.8,NSE,207.0,206.75,206.95,TATPOW,12912
2023-02-02 11:03:00,206.5,NSE,206.85,206.5,206.7,TATPOW,11365
2023-02-02 11:04:00,206.65,NSE,206.65,206.5,206.5,TATPOW,3929
2023-02-02 11:05:00,206.35,NSE,206.65,206.35,206.6,TATPOW,10856
2023-02-02 11:06:00,206.5,NSE,206.55,206.35,206.4,TATPOW,12748
2023-02-02 11:07:00,206.8,NSE,206.95,206.55,206.55,TATPOW,14295
2023-02-02 11:08:00,206.7,NSE,206.9,206.7,206.8,TATPOW,3731
2023-02-02 11:09:00,207.0,NSE,207.0,206.75,206.75,TATPOW,23861
