,close,datetime,exchange_code,high,low,open,stock_code,volume
0,2260.5,2024-02-09 09:07:00,NSE,2260.5,2260.5,2260.5,BALAMI,0
1,2265.95,2024-02-09 09:15:00,NSE,2265.95,2260.5,2260.5,BALAMI,208
2,2261.5,2024-02-09 09:16:00,NSE,2265.95,2260.0,2265.95,BALAMI,399
3,2256.6,2024-02-09 09:17:00,NSE,2261.5,2256.6,2261.5,BALAMI,333
4,2253.0,2024-02-09 09:18:00,NSE,2254.05,2252.9,2253.0,BALAMI,200
5,2262.85,2024-02-09 09:19:00,NSE,2265.0,2250.55,2255.25,BALAMI,386
6,2260.1,2024-02-09 09:20:00,NSE,2266.6,2260.1,2262.85,BALAMI,394
7,2266.4,2024-02-09 09:21:00,NSE,2273.35,2260.1,2260.1,BALAMI,153
8,2272.0,2024-02-09 09:22:00,NSE,2272.0,2266.15,2268.0,BALAMI,378
9,2272.0,2024-02-09 09:23:00,NSE,2273.0,2268.65,2272.0,BALAMI,297
10,2273.85,2024-02-09 09:24:00,NSE,2273.85,2272.7,2272.75,BALAMI,35
11,2267.35,2024-02-09 09:25:00,NSE,2273.85,2267.35,2273.85,BALAMI,89
12,2269.85,2024-02-09 09:26:00,NSE,2269.85,2267.35,2267.35,BALAMI,1
13,2266.95,2024-02-09 09:27:00,NSE,2269.85,2266.95,2269.85,BALAMI,51
14,2273.5,2024-02-09 09:28:00,NSE,2279.0,2272.55,2272.55,BALAMI,552
15,2270.4,2024-02-09 09:29:00,NSE,2273.5,2270.4,2273.5,BALAMI,130
16,2265.0,2024-02-09 09:30:00,NSE,2270.4,2265.0,2270.4,BALAMI,111
17,2269.35,2024-02-09 09:31:00,NSE,2269.35,2265.0,2265.0,BALAMI,455
18,2263.0,2024-02-09 09:32:00,NSE,2271.1,2263.0,2267.15,BALAMI,219
19,2266.9,2024-02-09 09:33:00,NSE,2266.9,2263.0,2263.0,BALAMI,24
20,2263.25,2024-02-09 09:34:00,NSE,2266.9,2263.25,2266.9,BALAMI,185
21,2263.05,2024-02-09 09:35:00,NSE,2266.1,2263.0,2266.1,BALAMI,14
22,2264.5,2024-02-09 09:36:00,NSE,2264.5,2260.65,2263.0,BALAMI,85
23,2255.0,2024-02-09 09:37:00,NSE,2264.5,2255.0,2264.5,BALAMI,141
24,2259.25,2024-02-09 09:38:00,NSE,2259.25,2255.0,2257.95,BALAMI,81
25,2252.0,2024-02-09 09:39:00,NSE,2259.25,2252.0,2259.25,BALAMI,167
26,2242.1,2024-02-09 09:40:00,NSE,2252.0,2242.1,2252.0,BALAMI,285
27,2227.75,2024-02-09 09:41:00,NSE,2247.55,2226.2,2245.9,BALAMI,1879
28,2228.05,2024-02-09 09:42:00,NSE,2235.95,2227.75,2227.75,BALAMI,413
29,2228.2,2024-02-09 09:43:00,NSE,2232.25,2228.0,2228.05,BALAMI,103
30,2231.15,2024-02-09 09:44:00,NSE,2231.15,2225.45,2228.2,BALAMI,317
31,2225.75,2024-02-09 09:45:00,NSE,2231.15,2222.0,2231.15,BALAMI,780
32,2222.0,2024-02-09 09:46:00,NSE,2226.2,2218.9,2225.75,BALAMI,569
33,2219.7,2024-02-09 09:47:00,NSE,2225.5,2216.0,2222.0,BALAMI,1283
34,2214.5,2024-02-09 09:48:00,NSE,2217.0,2212.1,2217.0,BALAMI,1300
35,2214.3,2024-02-09 09:49:00,NSE,2215.9,2211.0,2214.4,BALAMI,522
36,2205.75,2024-02-09 09:50:00,NSE,2215.55,2205.75,2215.0,BALAMI,2211
37,2207.45,2024-02-09 09:51:00,NSE,2209.65,2204.9,2209.0,BALAMI,256
38,2195.4,2024-02-09 09:52:00,NSE,2207.5,2195.4,2207.5,BALAMI,1775
39,2198.25,2024-02-09 09:53:00,NSE,2200.25,2196.1,2200.25,BALAMI,491
40,2195.7,2024-02-09 09:54:00,NSE,2197.8,2193.0,2197.8,BALAMI,67
41,2206.7,2024-02-09 09:55:00,NSE,2206.7,2195.7,2195.7,BALAMI,692
42,2199.4,2024-02-09 09:56:00,NSE,2204.45,2196.25,2203.1,BALAMI,436
43,2198.6,2024-02-09 09:57:00,NSE,2201.1,2196.0,2196.8,BALAMI,340
44,2193.0,2024-02-09 09:58:00,NSE,2195.0,2193.0,2195.0,BALAMI,264
45,2191.35,2024-02-09 09:59:00,NSE,2195.7,2191.25,2193.8,BALAMI,232
46,2185.05,2024-02-09 10:00:00,NSE,2192.35,2183.0,2192.35,BALAMI,1374
47,2197.35,2024-02-09 10:01:00,NSE,2199.35,2184.0,2186.65,BALAMI,811
48,2200.5,2024-02-09 10:02:00,NSE,2200.65,2197.65,2198.05,BALAMI,160
49,2193.1,2024-02-09 10:03:00,NSE,2198.8,2190.35,2198.8,BALAMI,452
50,2179.3,2024-02-09 10:04:00,NSE,2193.1,2175.0,2193.1,BALAMI,4035
51,2182.3,2024-02-09 10:05:00,NSE,2182.35,2173.8,2178.95,BALAMI,866
