,datetime,close,exchange_code,high,low,open,stock_code,volume
0,2021-06-14 09:30:00,26.3,NSE,26.4,26.25,26.4,GMRINF,220533
1,2021-06-14 09:31:00,26.25,NSE,26.3,26.2,26.3,GMRINF,60278
2,2021-06-14 09:32:00,26.2,NSE,26.25,26.15,26.2,GMRINF,94072
3,2021-06-14 09:33:00,26.1,NSE,26.2,26.1,26.15,GMRINF,162990
4,2021-06-14 09:34:00,26.05,NSE,26.15,26.05,26.05,GMRINF,368338
5,2021-06-14 09:35:00,26.1,NSE,26.15,26.05,26.1,GMRINF,194795
6,2021-06-14 09:36:00,26.2,NSE,26.2,26.1,26.15,GMRINF,72661
7,2021-06-14 09:37:00,26.35,NSE,26.35,26.15,26.2,GMRINF,125959
8,2021-06-14 09:38:00,26.3,NSE,26.3,26.25,26.3,GMRINF,17884
9,2021-06-14 09:39:00,26.3,NSE,26.3,26.25,26.3,GMRINF,33806
10,2021-06-14 09:40:00,26.25,NSE,26.3,26.2,26.3,GMRINF,78239
11,2021-06-14 09:41:00,26.25,NSE,26.25,26.2,26.25,GMRINF,41849
12,2021-06-14 09:42:00,26.25,NSE,26.25,26.2,26.25,GMRINF,22260
13,2021-06-14 09:43:00,26.3,NSE,26.3,26.25,26.25,GMRINF,27271
14,2021-06-14 09:44:00,26.35,NSE,26.35,26.25,26.3,GMRINF,71643
15,2021-06-14 09:45:00,26.25,NSE,26.35,26.25,26.3,GMRINF,92985
16,2021-06-14 09:46:00,26.2,NSE,26.25,26.15,26.25,GMRINF,71493
17,2021-06-14 09:47:00,26.15,NSE,26.2,26.15,26.2,GMRINF,25506
18,2021-06-14 09:48:00,26.1,NSE,26.2,26.1,26.2,GMRINF,92499
19,2021-06-14 09:49:00,26.2,NSE,26.2,26.15,26.15,GMRINF,60632
20,2021-06-14 09:50:00,26.2,NSE,26.2,26.15,26.2,GMRINF,11819
21,2021-06-14 09:51:00,26.2,NSE,26.25,26.2,26.2,GMRINF,21367
22,2021-06-14 09:52:00,26.2,NSE,26.25,26.2,26.25,GMRINF,3738
23,2021-06-14 09:53:00,26.25,NSE,26.25,26.2,26.25,GMRINF,9032
24,2021-06-14 09:54:00,26.3,NSE,26.3,26.25,26.25,GMRINF,51601
25,2021-06-14 09:55:00,26.3,NSE,26.3,26.25,26.3,GMRINF,10043
26,2021-06-14 09:56:00,26.35,NSE,26.35,26.25,26.25,GMRINF,45533
27,2021-06-14 09:57:00,26.35,NSE,26.35,26.3,26.35,GMRINF,7100
28,2021-06-14 09:58:00,26.35,NSE,26.35,26.3,26.35,GMRINF,19166
29,2021-06-14 09:59:00,26.35,NSE,26.35,26.3,26.35,GMRINF,2667
30,2021-06-14 10:00:00,26.3,NSE,26.35,26.3,26.35,GMRINF,7181
31,2021-06-14 10:01:00,26.4,NSE,26.45,26.35,26.35,GMRINF,178916
32,2021-06-14 10:02:00,26.4,NSE,26.4,26.35,26.35,GMRINF,94087
33,2021-06-14 10:03:00,26.35,NSE,26.4,26.35,26.4,GMRINF,17317
34,2021-06-14 10:04:00,26.35,NSE,26.4,26.35,26.4,GMRINF,13493
35,2021-06-14 10:05:00,26.35,NSE,26.35,26.3,26.35,GMRINF,26017
36,2021-06-14 10:06:00,26.35,NSE,26.35,26.35,26.35,GMRINF,8811
37,2021-06-14 10:07:00,26.35,NSE,26.35,26.3,26.3,GMRINF,56740
38,2021-06-14 10:08:00,26.3,NSE,26.35,26.25,26.35,GMRINF,65050
39,2021-06-14 10:09:00,26.3,NSE,26.3,26.3,26.3,GMRINF,64157
40,2021-06-14 10:10:00,26.3,NSE,26.3,26.25,26.3,GMRINF,16814
41,2021-06-14 10:11:00,26.3,NSE,26.3,26.25,26.25,GMRINF,9768
42,2021-06-14 10:12:00,26.3,NSE,26.35,26.3,26.3,GMRINF,35789
43,2021-06-14 10:13:00,26.35,NSE,26.35,26.3,26.35,GMRINF,29024
44,2021-06-14 10:14:00,26.3,NSE,26.35,26.3,26.35,GMRINF,962
45,2021-06-14 10:15:00,26.3,NSE,26.35,26.3,26.35,GMRINF,1267
46,2021-06-14 10:16:00,26.35,NSE,26.35,26.35,26.35,GMRINF,1505
47,2021-06-14 10:17:00,26.35,NSE,26.35,26.3,26.3,GMRINF,2703
48,2021-06-14 10:18:00,26.35,NSE,26.35,26.35,26.35,GMRINF,1812
49,2021-06-14 10:19:00,26.35,NSE,26.35,26.3,26.35,GMRINF,1254
50,2021-06-14 10:20:00,26.35,NSE,26.35,26.3,26.35,GMRINF,1194
51,2021-06-14 10:21:00,26.35,NSE,26.4,26.3,26.35,GMRINF,35158
52,2021-06-14 10:22:00,26.4,NSE,26.4,26.35,26.4,GMRINF,52735
53,2021-06-14 10:23:00,26.35,NSE,26.4,26.35,26.4,GMRINF,1240
54,2021-06-14 10:24:00,26.3,NSE,26.4,26.3,26.35,GMRINF,45521
55,2021-06-14 10:25:00,26.35,NSE,26.4,26.3,26.3,GMRINF,39215
56,2021-06-14 10:26:00,26.3,NSE,26.4,26.3,26.35,GMRINF,18478
57,2021-06-14 10:27:00,26.3,NSE,26.35,26.3,26.3,GMRINF,6789
58,2021-06-14 10:28:00,26.35,NSE,26.35,26.3,26.3,GMRINF,5266
59,2021-06-14 10:29:00,26.35,NSE,26.4,26.3,26.3,GMRINF,2728
60,2021-06-14 10:30:00,26.3,NSE,26.35,26.3,26.35,GMRINF,13192
61,2021-06-14 10:31:00,26.35,NSE,26.4,26.3,26.3,GMRINF,5203
62,2021-06-14 10:32:00,26.35,NSE,26.4,26.35,26.35,GMRINF,12250
63,2021-06-14 10:33:00,26.35,NSE,26.4,26.35,26.35,GMRINF,3843
64,2021-06-14 10:34:00,26.35,NSE,26.4,26.35,26.35,GMRINF,8033
65,2021-06-14 10:35:00,26.35,NSE,26.4,26.35,26.35,GMRINF,1256
66,2021-06-14 10:36:00,26.35,NSE,26.4,26.35,26.35,GMRINF,18835
67,2021-06-14 10:37:00,26.4,NSE,26.4,26.35,26.35,GMRINF,24209
68,2021-06-14 10:38:00,26.4,NSE,26.45,26.4,26.4,GMRINF,1988
69,2021-06-14 10:39:00,26.4,NSE,26.4,26.4,26.4,GMRINF,3202
70,2021-06-14 10:40:00,26.4,NSE,26.45,26.4,26.4,GMRINF,1380
71,2021-06-14 10:41:00,26.4,NSE,26.45,26.4,26.4,GMRINF,6437
72,2021-06-14 10:42:00,26.4,NSE,26.45,26.4,26.4,GMRINF,5906
73,2021-06-14 10:43:00,26.45,NSE,26.45,26.4,26.4,GMRINF,24764
74,2021-06-14 10:44:00,26.4,NSE,26.5,26.4,26.45,GMRINF,34229
75,2021-06-14 10:45:00,26.4,NSE,26.4,26.4,26.4,GMRINF,7715
