,close,datetime,exchange_code,high,low,open,stock_code,volume
0,275.65,2024-02-19 09:07:00,NSE,275.65,275.65,275.65,BANBAR,0
1,275.65,2024-02-19 09:15:00,NSE,275.85,274.95,274.95,BANBAR,119955
2,276.3,2024-02-19 09:16:00,NSE,276.3,275.6,275.8,BANBAR,86617
3,276.5,2024-02-19 09:17:00,NSE,277.0,276.3,276.65,BANBAR,98120
4,276.25,2024-02-19 09:18:00,NSE,276.4,276.0,276.4,BANBAR,34591
5,275.55,2024-02-19 09:19:00,NSE,276.1,275.4,276.0,BANBAR,90145
6,274.7,2024-02-19 09:20:00,NSE,275.65,274.7,275.6,BANBAR,162787
7,274.75,2024-02-19 09:21:00,NSE,275.1,274.55,274.6,BANBAR,60546
8,274.55,2024-02-19 09:22:00,NSE,274.85,274.3,274.6,BANBAR,49486
9,274.75,2024-02-19 09:23:00,NSE,274.75,274.3,274.35,BANBAR,52383
10,275.25,2024-02-19 09:24:00,NSE,275.4,274.85,274.85,BANBAR,43298
11,274.5,2024-02-19 09:25:00,NSE,275.2,274.5,275.2,BANBAR,43267
12,274.15,2024-02-19 09:26:00,NSE,274.7,274.0,274.65,BANBAR,57241
13,274.9,2024-02-19 09:27:00,NSE,275.1,274.3,274.5,BANBAR,31111
14,274.75,2024-02-19 09:28:00,NSE,275.0,274.55,275.0,BANBAR,105813
15,273.65,2024-02-19 09:29:00,NSE,274.55,273.4,274.55,BANBAR,137206
16,272.65,2024-02-19 09:30:00,NSE,273.65,272.5,273.65,BANBAR,205360
17,272.65,2024-02-19 09:31:00,NSE,273.0,272.3,272.5,BANBAR,107703
18,273.0,2024-02-19 09:32:00,NSE,273.0,272.5,272.75,BANBAR,101006
19,273.85,2024-02-19 09:33:00,NSE,273.9,272.75,273.0,BANBAR,115591
20,273.75,2024-02-19 09:34:00,NSE,273.9,273.35,273.85,BANBAR,76897
21,273.3,2024-02-19 09:35:00,NSE,273.9,273.3,273.75,BANBAR,42117
22,273.25,2024-02-19 09:36:00,NSE,273.45,273.15,273.35,BANBAR,27010
23,273.55,2024-02-19 09:37:00,NSE,273.55,273.3,273.35,BANBAR,61904
24,273.6,2024-02-19 09:38:00,NSE,273.9,273.5,273.6,BANBAR,34422
