,exchange_code,product_type,stock_code,expiry_date,right,strike_price,ltp,ltt,best_bid_price,best_bid_quantity,best_offer_price,best_offer_quantity,open,high,low,previous_close,ltp_percent_change,upper_circuit,lower_circuit,total_quantity_traded,spot_price,ltq,open_interest,chnge_oi,total_buy_qty,total_sell_qty,rel_50,price_per_lot
0,NFO,Options,NIFTY,2023-09-21,Put,19600.0,46.65,08-Sep-2023 15:29:59,46.65,350,47.7,50,69.8,78.0,44.05,49.55,-42.73,247.1,0.05,2993400,19819.95,50,807450.0,618500.0,32000,20100,5.0,2332.5
1,NFO,Options,NIFTY,2023-09-21,Put,19650.0,56.5,08-Sep-2023 15:29:58,56.65,50,59.45,50,91.85,92.0,54.25,60.9,-42.11,280.3,0.05,879550,19819.95,50,130000.0,71550.0,23350,12800,4.0,2825.0
2,NFO,Options,NIFTY,2023-09-21,Put,19700.0,72.15,08-Sep-2023 15:29:56,71.0,50,72.75,250,122.25,122.65,65.75,74.55,-38.25,316.6,0.05,2953500,19819.95,50,460250.0,168350.0,27350,36800,3.0,3607.5
3,NFO,Options,NIFTY,2023-09-21,Put,19750.0,87.0,08-Sep-2023 15:29:59,85.4,50,87.0,100,141.9,151.45,77.0,89.95,-37.16,355.3,0.05,1262400,19819.95,50,145300.0,128350.0,18000,13750,2.0,4350.0
4,NFO,Options,NIFTY,2023-09-21,Put,19800.0,105.45,08-Sep-2023 15:29:58,105.4,150,106.75,50,157.65,159.05,96.3,109.05,-35.39,398.15,0.05,3287700,19819.95,50,468700.0,408050.0,19350,31400,1.0,5272.5
5,NFO,Options,NIFTY,2023-09-21,Put,19850.0,128.25,08-Sep-2023 15:29:59,126.05,50,128.6,50,178.95,185.95,115.6,130.45,-32.66,443.55,0.05,950950,19819.95,50,105700.0,102500.0,14500,9250,0.0,6412.5
6,NFO,Options,NIFTY,2023-09-21,Put,19900.0,153.85,08-Sep-2023 15:29:49,152.05,50,154.0,50,204.5,217.0,137.0,155.25,-30.35,492.25,0.05,848950,19819.95,50,69600.0,61900.0,8750,6750,1.0,7692.5
7,NFO,Options,NIFTY,2023-09-21,Put,19950.0,181.6,08-Sep-2023 15:28:52,178.7,50,182.65,50,207.75,247.5,162.45,182.3,-28.67,543.15,0.05,152750,19819.95,50,9050.0,-100.0,11000,4050,2.0,9080.0
8,NFO,Options,NIFTY,2023-09-21,Put,20000.0,214.85,08-Sep-2023 15:29:54,210.05,500,214.95,50,280.0,288.0,190.55,213.95,-26.13,598.2,0.05,477550,19819.95,50,52650.0,43400.0,11800,10150,3.0,10742.5
9,NFO,Options,NIFTY,2023-09-21,Put,20050.0,247.15,08-Sep-2023 15:28:04,175.45,4400,251.6,400,340.0,340.0,223.65,246.75,-65.75,653.8,0.05,28450,19819.95,200,6900.0,0.0,5150,4800,4.0,12357.5
10,NFO,Options,NIFTY,2023-09-21,Put,20100.0,285.45,08-Sep-2023 15:29:26,274.6,50,304.65,250,312.55,355.5,259.0,285.25,-24.88,714.35,0.05,59900,19819.95,100,9200.0,9150.0,8000,7700,5.0,14272.5
