,exchange_code,product_type,stock_code,expiry_date,right,strike_price,ltp,ltt,best_bid_price,best_bid_quantity,best_offer_price,best_offer_quantity,open,high,low,previous_close,ltp_percent_change,upper_circuit,lower_circuit,total_quantity_traded,spot_price,ltq,open_interest,chnge_oi,total_buy_qty,total_sell_qty,rel_50,price_per_lot
0,NFO,Options,NIFTY,2023-11-30,Put,19800.0,4.55,29-Nov-2023 12:50:14,4.55,62950,4.6,66400,8.0,13.0,4.5,19.9,-77.14,192.95,0.05,81646200,20041.05,50,16046800.0,1227900.0,2155950,2379350,5.0,227.5
1,NFO,Options,NIFTY,2023-11-30,Put,19850.0,6.2,29-Nov-2023 12:50:13,6.2,31650,6.25,21000,19.25,21.55,6.15,30.35,-79.57,250.0,0.05,68728850,20041.05,150,8385900.0,1680300.0,793500,1489550,4.0,310.0
2,NFO,Options,NIFTY,2023-11-30,Put,19900.0,9.6,29-Nov-2023 12:50:13,9.55,13450,9.6,30700,30.0,30.0,9.35,45.0,-78.67,313.65,0.05,107371300,20041.05,50,15540150.0,8240550.0,1249800,2489400,3.0,480.0
3,NFO,Options,NIFTY,2023-11-30,Put,19950.0,15.55,29-Nov-2023 12:50:12,15.55,3150,15.6,15950,36.1,41.2,15.05,65.3,-76.19,382.8,0.05,97678900,20041.05,50,9312250.0,7335100.0,1054000,2112600,2.0,777.5
4,NFO,Options,NIFTY,2023-11-30,Put,20000.0,25.7,29-Nov-2023 12:50:13,25.7,8150,25.8,11200,59.0,69.9,24.6,93.9,-72.63,457.45,0.05,203415750,20041.05,650,22576350.0,19843150.0,3987450,4361450,1.0,1285.0
5,NFO,Options,NIFTY,2023-11-30,Put,20050.0,41.75,29-Nov-2023 12:50:13,41.7,3650,41.8,1750,71.65,95.75,38.85,131.1,-68.15,536.0,0.05,80715800,20041.05,100,7507350.0,7241850.0,974200,1180150,0.0,2087.5
6,NFO,Options,NIFTY,2023-11-30,Put,20100.0,66.45,29-Nov-2023 12:50:13,66.4,300,66.5,600,156.0,156.0,61.6,169.1,-60.7,609.15,0.05,51665200,20041.05,50,5435400.0,4808500.0,731100,901450,1.0,3322.5
7,NFO,Options,NIFTY,2023-11-30,Put,20150.0,100.3,29-Nov-2023 12:50:13,100.45,50,100.65,500,180.0,180.0,94.15,218.35,-54.06,686.8,0.05,10745400,20041.05,50,1208200.0,1107750.0,213600,183350,2.0,5015.0
8,NFO,Options,NIFTY,2023-11-30,Put,20200.0,141.7,29-Nov-2023 12:50:13,141.9,1050,142.2,1200,200.0,225.0,134.5,263.8,-46.29,754.0,0.05,8092450,20041.05,150,1040550.0,833500.0,219150,168650,3.0,7085.0
9,NFO,Options,NIFTY,2023-11-30,Put,20250.0,187.8,29-Nov-2023 12:50:13,188.0,2150,188.45,500,264.65,270.85,179.55,306.7,-38.77,812.75,0.05,824850,20041.05,1050,141100.0,124200.0,68450,48800,4.0,9390.0
10,NFO,Options,NIFTY,2023-11-30,Put,20300.0,236.15,29-Nov-2023 12:50:13,236.3,150,236.95,100,311.2,321.15,227.95,358.05,-34.05,875.05,0.05,543150,20041.05,100,138500.0,88200.0,118650,52500,5.0,11807.5
