,exchange_code,product_type,stock_code,expiry_date,right,strike_price,ltp,ltt,best_bid_price,best_bid_quantity,best_offer_price,best_offer_quantity,open,high,low,previous_close,ltp_percent_change,upper_circuit,lower_circuit,total_quantity_traded,spot_price,ltq,open_interest,chnge_oi,total_buy_qty,total_sell_qty,rel_50,price_per_lot
0,NFO,Options,NIFTY,2023-09-14,Put,19500.0,26.25,07-Sep-2023 15:29:59,25.65,150,26.25,1800,50.0,69.15,24.25,26.05,-49.32,110.75,0.05,33633450,19727.05,850,4630750.0,2142250.0,626800,487850,5.0,1312.5
1,NFO,Options,NIFTY,2023-09-14,Put,19550.0,34.6,07-Sep-2023 15:29:59,34.25,1700,34.6,150,74.45,89.8,32.8,34.55,-49.04,146.85,0.05,17010850,19727.05,50,1604700.0,788400.0,59850,274950,4.0,1730.0
2,NFO,Options,NIFTY,2023-09-14,Put,19600.0,46.4,07-Sep-2023 15:29:59,45.7,50,46.5,5150,84.35,114.8,43.0,45.8,-46.97,194.65,0.05,48263750,19727.05,50,5714950.0,3938850.0,1186750,649700,3.0,2320.0
3,NFO,Options,NIFTY,2023-09-14,Put,19650.0,62.55,07-Sep-2023 15:29:59,61.55,150,62.55,50,115.05,143.85,57.0,61.2,-43.16,240.25,0.05,17107750,19727.05,50,1798550.0,1498100.0,53050,219200,2.0,3127.5
4,NFO,Options,NIFTY,2023-09-14,Put,19700.0,81.0,07-Sep-2023 15:29:59,81.0,4450,82.0,9550,145.0,176.85,74.1,80.55,-41.96,282.6,0.05,23519950,19727.05,150,3077000.0,2599800.0,122550,344150,1.0,4050.0
5,NFO,Options,NIFTY,2023-09-14,Put,19750.0,106.0,07-Sep-2023 15:29:59,105.5,50,106.0,1100,198.85,214.7,95.6,104.05,-38.55,331.8,0.05,5502150,19727.05,100,809500.0,745450.0,44800,56350,0.0,5300.0
6,NFO,Options,NIFTY,2023-09-14,Put,19800.0,134.0,07-Sep-2023 15:29:59,133.95,400,135.0,3150,228.95,255.35,121.75,132.35,-35.81,388.8,0.05,6648600,19727.05,50,797300.0,622000.0,37400,83500,1.0,6700.0
7,NFO,Options,NIFTY,2023-09-14,Put,19850.0,167.9,07-Sep-2023 15:29:57,166.35,150,167.95,100,266.05,299.45,152.9,164.3,-33.54,444.15,0.05,684500,19727.05,100,173350.0,159950.0,11050,9150,2.0,8395.0
8,NFO,Options,NIFTY,2023-09-14,Put,19900.0,207.0,07-Sep-2023 15:29:59,203.75,950,204.0,50,312.5,345.5,187.4,202.15,-29.77,514.1,0.05,1886900,19727.05,500,493650.0,462750.0,12100,25500,3.0,10350.0
9,NFO,Options,NIFTY,2023-09-14,Put,19950.0,242.6,07-Sep-2023 15:29:59,242.7,50,246.5,750,370.0,390.05,226.8,242.0,-28.4,583.35,0.05,108450,19727.05,50,21500.0,20000.0,200,7800,4.0,12130.0
10,NFO,Options,NIFTY,2023-09-14,Put,20000.0,289.5,07-Sep-2023 15:29:50,286.4,50,289.9,150,420.05,441.0,270.0,286.7,-24.56,659.7,0.05,466000,19727.05,300,149050.0,98700.0,11200,14000,5.0,14475.0
