,exchange_code,product_type,stock_code,expiry_date,right,strike_price,ltp,ltt,best_bid_price,best_bid_quantity,best_offer_price,best_offer_quantity,open,high,low,previous_close,ltp_percent_change,upper_circuit,lower_circuit,total_quantity_traded,spot_price,ltq,open_interest,chnge_oi,total_buy_qty,total_sell_qty,rel_50,price_per_lot
0,NFO,Options,NIFTY,2023-11-09,Put,18900.0,26.2,02-Nov-2023 15:26:42,26.05,6400,26.15,400,60.0,60.0,25.45,86.25,-69.62,288.25,0.05,15298600,19146.5,150,1894450.0,829500.0,118700,154050,5.0,1310.0
1,NFO,Options,NIFTY,2023-11-09,Put,18950.0,33.05,02-Nov-2023 15:26:42,32.95,500,33.1,1850,56.9,62.05,32.95,104.1,-68.25,330.15,0.05,6975350,19146.5,50,569900.0,227400.0,74000,76300,4.0,1652.5
2,NFO,Options,NIFTY,2023-11-09,Put,19000.0,41.85,02-Nov-2023 15:26:42,41.8,50,41.85,1850,62.7,88.9,41.55,125.35,-66.61,375.95,0.05,29219050,19146.5,350,3799100.0,1428150.0,178450,362900,3.0,2092.5
3,NFO,Options,NIFTY,2023-11-09,Put,19050.0,52.95,02-Nov-2023 15:26:42,52.9,100,53.0,750,86.4,96.0,52.65,149.05,-64.48,424.25,0.05,10894000,19146.5,100,1913250.0,1647450.0,78350,134000,2.0,2647.5
4,NFO,Options,NIFTY,2023-11-09,Put,19100.0,66.45,02-Nov-2023 15:26:42,66.45,50,66.6,450,103.85,119.0,66.15,177.2,-62.5,476.75,0.05,33916600,19146.5,50,3848050.0,2932750.0,131750,347350,1.0,3322.5
5,NFO,Options,NIFTY,2023-11-09,Put,19150.0,83.15,02-Nov-2023 15:26:42,83.0,1350,83.25,200,127.35,144.65,82.8,209.0,-60.22,532.45,0.05,14977500,19146.5,100,1156900.0,1024000.0,83650,155000,0.0,4157.5
6,NFO,Options,NIFTY,2023-11-09,Put,19200.0,103.8,02-Nov-2023 15:26:43,103.55,200,103.8,750,151.8,186.75,103.3,242.15,-57.13,588.5,0.05,17992200,19146.5,50,1642300.0,1127350.0,95650,213200,1.0,5190.0
7,NFO,Options,NIFTY,2023-11-09,Put,19250.0,129.05,02-Nov-2023 15:26:41,128.4,500,128.8,550,180.05,207.85,128.25,279.5,-53.83,647.65,0.05,2599600,19146.5,50,272300.0,192350.0,37850,43150,2.0,6452.5
8,NFO,Options,NIFTY,2023-11-09,Put,19300.0,157.1,02-Nov-2023 15:26:41,157.05,400,157.4,100,178.85,244.5,157.0,320.15,-50.93,708.75,0.05,3436700,19146.5,50,573450.0,344150.0,41900,54850,3.0,7855.0
9,NFO,Options,NIFTY,2023-11-09,Put,19350.0,190.25,02-Nov-2023 15:26:43,190.15,450,190.7,50,360.0,360.0,190.1,363.6,-47.68,771.1,0.05,449000,19146.5,50,186100.0,159750.0,31350,23750,4.0,9512.5
10,NFO,Options,NIFTY,2023-11-09,Put,19400.0,226.2,02-Nov-2023 15:26:44,226.25,100,226.5,400,284.55,326.95,225.9,407.05,-44.43,831.85,0.05,979050,19146.5,50,312100.0,199300.0,31500,32200,5.0,11310.0
