,exchange_code,product_type,stock_code,expiry_date,right,strike_price,ltp,ltt,best_bid_price,best_bid_quantity,best_offer_price,best_offer_quantity,open,high,low,previous_close,ltp_percent_change,upper_circuit,lower_circuit,total_quantity_traded,spot_price,ltq,open_interest,chnge_oi,total_buy_qty,total_sell_qty,rel_50,price_per_lot
0,NFO,Options,NIFTY,2023-07-27,Put,19600.0,36.9,20-Jul-2023 11:08:17,37.0,4550,37.2,5200,45.05,51.95,34.35,37.55,-1.73,234.2,0.05,5430100,19835.4,50,3296850.0,138450.0,274600,295500,5.0,1845.0
1,NFO,Options,NIFTY,2023-07-27,Put,19650.0,46.45,20-Jul-2023 11:08:17,46.4,1050,46.55,2200,46.6,59.4,43.65,47.1,-1.38,268.75,0.05,2478850,19835.4,50,1027250.0,246250.0,224150,144250,4.0,2322.5
2,NFO,Options,NIFTY,2023-07-27,Put,19700.0,58.45,20-Jul-2023 11:08:18,58.3,200,58.45,950,58.25,74.7,55.0,59.45,-1.68,307.35,0.05,9321250,19835.4,50,4260100.0,816900.0,302400,522700,3.0,2922.5
3,NFO,Options,NIFTY,2023-07-27,Put,19750.0,74.1,20-Jul-2023 11:08:17,74.0,50,74.1,50,86.95,94.3,69.85,75.75,-2.18,350.75,0.05,4818250,19835.4,50,1398300.0,629050.0,228350,225400,2.0,3705.0
4,NFO,Options,NIFTY,2023-07-27,Put,19800.0,92.6,20-Jul-2023 11:08:17,92.3,100,92.5,150,107.0,116.7,87.2,94.5,-2.01,397.25,0.05,16497550,19835.4,50,5287500.0,1740350.0,436450,634350,1.0,4630.0
5,NFO,Options,NIFTY,2023-07-27,Put,19850.0,115.05,20-Jul-2023 11:08:16,115.0,1050,115.2,1650,124.0,145.0,109.35,116.5,-1.24,447.35,0.05,3583400,19835.4,50,713200.0,292550.0,208250,143650,0.0,5752.5
6,NFO,Options,NIFTY,2023-07-27,Put,19900.0,141.3,20-Jul-2023 11:08:16,141.0,500,141.15,150,149.95,172.0,135.0,142.85,-1.09,501.75,0.05,4108100,19835.4,50,1098050.0,279900.0,228750,197850,1.0,7065.0
7,NFO,Options,NIFTY,2023-07-27,Put,19950.0,170.7,20-Jul-2023 11:08:17,169.8,750,170.2,150,178.0,204.2,164.0,171.35,-0.38,558.15,0.05,542750,19835.4,50,122200.0,29000.0,164400,46600,2.0,8535.0
8,NFO,Options,NIFTY,2023-07-27,Put,20000.0,203.7,20-Jul-2023 11:08:17,203.35,450,203.9,150,199.95,241.0,196.65,206.25,-1.24,620.4,0.05,2034150,19835.4,50,1172650.0,105950.0,203350,143350,3.0,10185.0
9,NFO,Options,NIFTY,2023-07-27,Put,20050.0,240.45,20-Jul-2023 11:08:16,240.0,350,240.85,900,249.65,279.0,233.0,242.05,-0.66,682.8,0.05,107650,19835.4,150,25400.0,-7650.0,45900,19250,4.0,12022.5
10,NFO,Options,NIFTY,2023-07-27,Put,20100.0,280.0,20-Jul-2023 11:08:16,279.7,50,280.45,700,290.0,321.5,272.0,281.4,-0.5,747.65,0.05,248550,19835.4,50,108100.0,22000.0,53050,38250,5.0,14000.0
