,exchange_code,product_type,stock_code,expiry_date,right,strike_price,ltp,ltt,best_bid_price,best_bid_quantity,best_offer_price,best_offer_quantity,open,high,low,previous_close,ltp_percent_change,upper_circuit,lower_circuit,total_quantity_traded,spot_price,ltq,open_interest,chnge_oi,total_buy_qty,total_sell_qty,rel_50,price_per_lot
0,NFO,Options,NIFTY,2023-08-10,Put,19350.0,8.75,08-Aug-2023 14:37:30,8.75,5750,8.8,11100,12.0,17.45,8.15,12.9,-32.17,133.65,0.05,39264850,19588.5,350,3916650.0,322700.0,266650,453600,5.0,437.5
1,NFO,Options,NIFTY,2023-08-10,Put,19400.0,12.95,08-Aug-2023 14:37:30,12.95,6650,13.0,8900,18.0,25.65,11.85,18.05,-28.25,172.0,0.05,74665450,19588.5,100,7119650.0,731250.0,488350,1006150,4.0,647.5
2,NFO,Options,NIFTY,2023-08-10,Put,19450.0,19.6,08-Aug-2023 14:37:30,19.6,2200,19.65,6400,20.6,38.0,17.85,25.35,-22.68,216.95,0.05,61860500,19588.5,50,4522200.0,607200.0,377500,719300,3.0,980.0
3,NFO,Options,NIFTY,2023-08-10,Put,19500.0,30.05,08-Aug-2023 14:37:30,30.05,5550,30.15,4300,34.5,55.2,27.25,35.65,-15.71,268.75,0.05,142936300,19588.5,350,10952000.0,1520200.0,737100,1856400,2.0,1502.5
4,NFO,Options,NIFTY,2023-08-10,Put,19550.0,45.6,08-Aug-2023 14:37:31,45.6,300,45.65,1100,47.45,77.0,40.55,50.1,-8.98,327.35,0.05,127511150,19588.5,100,6869250.0,1316450.0,458700,1032400,1.0,2280.0
5,NFO,Options,NIFTY,2023-08-10,Put,19600.0,67.9,08-Aug-2023 14:37:31,67.8,2250,67.9,550,70.0,105.5,61.65,70.55,-3.76,393.55,0.05,187689100,19588.5,100,7400300.0,3215100.0,576350,1165250,0.0,3395.0
6,NFO,Options,NIFTY,2023-08-10,Put,19650.0,95.75,08-Aug-2023 14:37:30,95.55,50,95.75,750,90.65,139.85,86.4,95.85,-0.1,464.65,0.05,50668950,19588.5,50,1276050.0,504600.0,214200,253950,1.0,4787.5
7,NFO,Options,NIFTY,2023-08-10,Put,19700.0,132.05,08-Aug-2023 14:37:31,132.05,150,132.35,800,120.0,179.1,116.85,127.05,3.94,540.6,0.05,41779700,19588.5,150,1765850.0,739600.0,212500,281000,2.0,6602.5
8,NFO,Options,NIFTY,2023-08-10,Put,19750.0,171.5,08-Aug-2023 14:37:23,171.8,250,172.1,50,163.05,222.1,153.0,163.25,5.05,619.1,0.05,9662700,19588.5,250,332150.0,135300.0,84350,101200,3.0,8575.0
9,NFO,Options,NIFTY,2023-08-10,Put,19800.0,215.9,08-Aug-2023 14:37:28,215.25,50,215.7,250,206.3,267.05,194.0,204.3,5.68,698.95,0.05,7976700,19588.5,250,546250.0,123200.0,102850,103100,4.0,10795.0
10,NFO,Options,NIFTY,2023-08-10,Put,19850.0,262.9,08-Aug-2023 14:37:29,263.0,150,263.6,250,249.5,315.0,238.6,248.65,5.73,777.95,0.05,739550,19588.5,50,95400.0,26500.0,47700,42900,5.0,13145.0
