,exchange_code,product_type,stock_code,expiry_date,right,strike_price,ltp,ltt,best_bid_price,best_bid_quantity,best_offer_price,best_offer_quantity,open,high,low,previous_close,ltp_percent_change,upper_circuit,lower_circuit,total_quantity_traded,spot_price,ltq,open_interest,chnge_oi,total_buy_qty,total_sell_qty,rel_50,price_per_lot
0,NFO,Options,NIFTY,2023-11-16,Put,18900.0,50.0,02-Nov-2023 15:27:39,49.75,50,50.3,50,67.6,81.9,48.8,122.4,-59.15,329.8,0.05,478450,19145.55,50,172550.0,96850.0,20450,9800,5.0,2500.0
1,NFO,Options,NIFTY,2023-11-16,Put,18950.0,60.25,02-Nov-2023 15:27:36,60.15,200,60.65,50,75.3,95.75,60.25,139.05,-56.67,364.15,0.05,92600,19145.55,50,58500.0,28000.0,18600,11800,4.0,3012.5
2,NFO,Options,NIFTY,2023-11-16,Put,19000.0,71.0,02-Nov-2023 15:27:44,71.0,100,71.35,100,100.05,114.05,71.0,159.85,-55.58,402.8,0.05,720200,19145.55,50,224150.0,114850.0,22450,34050,3.0,3550.0
3,NFO,Options,NIFTY,2023-11-16,Put,19050.0,85.2,02-Nov-2023 15:27:37,84.45,200,85.1,50,102.45,130.0,84.4,181.85,-53.15,442.8,0.05,191300,19145.55,100,63150.0,50000.0,20050,12550,2.0,4260.0
4,NFO,Options,NIFTY,2023-11-16,Put,19100.0,99.15,02-Nov-2023 15:27:43,98.6,600,99.5,200,144.1,151.35,98.75,207.25,-52.16,486.05,0.05,689750,19145.55,50,256150.0,204250.0,31450,52250,1.0,4957.5
5,NFO,Options,NIFTY,2023-11-16,Put,19150.0,118.15,02-Nov-2023 15:27:35,116.55,100,118.05,50,162.0,174.65,118.0,235.1,-49.74,531.7,0.05,211450,19145.55,100,42550.0,29450.0,22400,14300,0.0,5907.5
6,NFO,Options,NIFTY,2023-11-16,Put,19200.0,137.05,02-Nov-2023 15:27:39,137.3,400,138.5,150,191.15,200.6,137.05,265.3,-48.34,579.35,0.05,513550,19145.55,50,104500.0,71600.0,24300,21300,1.0,6852.5
7,NFO,Options,NIFTY,2023-11-16,Put,19250.0,160.5,02-Nov-2023 15:27:35,159.5,1500,160.5,100,188.0,228.3,160.5,298.2,-46.18,629.3,0.05,49050,19145.55,100,21550.0,16250.0,17000,5900,2.0,8025.0
8,NFO,Options,NIFTY,2023-11-16,Put,19300.0,186.5,02-Nov-2023 15:27:36,185.85,50,186.5,50,221.65,261.35,186.5,335.85,-44.47,683.5,0.05,123000,19145.55,50,71950.0,16500.0,15100,10050,3.0,9325.0
9,NFO,Options,NIFTY,2023-11-16,Put,19350.0,220.0,02-Nov-2023 15:26:08,214.4,700,215.4,50,250.4,292.65,220.0,374.65,-41.28,738.2,0.05,31950,19145.55,100,13850.0,10850.0,11000,5100,4.0,11000.0
10,NFO,Options,NIFTY,2023-11-16,Put,19400.0,248.35,02-Nov-2023 15:26:36,246.1,400,246.85,50,395.3,395.3,248.35,411.85,-39.7,790.6,0.05,51600,19145.55,50,24750.0,17750.0,6900,13050,5.0,12417.5
