,exchange_code,product_type,stock_code,expiry_date,right,strike_price,ltp,ltt,best_bid_price,best_bid_quantity,best_offer_price,best_offer_quantity,open,high,low,previous_close,ltp_percent_change,upper_circuit,lower_circuit,total_quantity_traded,spot_price,ltq,open_interest,chnge_oi,total_buy_qty,total_sell_qty,rel_50,price_per_lot
0,NFO,Options,NIFTY,2023-07-06,Put,19250.0,3.05,06-Jul-2023 11:10:23,3.0,62600,3.05,32350,9.9,12.3,2.9,10.4,-70.67,134.75,0.05,95488350,19450.4,150,9926400.0,4059250.0,20748550,1455700,5.0,152.5
1,NFO,Options,NIFTY,2023-07-06,Put,19300.0,5.15,06-Jul-2023 11:10:23,5.15,53000,5.2,7950,17.95,21.85,4.55,17.95,-71.31,202.65,0.05,168173550,19450.4,50,19382500.0,6762450.0,25212750,4008650,4.0,257.5
2,NFO,Options,NIFTY,2023-07-06,Put,19350.0,9.85,06-Jul-2023 11:10:23,9.8,4900,9.85,13900,25.5,37.75,8.2,31.45,-68.68,287.95,0.05,151819350,19450.4,1600,15065100.0,7136600.0,21280700,2799200,3.0,492.5
3,NFO,Options,NIFTY,2023-07-06,Put,19400.0,19.95,06-Jul-2023 11:10:23,19.85,8600,19.95,7900,53.55,65.0,16.6,51.0,-60.88,386.05,0.05,216060700,19450.4,350,25293950.0,16497050.0,17751550,4522550,2.0,997.5
4,NFO,Options,NIFTY,2023-07-06,Put,19450.0,39.0,06-Jul-2023 11:10:23,39.0,5500,39.1,450,69.0,103.8,33.05,80.2,-51.37,493.95,0.05,96656500,19450.4,300,10235100.0,8659250.0,10472400,1642900,1.0,1950.0
5,NFO,Options,NIFTY,2023-07-06,Put,19500.0,69.45,06-Jul-2023 11:10:23,69.35,50,69.5,1300,110.0,147.9,60.65,117.9,-41.09,604.15,0.05,54239050,19450.4,700,6268000.0,4670500.0,5719350,1103750,0.0,3472.5
6,NFO,Options,NIFTY,2023-07-06,Put,19550.0,108.95,06-Jul-2023 11:10:23,109.0,250,109.2,350,180.0,192.15,97.95,160.4,-32.08,707.95,0.05,10741050,19450.4,100,1281750.0,1000900.0,3587150,172400,1.0,5447.5
7,NFO,Options,NIFTY,2023-07-06,Put,19600.0,155.05,06-Jul-2023 11:10:23,154.65,500,154.95,50,239.75,239.75,142.3,205.95,-24.71,801.05,0.05,7199550,19450.4,50,904600.0,624600.0,575450,204000,2.0,7752.5
8,NFO,Options,NIFTY,2023-07-06,Put,19650.0,203.1,06-Jul-2023 11:10:22,202.75,300,203.2,150,280.0,285.65,190.25,253.05,-19.74,882.2,0.05,975800,19450.4,50,115800.0,80650.0,95600,60100,3.0,10155.0
9,NFO,Options,NIFTY,2023-07-06,Put,19700.0,251.85,06-Jul-2023 11:10:20,252.2,100,252.65,50,333.0,333.0,239.7,305.45,-17.55,956.95,0.05,589400,19450.4,250,104550.0,32250.0,124650,70050,4.0,12592.5
10,NFO,Options,NIFTY,2023-07-06,Put,19750.0,301.8,06-Jul-2023 11:10:20,301.9,100,302.5,50,374.95,375.0,290.95,353.35,-14.59,1018.3,0.05,60200,19450.4,50,13350.0,3900.0,80400,42050,5.0,15090.0
