,exchange_code,product_type,stock_code,expiry_date,right,strike_price,ltp,ltt,best_bid_price,best_bid_quantity,best_offer_price,best_offer_quantity,open,high,low,previous_close,ltp_percent_change,upper_circuit,lower_circuit,total_quantity_traded,spot_price,ltq,open_interest,chnge_oi,total_buy_qty,total_sell_qty,rel_50,price_per_lot
0,NFO,Options,NIFTY,2023-11-09,Put,18900.0,26.4,02-Nov-2023 15:26:19,26.35,650,26.4,50,60.0,60.0,25.45,86.25,-69.39,288.25,0.05,15249350,19146.5,50,1894450.0,829500.0,121250,152000,5.0,1320.0
1,NFO,Options,NIFTY,2023-11-09,Put,18950.0,33.2,02-Nov-2023 15:26:19,33.25,1450,33.4,200,56.9,62.05,33.0,104.1,-68.11,330.15,0.05,6956750,19146.5,100,569900.0,227400.0,77150,74300,4.0,1660.0
2,NFO,Options,NIFTY,2023-11-09,Put,19000.0,42.2,02-Nov-2023 15:26:19,42.1,1450,42.25,300,62.7,88.9,42.05,125.35,-66.33,375.95,0.05,29152650,19146.5,50,3799100.0,1428150.0,182100,368150,3.0,2110.0
3,NFO,Options,NIFTY,2023-11-09,Put,19050.0,53.5,02-Nov-2023 15:26:17,53.5,250,53.65,100,86.4,96.0,53.5,149.05,-64.11,424.25,0.05,10858300,19146.5,250,1913250.0,1647450.0,73250,137950,2.0,2675.0
4,NFO,Options,NIFTY,2023-11-09,Put,19100.0,67.1,02-Nov-2023 15:26:20,66.9,100,67.1,450,103.85,119.0,66.95,177.2,-62.13,476.75,0.05,33825550,19146.5,50,3848050.0,2932750.0,130050,370300,1.0,3355.0
5,NFO,Options,NIFTY,2023-11-09,Put,19150.0,84.05,02-Nov-2023 15:26:19,83.85,800,84.05,1300,127.35,144.65,83.8,209.0,-59.78,532.45,0.05,14941250,19146.5,50,1156900.0,1024000.0,85350,161550,0.0,4202.5
6,NFO,Options,NIFTY,2023-11-09,Put,19200.0,104.4,02-Nov-2023 15:26:20,104.1,1700,104.4,400,151.8,186.75,104.3,242.15,-56.89,588.5,0.05,17941150,19146.5,50,1642300.0,1127350.0,88200,210450,1.0,5220.0
7,NFO,Options,NIFTY,2023-11-09,Put,19250.0,130.25,02-Nov-2023 15:26:17,130.1,50,130.3,400,180.05,207.85,130.25,279.5,-53.4,647.65,0.05,2589750,19146.5,50,272300.0,192350.0,30300,42450,2.0,6512.5
8,NFO,Options,NIFTY,2023-11-09,Put,19300.0,159.3,02-Nov-2023 15:26:17,159.15,500,159.25,600,178.85,244.5,158.95,320.15,-50.24,708.75,0.05,3424050,19146.5,50,573450.0,344150.0,44650,55850,3.0,7965.0
9,NFO,Options,NIFTY,2023-11-09,Put,19350.0,192.55,02-Nov-2023 15:26:17,192.55,200,192.6,400,360.0,360.0,192.55,363.6,-47.04,771.1,0.05,443900,19146.5,50,186100.0,159750.0,28450,28150,4.0,9627.5
10,NFO,Options,NIFTY,2023-11-09,Put,19400.0,228.9,02-Nov-2023 15:26:17,228.45,100,228.55,400,284.55,326.95,228.9,407.05,-43.77,831.85,0.05,971850,19146.5,50,312100.0,199300.0,30500,34350,5.0,11445.0
