,exchange_code,product_type,stock_code,expiry_date,right,strike_price,ltp,ltt,best_bid_price,best_bid_quantity,best_offer_price,best_offer_quantity,open,high,low,previous_close,ltp_percent_change,upper_circuit,lower_circuit,total_quantity_traded,spot_price,ltq,open_interest,chnge_oi,total_buy_qty,total_sell_qty,rel_50,price_per_lot
0,NFO,Options,NIFTY,2023-11-16,Put,18900.0,50.8,02-Nov-2023 15:26:49,50.35,500,51.0,200,67.6,81.9,50.2,122.4,-58.5,329.8,0.05,472050,19145.75,200,169050.0,93350.0,20450,9900,5.0,2540.0
1,NFO,Options,NIFTY,2023-11-16,Put,18950.0,61.05,02-Nov-2023 15:26:46,61.05,50,62.55,50,75.3,95.75,61.05,139.05,-56.09,364.15,0.05,90450,19145.75,50,54750.0,24250.0,14550,6550,4.0,3052.5
2,NFO,Options,NIFTY,2023-11-16,Put,19000.0,72.2,02-Nov-2023 15:26:51,72.2,400,72.8,2150,100.05,114.05,71.45,159.85,-54.83,402.8,0.05,716850,19145.75,1050,228200.0,118900.0,23350,31150,3.0,3610.0
3,NFO,Options,NIFTY,2023-11-16,Put,19050.0,85.7,02-Nov-2023 15:26:49,85.35,200,86.15,1800,102.45,130.0,85.15,181.85,-52.87,442.8,0.05,189600,19145.75,200,59650.0,46500.0,20400,12450,2.0,4285.0
4,NFO,Options,NIFTY,2023-11-16,Put,19100.0,100.75,02-Nov-2023 15:26:52,100.05,450,100.75,400,144.1,151.35,100.0,207.25,-51.39,486.05,0.05,683900,19145.75,50,251550.0,199650.0,32550,50950,1.0,5037.5
5,NFO,Options,NIFTY,2023-11-16,Put,19150.0,118.8,02-Nov-2023 15:26:39,118.05,150,119.0,50,162.0,174.65,118.8,235.1,-49.47,531.7,0.05,210500,19145.75,50,40400.0,27300.0,22800,12950,0.0,5940.0
6,NFO,Options,NIFTY,2023-11-16,Put,19200.0,138.65,02-Nov-2023 15:26:52,138.2,400,139.5,50,191.15,200.6,138.2,265.3,-47.74,579.35,0.05,504750,19145.75,50,88550.0,55650.0,19800,16500,1.0,6932.5
7,NFO,Options,NIFTY,2023-11-16,Put,19250.0,161.8,02-Nov-2023 15:26:49,161.6,1400,163.0,1400,188.0,228.3,161.65,298.2,-45.74,629.3,0.05,48500,19145.75,50,20650.0,15350.0,15400,5850,2.0,8090.0
8,NFO,Options,NIFTY,2023-11-16,Put,19300.0,188.25,02-Nov-2023 15:26:49,188.15,950,189.1,50,221.65,261.35,187.9,335.85,-43.95,683.5,0.05,122700,19145.75,50,72100.0,16650.0,15250,10300,3.0,9412.5
9,NFO,Options,NIFTY,2023-11-16,Put,19350.0,220.0,02-Nov-2023 15:26:08,217.05,600,218.1,50,250.4,292.65,220.0,374.65,-41.28,738.2,0.05,31950,19145.75,100,13850.0,10850.0,13250,3950,4.0,11000.0
10,NFO,Options,NIFTY,2023-11-16,Put,19400.0,248.35,02-Nov-2023 15:26:36,249.0,400,249.95,50,395.3,395.3,248.35,411.85,-39.7,790.6,0.05,51600,19145.75,50,22600.0,15600.0,6100,13750,5.0,12417.5
