,exchange_code,product_type,stock_code,expiry_date,right,strike_price,ltp,ltt,best_bid_price,best_bid_quantity,best_offer_price,best_offer_quantity,open,high,low,previous_close,ltp_percent_change,upper_circuit,lower_circuit,total_quantity_traded,spot_price,ltq,open_interest,chnge_oi,total_buy_qty,total_sell_qty,rel_50,price_per_lot
0,NFO,Options,NIFTY,2023-08-10,Put,19350.0,9.1,08-Aug-2023 14:39:08,9.1,4150,9.15,8550,12.0,17.45,8.15,12.9,-29.46,133.65,0.05,39549800,19582.65,200,3946350.0,352400.0,304350,442850,5.0,455.0
1,NFO,Options,NIFTY,2023-08-10,Put,19400.0,13.55,08-Aug-2023 14:39:07,13.5,11250,13.6,11050,18.0,25.65,11.85,18.05,-24.93,172.0,0.05,75115600,19582.65,350,6992300.0,603900.0,498700,1002250,4.0,677.5
2,NFO,Options,NIFTY,2023-08-10,Put,19450.0,20.75,08-Aug-2023 14:39:08,20.75,1800,20.8,4900,20.6,38.0,17.85,25.35,-18.15,216.95,0.05,62199050,19582.65,250,4505550.0,590550.0,368600,705600,3.0,1037.5
3,NFO,Options,NIFTY,2023-08-10,Put,19500.0,31.95,08-Aug-2023 14:39:08,31.85,6800,31.95,2250,34.5,55.2,27.25,35.65,-10.38,268.75,0.05,143724450,19582.65,50,10898500.0,1466700.0,758850,1816450,2.0,1597.5
4,NFO,Options,NIFTY,2023-08-10,Put,19550.0,48.0,08-Aug-2023 14:39:10,47.95,1300,48.1,6950,47.45,77.0,40.55,50.1,-4.19,327.35,0.05,128284200,19582.65,200,6798200.0,1245400.0,488900,1013050,1.0,2400.0
5,NFO,Options,NIFTY,2023-08-10,Put,19600.0,71.1,08-Aug-2023 14:39:10,71.1,650,71.25,3600,70.0,105.5,61.65,70.55,0.78,393.55,0.05,188949100,19582.65,50,7410400.0,3225200.0,595300,1126600,0.0,3555.0
6,NFO,Options,NIFTY,2023-08-10,Put,19650.0,100.65,08-Aug-2023 14:39:10,100.65,500,100.85,50,90.65,139.85,86.4,95.85,5.01,464.65,0.05,51021000,19582.65,50,1270450.0,499000.0,232000,255350,1.0,5032.5
7,NFO,Options,NIFTY,2023-08-10,Put,19700.0,137.35,08-Aug-2023 14:39:08,137.05,1050,137.3,200,120.0,179.1,116.85,127.05,8.11,540.6,0.05,42029300,19582.65,350,1740700.0,714450.0,221200,280700,2.0,6867.5
8,NFO,Options,NIFTY,2023-08-10,Put,19750.0,178.25,08-Aug-2023 14:39:08,178.15,550,178.55,350,163.05,222.1,153.0,163.25,9.19,619.1,0.05,9700950,19582.65,50,327550.0,130700.0,86400,108700,3.0,8912.5
9,NFO,Options,NIFTY,2023-08-10,Put,19800.0,222.6,08-Aug-2023 14:39:07,223.15,200,223.65,300,206.3,267.05,194.0,204.3,8.96,698.95,0.05,8019650,19582.65,250,546050.0,123000.0,113200,103100,4.0,11130.0
10,NFO,Options,NIFTY,2023-08-10,Put,19850.0,270.0,08-Aug-2023 14:39:05,269.75,50,270.45,150,249.5,315.0,238.6,248.65,8.59,777.95,0.05,743000,19582.65,100,94050.0,25150.0,50150,45000,5.0,13500.0
