,exchange_code,product_type,stock_code,expiry_date,right,strike_price,ltp,ltt,best_bid_price,best_bid_quantity,best_offer_price,best_offer_quantity,open,high,low,previous_close,ltp_percent_change,upper_circuit,lower_circuit,total_quantity_traded,spot_price,ltq,open_interest,chnge_oi,total_buy_qty,total_sell_qty,rel_50,price_per_lot
0,NFO,Options,NIFTY,2023-07-27,Put,19600.0,36.9,20-Jul-2023 11:07:05,36.9,5050,37.0,1850,45.05,51.95,34.35,37.55,-1.73,234.2,0.05,5403100,19837.3,50,3296850.0,138450.0,274200,304350,5.0,1845.0
1,NFO,Options,NIFTY,2023-07-27,Put,19650.0,46.0,20-Jul-2023 11:07:08,46.0,4050,46.1,1600,46.6,59.4,43.65,47.1,-2.34,268.75,0.05,2461600,19837.3,400,1027250.0,246250.0,219450,137450,4.0,2300.0
2,NFO,Options,NIFTY,2023-07-27,Put,19700.0,58.7,20-Jul-2023 11:07:02,58.3,2000,58.45,100,58.25,74.7,55.0,59.45,-1.26,307.35,0.05,9282550,19837.3,50,4260100.0,816900.0,303900,522900,3.0,2935.0
3,NFO,Options,NIFTY,2023-07-27,Put,19750.0,73.75,20-Jul-2023 11:07:05,73.7,2050,73.95,1350,86.95,94.3,69.85,75.75,-2.64,350.75,0.05,4798550,19837.3,100,1398300.0,629050.0,228850,227100,2.0,3687.5
4,NFO,Options,NIFTY,2023-07-27,Put,19800.0,91.7,20-Jul-2023 11:07:06,91.6,750,91.85,1150,107.0,116.7,87.2,94.5,-2.96,397.25,0.05,16423150,19837.3,50,5287500.0,1740350.0,435550,637900,1.0,4585.0
5,NFO,Options,NIFTY,2023-07-27,Put,19850.0,114.2,20-Jul-2023 11:07:07,114.0,1500,114.2,150,124.0,145.0,109.35,116.5,-1.97,447.35,0.05,3559600,19837.3,50,713200.0,292550.0,210450,147300,0.0,5710.0
6,NFO,Options,NIFTY,2023-07-27,Put,19900.0,140.55,20-Jul-2023 11:07:06,140.05,650,140.35,950,149.95,172.0,135.0,142.85,-1.61,501.75,0.05,4086050,19837.3,50,1098050.0,279900.0,231300,201750,1.0,7027.5
7,NFO,Options,NIFTY,2023-07-27,Put,19950.0,169.4,20-Jul-2023 11:07:07,168.1,100,168.75,100,178.0,204.2,164.0,171.35,-1.14,558.15,0.05,540200,19837.3,50,122200.0,29000.0,159200,44750,2.0,8470.0
8,NFO,Options,NIFTY,2023-07-27,Put,20000.0,203.65,20-Jul-2023 11:07:02,203.1,400,203.65,1250,199.95,241.0,196.65,206.25,-1.26,620.4,0.05,2019700,19837.3,50,1172650.0,105950.0,206950,152700,3.0,10182.5
9,NFO,Options,NIFTY,2023-07-27,Put,20050.0,238.8,20-Jul-2023 11:06:21,238.8,700,239.5,450,249.65,279.0,233.0,242.05,-1.34,682.8,0.05,106700,19837.3,50,25400.0,-7650.0,46750,20150,4.0,11940.0
10,NFO,Options,NIFTY,2023-07-27,Put,20100.0,280.4,20-Jul-2023 11:06:46,278.5,600,279.2,350,290.0,321.5,272.0,281.4,-0.36,747.65,0.05,248150,19837.3,150,108100.0,22000.0,54900,39900,5.0,14020.0
