,exchange_code,product_type,stock_code,expiry_date,right,strike_price,ltp,ltt,best_bid_price,best_bid_quantity,best_offer_price,best_offer_quantity,open,high,low,previous_close,ltp_percent_change,upper_circuit,lower_circuit,total_quantity_traded,spot_price,ltq,open_interest,chnge_oi,total_buy_qty,total_sell_qty,rel_50,price_per_lot
0,NFO,Options,NIFTY,2023-10-05,Put,19450.0,36.6,27-Sep-2023 12:23:19,36.65,1300,36.8,3500,38.55,67.5,34.35,33.95,7.81,286.6,0.05,2050200,19656.65,50,420400.0,102500.0,86750,101550,5.0,1830.0
1,NFO,Options,NIFTY,2023-10-05,Put,19500.0,45.6,27-Sep-2023 12:23:20,45.5,1500,45.6,1600,58.95,83.55,42.55,42.7,6.79,324.1,0.05,8616950,19656.65,100,1960150.0,484000.0,141500,252750,4.0,2280.0
2,NFO,Options,NIFTY,2023-10-05,Put,19550.0,56.7,27-Sep-2023 12:23:19,56.7,2100,56.9,950,66.9,102.0,53.35,52.7,7.59,363.65,0.05,3407050,19656.65,50,501900.0,196350.0,69850,112500,3.0,2835.0
3,NFO,Options,NIFTY,2023-10-05,Put,19600.0,70.95,27-Sep-2023 12:23:21,70.9,1300,71.15,2800,75.0,123.9,66.85,66.05,7.42,406.95,0.05,12899550,19656.65,50,2903200.0,1721200.0,152150,313700,2.0,3547.5
4,NFO,Options,NIFTY,2023-10-05,Put,19650.0,88.35,27-Sep-2023 12:23:18,88.05,100,88.25,200,92.65,148.6,83.4,82.15,7.55,453.1,0.05,4029750,19656.65,50,646700.0,217000.0,78550,176500,1.0,4417.5
5,NFO,Options,NIFTY,2023-10-05,Put,19700.0,108.25,27-Sep-2023 12:23:20,108.05,550,108.25,100,124.9,177.55,102.6,101.15,7.02,501.85,0.05,6893550,19656.65,50,1707550.0,217550.0,82650,130600,0.0,5412.5
6,NFO,Options,NIFTY,2023-10-05,Put,19750.0,132.95,27-Sep-2023 12:23:17,132.7,1400,133.2,600,125.0,209.45,125.0,123.9,7.3,553.8,0.05,871750,19656.65,50,196350.0,-14600.0,39800,46800,1.0,6647.5
7,NFO,Options,NIFTY,2023-10-05,Put,19800.0,161.55,27-Sep-2023 12:23:16,161.15,650,161.5,800,180.05,245.45,153.75,150.15,7.59,608.4,0.05,3358950,19656.65,50,999650.0,155400.0,44050,73600,2.0,8077.5
8,NFO,Options,NIFTY,2023-10-05,Put,19850.0,196.4,27-Sep-2023 12:22:58,193.75,650,194.4,1150,202.25,282.6,186.05,180.25,8.96,665.7,0.05,357750,19656.65,50,100050.0,-600.0,19950,24400,3.0,9820.0
9,NFO,Options,NIFTY,2023-10-05,Put,19900.0,232.65,27-Sep-2023 12:23:00,230.1,700,230.7,450,250.5,325.0,221.35,214.9,8.26,726.1,0.05,832400,19656.65,50,309750.0,-9850.0,29150,41250,4.0,11632.5
10,NFO,Options,NIFTY,2023-10-05,Put,19950.0,262.5,27-Sep-2023 12:20:07,270.25,50,271.0,450,298.65,369.0,260.5,250.55,4.77,785.95,0.05,49200,19656.65,50,54850.0,9800.0,8000,10350,5.0,13125.0
