,exchange_code,product_type,stock_code,expiry_date,right,strike_price,ltp,ltt,best_bid_price,best_bid_quantity,best_offer_price,best_offer_quantity,open,high,low,previous_close,ltp_percent_change,upper_circuit,lower_circuit,total_quantity_traded,spot_price,ltq,open_interest,chnge_oi,total_buy_qty,total_sell_qty,rel_50,price_per_lot
0,NFO,Options,NIFTY,2023-08-03,Put,19550.0,41.0,26-Jul-2023 15:29:59,40.15,50,41.35,150,60.0,60.0,33.4,40.05,-33.82,310.45,0.05,1819500,19778.3,50,281300.0,94400.0,28650,18050,5.0,2050.0
1,NFO,Options,NIFTY,2023-08-03,Put,19600.0,50.65,26-Jul-2023 15:29:59,50.5,400,51.6,150,61.0,68.95,41.55,50.3,-32.91,349.65,0.05,7370350,19778.3,50,1290400.0,196250.0,572350,73700,4.0,2532.5
2,NFO,Options,NIFTY,2023-08-03,Put,19650.0,65.0,26-Jul-2023 15:29:59,64.15,50,64.95,50,85.0,85.85,52.4,63.6,-31.07,394.65,0.05,3312750,19778.3,250,415350.0,144250.0,47400,43850,3.0,3250.0
3,NFO,Options,NIFTY,2023-08-03,Put,19700.0,80.1,26-Jul-2023 15:29:59,80.1,100,80.95,150,75.55,106.1,63.65,79.45,-30.32,441.75,0.05,11530800,19778.3,50,1857200.0,640150.0,68250,131700,2.0,4005.0
4,NFO,Options,NIFTY,2023-08-03,Put,19750.0,99.0,26-Jul-2023 15:29:59,99.0,200,99.65,1000,116.8,130.6,81.35,98.6,-28.49,491.75,0.05,5121500,19778.3,50,500300.0,293600.0,27050,58300,1.0,4950.0
5,NFO,Options,NIFTY,2023-08-03,Put,19800.0,119.8,26-Jul-2023 15:29:59,119.75,300,121.6,100,150.0,156.0,99.4,119.95,-27.26,544.3,0.05,15940800,19778.3,50,2345050.0,973400.0,64550,109550,0.0,5990.0
6,NFO,Options,NIFTY,2023-08-03,Put,19850.0,147.85,26-Jul-2023 15:29:59,145.4,150,147.9,50,181.75,181.75,121.4,145.4,-24.14,600.4,0.05,2738450,19778.3,50,131750.0,69550.0,11950,9900,1.0,7392.5
7,NFO,Options,NIFTY,2023-08-03,Put,19900.0,174.0,26-Jul-2023 15:29:58,174.1,150,175.15,50,205.2,215.2,146.55,175.4,-23.68,658.65,0.05,4238150,19778.3,50,463450.0,162350.0,17650,16500,2.0,8700.0
8,NFO,Options,NIFTY,2023-08-03,Put,19950.0,210.0,26-Jul-2023 15:29:53,206.05,50,209.55,150,243.9,244.5,175.2,208.4,-20.3,718.45,0.05,315150,19778.3,50,38700.0,9700.0,4350,6550,3.0,10500.0
9,NFO,Options,NIFTY,2023-08-03,Put,20000.0,242.0,26-Jul-2023 15:29:57,240.95,50,244.95,50,285.0,288.0,207.3,242.1,-20.12,781.0,0.05,1519850,19778.3,50,217350.0,-26050.0,9250,14500,4.0,12100.0
10,NFO,Options,NIFTY,2023-08-03,Put,20050.0,282.45,26-Jul-2023 15:29:35,278.7,50,289.85,100,321.4,321.4,241.6,280.0,-17.88,844.0,0.05,69600,19778.3,100,27700.0,18100.0,1750,11250,5.0,14122.5
