,exchange_code,product_type,stock_code,expiry_date,right,strike_price,ltp,ltt,best_bid_price,best_bid_quantity,best_offer_price,best_offer_quantity,open,high,low,previous_close,ltp_percent_change,upper_circuit,lower_circuit,total_quantity_traded,spot_price,ltq,open_interest,chnge_oi,total_buy_qty,total_sell_qty,rel_50,price_per_lot
0,NFO,Options,NIFTY,2023-07-06,Put,19150.0,0.05,06-Jul-2023 15:29:59,0.0,0,0.05,59150,3.95,4.35,0.05,0.1,-98.89,49.95,0.05,66573850,19386.2,200,2391950.0,0.0,0,366250,5.0,2.5
1,NFO,Options,NIFTY,2023-07-06,Put,19200.0,0.05,06-Jul-2023 15:29:59,0.0,0,0.05,309150,5.0,7.0,0.05,0.15,-99.24,84.65,0.05,150717400,19386.2,50,5808050.0,0.0,0,723000,4.0,2.5
2,NFO,Options,NIFTY,2023-07-06,Put,19250.0,0.05,06-Jul-2023 15:29:57,0.0,0,0.05,557700,9.9,12.3,0.05,0.15,-99.52,134.75,0.05,169700950,19386.2,50,4280000.0,0.0,0,866000,3.0,2.5
3,NFO,Options,NIFTY,2023-07-06,Put,19300.0,0.05,06-Jul-2023 15:29:57,0.0,0,0.05,42700,17.95,21.85,0.05,0.2,-99.72,202.65,0.05,354371900,19386.2,50,5298500.0,0.0,0,1039450,2.0,2.5
4,NFO,Options,NIFTY,2023-07-06,Put,19350.0,0.05,06-Jul-2023 15:29:59,0.05,134550,0.1,34550,25.5,37.75,0.05,0.25,-99.84,287.95,0.05,415944200,19386.2,1350,4500900.0,0.0,134550,838300,1.0,2.5
5,NFO,Options,NIFTY,2023-07-06,Put,19400.0,0.05,06-Jul-2023 15:29:57,0.0,0,0.05,81300,53.55,65.0,0.05,0.35,-99.9,386.05,0.05,746124750,19386.2,150,8469450.0,0.0,0,1810250,0.0,2.5
6,NFO,Options,NIFTY,2023-07-06,Put,19450.0,0.05,06-Jul-2023 15:29:59,0.0,0,0.05,1294550,69.0,103.8,0.05,1.0,-99.94,493.95,0.05,638030250,19386.2,250,7468350.0,0.0,0,2617450,1.0,2.5
7,NFO,Options,NIFTY,2023-07-06,Put,19500.0,2.65,06-Jul-2023 15:29:59,2.65,4750,2.75,64750,110.0,147.9,0.8,7.25,-97.75,604.15,0.05,511079600,19386.2,200,5934550.0,0.0,2838550,897400,2.0,132.5
8,NFO,Options,NIFTY,2023-07-06,Put,19550.0,52.6,06-Jul-2023 15:29:59,52.6,100100,52.7,26300,180.0,192.15,42.4,53.6,-67.21,707.95,0.05,70356200,19386.2,250,1017450.0,0.0,1808700,131500,3.0,2630.0
9,NFO,Options,NIFTY,2023-07-06,Put,19600.0,102.25,06-Jul-2023 15:29:59,102.25,33200,102.5,1200,239.75,239.75,92.4,103.9,-50.35,801.05,0.05,31108200,19386.2,550,413000.0,0.0,508050,58300,4.0,5112.5
10,NFO,Options,NIFTY,2023-07-06,Put,19650.0,152.4,06-Jul-2023 15:29:58,149.4,500,152.4,2150,280.0,285.65,142.2,154.35,-39.77,882.2,0.05,6667300,19386.2,50,136350.0,0.0,49250,12850,5.0,7620.0
