,exchange_code,product_type,stock_code,expiry_date,right,strike_price,ltp,ltt,best_bid_price,best_bid_quantity,best_offer_price,best_offer_quantity,open,high,low,previous_close,ltp_percent_change,upper_circuit,lower_circuit,total_quantity_traded,spot_price,ltq,open_interest,chnge_oi,total_buy_qty,total_sell_qty,rel_50,price_per_lot
0,NFO,Options,NIFTY,2023-08-17,Put,19350.0,35.4,08-Aug-2023 14:33:56,35.4,3150,35.55,50,37.75,50.0,33.75,38.2,-7.33,230.2,0.05,1192050,19587.95,100,229900.0,76450.0,64400,54200,5.0,1770.0
1,NFO,Options,NIFTY,2023-08-17,Put,19400.0,45.1,08-Aug-2023 14:33:55,45.2,2600,45.4,2600,44.05,62.85,42.2,47.2,-4.45,261.65,0.05,2616950,19587.95,50,655700.0,231200.0,89350,101550,4.0,2255.0
2,NFO,Options,NIFTY,2023-08-17,Put,19450.0,57.0,08-Aug-2023 14:33:54,57.2,2050,57.4,350,56.7,78.1,53.15,58.6,-2.73,296.4,0.05,1239000,19587.95,50,232050.0,53550.0,69450,61000,3.0,2850.0
3,NFO,Options,NIFTY,2023-08-17,Put,19500.0,72.35,08-Aug-2023 14:33:59,72.2,1850,72.45,200,64.05,97.0,64.05,73.05,-0.96,334.95,0.05,4871650,19587.95,50,904700.0,278850.0,109950,145650,2.0,3617.5
4,NFO,Options,NIFTY,2023-08-17,Put,19550.0,89.4,08-Aug-2023 14:33:52,90.05,400,90.35,500,83.8,118.6,83.25,90.25,-0.94,376.85,0.05,2208200,19587.95,50,294200.0,133550.0,92600,90650,1.0,4470.0
5,NFO,Options,NIFTY,2023-08-17,Put,19600.0,111.75,08-Aug-2023 14:33:58,111.6,400,111.9,1500,108.75,144.0,101.0,110.35,1.27,421.95,0.05,5218500,19587.95,50,892500.0,340500.0,87800,111100,0.0,5587.5
6,NFO,Options,NIFTY,2023-08-17,Put,19650.0,136.2,08-Aug-2023 14:33:33,136.65,50,137.0,1000,133.7,172.1,125.4,134.25,1.45,471.0,0.05,757900,19587.95,150,72700.0,9350.0,37950,39450,1.0,6810.0
7,NFO,Options,NIFTY,2023-08-17,Put,19700.0,165.45,08-Aug-2023 14:33:41,165.4,400,165.9,800,160.0,204.45,151.8,161.05,2.73,522.9,0.05,957550,19587.95,100,197650.0,40150.0,50200,79550,2.0,8272.5
8,NFO,Options,NIFTY,2023-08-17,Put,19750.0,197.85,08-Aug-2023 14:33:19,197.3,200,198.0,1700,183.05,238.6,181.85,191.05,3.56,577.65,0.05,201550,19587.95,500,30100.0,9000.0,23850,20300,3.0,9892.5
9,NFO,Options,NIFTY,2023-08-17,Put,19800.0,232.4,08-Aug-2023 14:33:48,233.2,400,233.5,50,220.6,277.35,215.0,225.3,3.15,636.15,0.05,470000,19587.95,150,186550.0,11650.0,31700,32900,4.0,11620.0
10,NFO,Options,NIFTY,2023-08-17,Put,19850.0,272.65,08-Aug-2023 14:33:18,272.5,250,273.5,250,258.55,317.35,253.95,264.2,3.2,698.55,0.05,29700,19587.95,50,8250.0,1900.0,9900,10300,5.0,13632.5
