,datetime,close,exchange_code,high,low,open,stock_code,volume
0,2020-08-18 09:15:00,2094.05,NSE,2094.05,2082.35,2085.0,RELIND,284367
1,2020-08-18 09:16:00,2103.2,NSE,2103.2,2090.55,2093.45,RELIND,204602
2,2020-08-18 09:17:00,2105.65,NSE,2107.35,2101.25,2103.65,RELIND,224458
3,2020-08-18 09:18:00,2104.05,NSE,2105.9,2100.65,2105.35,RELIND,154450
4,2020-08-18 09:19:00,2111.5,NSE,2111.5,2103.55,2103.55,RELIND,186829
5,2020-08-18 09:20:00,2116.5,NSE,2117.0,2111.1,2112.0,RELIND,210049
6,2020-08-18 09:21:00,2117.6,NSE,2120.0,2116.0,2117.0,RELIND,232224
7,2020-08-18 09:22:00,2115.0,NSE,2118.75,2112.15,2117.4,RELIND,162005
8,2020-08-18 09:23:00,2117.1,NSE,2118.0,2114.7,2114.7,RELIND,100779
9,2020-08-18 09:24:00,2114.75,NSE,2118.6,2114.05,2116.55,RELIND,87779
10,2020-08-18 09:25:00,2114.25,NSE,2116.0,2111.0,2114.85,RELIND,101520
11,2020-08-18 09:26:00,2122.0,NSE,2122.0,2114.0,2114.6,RELIND,192587
12,2020-08-18 09:27:00,2124.2,NSE,2125.0,2121.0,2121.1,RELIND,199801
13,2020-08-18 09:28:00,2125.7,NSE,2128.0,2121.8,2124.8,RELIND,190913
14,2020-08-18 09:29:00,2132.0,NSE,2132.0,2125.3,2126.0,RELIND,221744
15,2020-08-18 09:30:00,2130.55,NSE,2132.7,2126.25,2132.0,RELIND,254595
16,2020-08-18 09:31:00,2129.1,NSE,2134.3,2128.5,2130.85,RELIND,197336
17,2020-08-18 09:32:00,2127.25,NSE,2130.0,2127.0,2129.45,RELIND,131690
18,2020-08-18 09:33:00,2126.7,NSE,2128.65,2124.95,2126.0,RELIND,112442
19,2020-08-18 09:34:00,2126.8,NSE,2127.55,2125.0,2125.6,RELIND,67646
20,2020-08-18 09:35:00,2123.1,NSE,2127.2,2123.0,2126.05,RELIND,94659
21,2020-08-18 09:36:00,2124.0,NSE,2125.95,2122.35,2123.0,RELIND,68818
22,2020-08-18 09:37:00,2121.75,NSE,2125.0,2121.65,2124.1,RELIND,63939
23,2020-08-18 09:38:00,2122.85,NSE,2124.0,2121.0,2121.0,RELIND,55726
24,2020-08-18 09:39:00,2123.35,NSE,2123.35,2121.6,2122.0,RELIND,38143
25,2020-08-18 09:40:00,2126.0,NSE,2126.0,2123.0,2123.8,RELIND,61201
26,2020-08-18 09:41:00,2125.1,NSE,2127.15,2125.1,2125.5,RELIND,54554
27,2020-08-18 09:42:00,2124.0,NSE,2125.45,2123.0,2125.0,RELIND,38723
