,exchange_code,product_type,stock_code,expiry_date,right,strike_price,ltp,ltt,best_bid_price,best_bid_quantity,best_offer_price,best_offer_quantity,open,high,low,previous_close,ltp_percent_change,upper_circuit,lower_circuit,total_quantity_traded,spot_price,ltq,open_interest,chnge_oi,total_buy_qty,total_sell_qty,rel_50,price_per_lot
0,NFO,Options,NIFTY,2023-11-30,Call,19800.0,265.65,29-Nov-2023 12:53:34,265.0,1250,265.35,250,182.2,299.5,182.2,153.75,72.78,642.0,0.05,13145200,20037.3,100,3618800.0,-1523100.0,244900,191700,5.0,13282.5
1,NFO,Options,NIFTY,2023-11-30,Call,19850.0,216.3,29-Nov-2023 12:53:34,216.25,350,216.8,600,141.0,229.65,130.1,113.55,90.49,577.1,0.05,11195550,20037.3,100,1737450.0,-1057400.0,154450,155700,4.0,10815.0
2,NFO,Options,NIFTY,2023-11-30,Call,19900.0,170.6,29-Nov-2023 12:53:35,170.25,450,170.6,150,105.0,182.85,91.7,80.25,112.59,508.5,0.05,47850500,20037.3,50,4580000.0,-2435500.0,420500,428550,3.0,8530.0
3,NFO,Options,NIFTY,2023-11-30,Call,19950.0,126.8,29-Nov-2023 12:53:35,126.55,300,126.75,1200,75.0,138.7,70.5,51.75,145.02,436.8,0.05,70997300,20037.3,50,2549250.0,-1392450.0,448000,269500,2.0,6340.0
4,NFO,Options,NIFTY,2023-11-30,Call,20000.0,86.9,29-Nov-2023 12:53:37,86.9,250,87.0,800,53.35,98.0,43.85,30.6,183.99,363.55,0.05,210787300,20037.3,150,10676800.0,427000.0,1537700,1420600,1.0,4345.0
5,NFO,Options,NIFTY,2023-11-30,Call,20050.0,53.85,29-Nov-2023 12:53:36,53.75,2900,53.9,3450,31.3,62.5,25.0,16.15,233.44,290.75,0.05,163635750,20037.3,200,8177900.0,3165150.0,1091050,1173100,0.0,2692.5
6,NFO,Options,NIFTY,2023-11-30,Call,20100.0,28.85,29-Nov-2023 12:53:37,28.8,2500,28.85,2850,13.5,35.95,12.5,7.6,279.61,222.2,0.05,184131200,20037.3,250,12647900.0,3823300.0,1852400,1685400,1.0,1442.5
7,NFO,Options,NIFTY,2023-11-30,Call,20150.0,13.85,29-Nov-2023 12:53:36,13.8,19700,13.85,300,4.5,18.5,4.5,3.35,313.43,163.35,0.05,155503250,20037.3,50,9132550.0,4578400.0,1707050,1144700,2.0,692.5
8,NFO,Options,NIFTY,2023-11-30,Call,20200.0,6.05,29-Nov-2023 12:53:36,6.05,42800,6.1,6150,3.0,8.75,2.5,1.75,245.71,122.55,0.05,171182300,20037.3,700,14004550.0,5638050.0,8577550,1965500,3.0,302.5
9,NFO,Options,NIFTY,2023-11-30,Call,20250.0,2.9,29-Nov-2023 12:53:34,2.9,65450,2.95,43350,1.95,4.3,1.05,1.2,141.67,98.2,0.05,99674400,20037.3,50,7214900.0,3010050.0,3546450,919000,4.0,145.0
10,NFO,Options,NIFTY,2023-11-30,Call,20300.0,1.65,29-Nov-2023 12:53:34,1.65,106300,1.7,172700,1.0,2.25,0.95,0.9,83.33,81.15,0.05,131901900,20037.3,500,7440750.0,1854750.0,14708300,1163450,5.0,82.5
