,exchange_code,product_type,stock_code,expiry_date,right,strike_price,ltp,ltt,best_bid_price,best_bid_quantity,best_offer_price,best_offer_quantity,open,high,low,previous_close,ltp_percent_change,upper_circuit,lower_circuit,total_quantity_traded,spot_price,ltq,open_interest,chnge_oi,total_buy_qty,total_sell_qty,rel_50,price_per_lot
0,NFO,Options,NIFTY,2023-08-31,Call,19050.0,241.4,25-Aug-2023 14:24:52,242.0,50,242.45,50,328.6,328.6,217.0,365.1,-33.88,884.35,0.05,835400,19265.45,50,56050.0,40150.0,87050,65150,5.0,12070.0
1,NFO,Options,NIFTY,2023-08-31,Call,19100.0,201.4,25-Aug-2023 14:24:56,201.3,100,201.7,150,297.6,297.6,179.65,316.85,-36.44,814.05,0.05,8924200,19265.45,100,679300.0,524400.0,146750,127550,4.0,10070.0
2,NFO,Options,NIFTY,2023-08-31,Call,19150.0,163.5,25-Aug-2023 14:24:55,163.8,600,164.1,250,205.0,211.55,145.25,267.35,-38.84,740.5,0.05,8288650,19265.45,100,428500.0,382900.0,124050,111950,3.0,8175.0
3,NFO,Options,NIFTY,2023-08-31,Call,19200.0,130.2,25-Aug-2023 14:24:57,130.0,1400,130.25,50,173.0,175.35,115.0,232.25,-43.94,679.55,0.05,49737850,19265.45,50,2579250.0,2019650.0,368650,431650,2.0,6510.0
4,NFO,Options,NIFTY,2023-08-31,Call,19250.0,100.9,25-Aug-2023 14:24:56,100.9,450,101.1,900,107.0,138.95,89.3,191.95,-47.43,611.85,0.05,70609700,19265.45,50,3080000.0,2901750.0,463900,548050,1.0,5045.0
5,NFO,Options,NIFTY,2023-08-31,Call,19300.0,76.1,25-Aug-2023 14:24:56,76.0,1550,76.15,1600,120.0,120.0,67.2,157.15,-51.57,548.4,0.05,208652500,19265.45,50,11780900.0,9919400.0,1138350,1951750,0.0,3805.0
6,NFO,Options,NIFTY,2023-08-31,Call,19350.0,56.15,25-Aug-2023 14:24:56,56.0,4450,56.15,1900,100.0,100.05,49.8,125.55,-55.28,487.3,0.05,96046600,19265.45,50,4902850.0,4106450.0,614400,995650,1.0,2807.5
7,NFO,Options,NIFTY,2023-08-31,Call,19400.0,40.3,25-Aug-2023 14:24:57,40.25,4050,40.35,150,68.95,69.0,36.15,97.75,-58.77,429.5,0.05,120268150,19265.45,150,11391100.0,5963400.0,896200,1770950,2.0,2015.0
8,NFO,Options,NIFTY,2023-08-31,Call,19450.0,28.6,25-Aug-2023 14:24:57,28.55,6100,28.6,50,54.0,54.0,26.4,74.35,-61.53,376.05,0.05,57456200,19265.45,50,6100400.0,3154000.0,472500,955450,3.0,1430.0
9,NFO,Options,NIFTY,2023-08-31,Call,19500.0,20.05,25-Aug-2023 14:24:58,20.05,11200,20.1,2050,25.6,38.0,18.8,53.75,-62.7,325.7,0.05,92587700,19265.45,50,14060350.0,2689950.0,761900,1867050,4.0,1002.5
10,NFO,Options,NIFTY,2023-08-31,Call,19550.0,13.95,25-Aug-2023 14:24:58,13.9,4400,13.95,11050,22.0,34.2,13.25,38.5,-63.77,281.45,0.05,44975450,19265.45,150,4171550.0,1369050.0,398000,676650,5.0,697.5
