,exchange_code,product_type,stock_code,expiry_date,right,strike_price,ltp,ltt,best_bid_price,best_bid_quantity,best_offer_price,best_offer_quantity,open,high,low,previous_close,ltp_percent_change,upper_circuit,lower_circuit,total_quantity_traded,spot_price,ltq,open_interest,chnge_oi,total_buy_qty,total_sell_qty,rel_50,price_per_lot
0,NFO,Options,NIFTY,2023-08-17,Call,19350.0,293.25,08-Aug-2023 14:29:47,291.55,50,292.6,650,308.4,316.55,256.4,310.8,-5.65,784.35,0.05,28150,19593.65,250,17500.0,-1450.0,23650,14900,5.0,14662.5
1,NFO,Options,NIFTY,2023-08-17,Call,19400.0,252.4,08-Aug-2023 14:36:05,251.75,100,252.4,100,273.8,277.0,218.8,270.7,-6.76,721.8,0.05,508650,19593.65,50,140650.0,51400.0,33200,34350,4.0,12620.0
2,NFO,Options,NIFTY,2023-08-17,Call,19450.0,213.55,08-Aug-2023 14:35:59,213.75,250,214.55,450,231.05,238.4,184.3,233.75,-8.64,661.5,0.05,191800,19593.65,50,157400.0,36750.0,23650,27600,3.0,10677.5
3,NFO,Options,NIFTY,2023-08-17,Call,19500.0,179.0,08-Aug-2023 14:36:15,178.55,200,178.95,50,200.7,203.0,152.15,196.6,-8.95,600.25,0.05,2239400,19593.65,50,372300.0,113600.0,65450,89450,2.0,8950.0
4,NFO,Options,NIFTY,2023-08-17,Call,19550.0,146.7,08-Aug-2023 14:36:15,146.35,700,146.7,1050,165.0,168.6,123.85,163.6,-10.33,542.55,0.05,1491900,19593.65,50,231700.0,95650.0,53350,61550,1.0,7335.0
5,NFO,Options,NIFTY,2023-08-17,Call,19600.0,117.9,08-Aug-2023 14:36:15,117.6,750,117.75,1100,135.15,148.5,99.2,133.75,-11.85,487.7,0.05,5567450,19593.65,500,906400.0,380950.0,94900,162350,0.0,5895.0
6,NFO,Options,NIFTY,2023-08-17,Call,19650.0,92.35,08-Aug-2023 14:36:09,92.4,550,92.7,1350,109.0,116.35,77.5,106.9,-13.61,435.7,0.05,1696900,19593.65,50,258050.0,118600.0,96950,96850,1.0,4617.5
7,NFO,Options,NIFTY,2023-08-17,Call,19700.0,70.65,08-Aug-2023 14:36:08,70.75,1200,70.95,1000,87.15,87.6,59.25,83.75,-15.64,387.45,0.05,3278850,19593.65,50,810200.0,263100.0,146800,130550,2.0,3532.5
8,NFO,Options,NIFTY,2023-08-17,Call,19750.0,52.8,08-Aug-2023 14:36:10,52.8,3450,53.05,1200,70.0,70.0,44.25,64.35,-17.95,343.3,0.05,1444300,19593.65,100,373650.0,117750.0,108400,65950,3.0,2640.0
9,NFO,Options,NIFTY,2023-08-17,Call,19800.0,38.85,08-Aug-2023 14:36:17,38.85,650,38.95,100,48.7,50.35,32.8,48.45,-19.81,303.15,0.05,2824700,19593.65,50,987850.0,288800.0,111050,132500,4.0,1942.5
10,NFO,Options,NIFTY,2023-08-17,Call,19850.0,28.3,08-Aug-2023 14:35:59,28.2,2600,28.35,3100,35.85,37.75,24.3,36.05,-21.5,267.25,0.05,1327900,19593.65,50,438400.0,108050.0,71400,48400,5.0,1415.0
