,exchange_code,product_type,stock_code,expiry_date,right,strike_price,ltp,ltt,best_bid_price,best_bid_quantity,best_offer_price,best_offer_quantity,open,high,low,previous_close,ltp_percent_change,upper_circuit,lower_circuit,total_quantity_traded,spot_price,ltq,open_interest,chnge_oi,total_buy_qty,total_sell_qty,rel_50,price_per_lot
0,NFO,Options,NIFTY,2023-10-26,Call,18650.0,206.35,26-Oct-2023 15:29:55,206.35,150,207.25,50,378.95,385.25,189.75,475.3,-56.59,1039.8,0.05,1081700,18857.25,100,74500.0,73350.0,38900,13900,5.0,10317.5
1,NFO,Options,NIFTY,2023-10-26,Call,18700.0,157.0,26-Oct-2023 15:28:39,157.1,800,157.45,50,329.75,338.75,140.75,428.25,-63.34,991.95,0.05,12795250,18857.25,50,240900.0,226900.0,87600,32450,4.0,7850.0
2,NFO,Options,NIFTY,2023-10-26,Call,18750.0,107.2,26-Oct-2023 15:29:53,107.1,950,107.4,550,281.35,283.45,92.05,373.9,-71.33,935.5,0.05,22817850,18857.25,50,365000.0,359700.0,71600,19450,3.0,5360.0
3,NFO,Options,NIFTY,2023-10-26,Call,18800.0,57.4,26-Oct-2023 15:28:39,57.4,1700,57.45,3150,238.0,240.5,42.55,327.0,-82.45,883.75,0.05,205833250,18857.25,250,6128800.0,6048150.0,2488650,186950,2.0,2870.0
4,NFO,Options,NIFTY,2023-10-26,Call,18850.0,7.5,26-Oct-2023 15:28:39,7.45,83950,7.5,11650,178.9,195.15,2.1,282.8,-97.35,829.5,0.05,715346500,18857.25,250,11114050.0,11103200.0,4813150,1170450,1.0,375.0
5,NFO,Options,NIFTY,2023-10-26,Call,18900.0,0.05,26-Oct-2023 15:28:39,0.05,5057300,0.1,1553100,146.3,157.7,0.05,235.05,-99.98,763.1,0.05,1073880800,18857.25,50,18408950.0,18297500.0,5057300,3801900,0.0,2.5
6,NFO,Options,NIFTY,2023-10-26,Call,18950.0,0.1,26-Oct-2023 15:28:39,0.05,1244700,0.1,806400,112.2,112.25,0.05,189.25,-99.95,686.6,0.05,594909650,18857.25,550,7730500.0,7628500.0,1244700,1606450,1.0,5.0
7,NFO,Options,NIFTY,2023-10-26,Call,19000.0,0.05,26-Oct-2023 15:29:55,0.0,0,0.05,344900,66.0,89.55,0.05,151.4,-99.97,603.45,0.05,686166950,18857.25,100,11934150.0,10466750.0,0,1673150,2.0,2.5
8,NFO,Options,NIFTY,2023-10-26,Call,19050.0,0.05,26-Oct-2023 15:29:09,0.0,0,0.05,206450,42.6,48.45,0.05,110.6,-99.95,502.85,0.05,344846800,18857.25,50,4355750.0,3328100.0,0,658600,3.0,2.5
9,NFO,Options,NIFTY,2023-10-26,Call,19100.0,0.1,26-Oct-2023 15:29:09,0.05,8450,0.1,218000,35.0,35.0,0.05,76.25,-99.87,398.1,0.05,330856650,18857.25,400,5311150.0,562450.0,8450,761200,4.0,5.0
10,NFO,Options,NIFTY,2023-10-26,Call,19150.0,0.05,26-Oct-2023 15:29:53,0.0,0,0.05,29700,16.0,16.0,0.05,48.15,-99.9,295.6,0.05,185077400,18857.25,300,3186400.0,-1925550.0,0,389250,5.0,2.5
