,exchange_code,product_type,stock_code,expiry_date,right,strike_price,ltp,ltt,best_bid_price,best_bid_quantity,best_offer_price,best_offer_quantity,open,high,low,previous_close,ltp_percent_change,upper_circuit,lower_circuit,total_quantity_traded,spot_price,ltq,open_interest,chnge_oi,total_buy_qty,total_sell_qty,rel_50,price_per_lot
0,NFO,Options,NIFTY,2023-09-21,Call,19700.0,222.8,20-Sep-2023 15:29:59,222.15,50,222.8,150,344.6,368.6,193.75,224.8,-51.37,534.6,0.05,2704750,19901.4,50,267950.0,21500.0,39450,20050,5.0,11140.0
1,NFO,Options,NIFTY,2023-09-21,Call,19750.0,175.85,20-Sep-2023 15:29:58,175.75,50,177.0,1050,284.35,321.55,150.85,178.1,-57.08,448.0,0.05,2675400,19901.4,100,124950.0,66350.0,16750,12650,4.0,8792.5
2,NFO,Options,NIFTY,2023-09-21,Call,19800.0,134.2,20-Sep-2023 15:29:59,134.25,50,134.3,50,246.5,273.9,111.9,134.8,-61.97,366.0,0.05,22095850,19901.4,50,1027400.0,656650.0,69650,104900,3.0,6710.0
3,NFO,Options,NIFTY,2023-09-21,Call,19850.0,95.15,20-Sep-2023 15:29:59,95.35,50,96.0,1100,197.0,231.35,78.25,95.55,-68.71,278.95,0.05,27187750,19901.4,200,907200.0,822400.0,86600,82700,2.0,4757.5
4,NFO,Options,NIFTY,2023-09-21,Call,19900.0,63.15,20-Sep-2023 15:29:59,63.4,50,63.95,500,152.35,183.8,52.7,63.0,-75.55,198.4,0.05,130029800,19901.4,50,5632300.0,5173250.0,346250,704700,1.0,3157.5
5,NFO,Options,NIFTY,2023-09-21,Call,19950.0,37.85,20-Sep-2023 15:29:59,37.85,150,38.0,250,130.0,141.95,31.9,37.6,-82.37,128.45,0.05,150610650,19901.4,50,7403000.0,7199250.0,230050,820500,0.0,1892.5
6,NFO,Options,NIFTY,2023-09-21,Call,20000.0,20.35,20-Sep-2023 15:29:59,20.3,1800,20.7,900,88.75,105.75,17.95,20.4,-88.18,76.7,0.05,257067300,19901.4,100,17407600.0,16135900.0,619750,2047250,1.0,1017.5
7,NFO,Options,NIFTY,2023-09-21,Call,20050.0,10.2,20-Sep-2023 15:29:59,10.15,1200,10.2,1500,58.05,74.2,9.2,10.1,-92.36,42.35,0.05,144176350,19901.4,100,8566300.0,7953400.0,336300,889100,2.0,510.0
8,NFO,Options,NIFTY,2023-09-21,Call,20100.0,4.8,20-Sep-2023 15:29:59,4.8,1850,4.85,3500,40.0,49.0,4.55,5.1,-95.1,21.7,0.05,182595400,19901.4,50,13375050.0,9742200.0,308650,1333950,3.0,240.0
9,NFO,Options,NIFTY,2023-09-21,Call,20150.0,2.95,20-Sep-2023 15:29:59,2.75,50,2.95,5000,34.0,34.0,2.5,3.05,-95.73,13.0,0.05,111968800,19901.4,50,8048100.0,3775450.0,334550,773750,4.0,147.5
10,NFO,Options,NIFTY,2023-09-21,Call,20200.0,2.05,20-Sep-2023 15:29:59,1.85,12650,2.1,400,21.0,25.0,1.85,2.3,-95.5,9.8,0.05,143116200,19901.4,50,14091350.0,3671000.0,387850,1246100,5.0,102.5
