,exchange_code,product_type,stock_code,expiry_date,right,strike_price,ltp,ltt,best_bid_price,best_bid_quantity,best_offer_price,best_offer_quantity,open,high,low,previous_close,ltp_percent_change,upper_circuit,lower_circuit,total_quantity_traded,spot_price,ltq,open_interest,chnge_oi,total_buy_qty,total_sell_qty,rel_50,price_per_lot
0,NFO,Options,NIFTY,2023-08-31,Call,19050.0,240.45,25-Aug-2023 14:23:01,239.05,50,239.55,100,328.6,328.6,217.0,365.1,-34.14,884.35,0.05,829500,19265.65,50,56150.0,40250.0,87250,63150,5.0,12022.5
1,NFO,Options,NIFTY,2023-08-31,Call,19100.0,198.8,25-Aug-2023 14:23:11,198.4,350,198.75,200,297.6,297.6,179.65,316.85,-37.26,814.05,0.05,8891850,19265.65,150,671000.0,516100.0,148450,130200,4.0,9940.0
2,NFO,Options,NIFTY,2023-08-31,Call,19150.0,161.2,25-Aug-2023 14:23:11,161.0,1150,161.3,1000,205.0,211.55,145.25,267.35,-39.7,740.5,0.05,8257250,19265.65,50,416200.0,370600.0,117950,120400,3.0,8060.0
3,NFO,Options,NIFTY,2023-08-31,Call,19200.0,127.9,25-Aug-2023 14:23:11,127.9,50,128.1,450,173.0,175.35,115.0,232.25,-44.93,679.55,0.05,49577350,19265.65,300,2513350.0,1953750.0,351300,425100,2.0,6395.0
4,NFO,Options,NIFTY,2023-08-31,Call,19250.0,99.15,25-Aug-2023 14:23:11,99.05,2750,99.15,1850,107.0,138.95,89.3,191.95,-48.35,611.85,0.05,70336650,19265.65,100,2971400.0,2793150.0,432900,579600,1.0,4957.5
5,NFO,Options,NIFTY,2023-08-31,Call,19300.0,74.7,25-Aug-2023 14:23:11,74.55,850,74.75,2300,120.0,120.0,67.2,157.15,-52.47,548.4,0.05,207962200,19265.65,200,11681550.0,9820050.0,1064950,2008150,0.0,3735.0
6,NFO,Options,NIFTY,2023-08-31,Call,19350.0,55.1,25-Aug-2023 14:23:11,55.0,15900,55.1,2200,100.0,100.05,49.8,125.55,-56.11,487.3,0.05,95843900,19265.65,50,4854800.0,4058400.0,552250,1033850,1.0,2755.0
7,NFO,Options,NIFTY,2023-08-31,Call,19400.0,39.7,25-Aug-2023 14:23:11,39.7,600,39.75,100,68.95,69.0,36.15,97.75,-59.39,429.5,0.05,119894400,19265.65,700,11324100.0,5896400.0,843000,1813050,2.0,1985.0
8,NFO,Options,NIFTY,2023-08-31,Call,19450.0,28.25,25-Aug-2023 14:23:11,28.25,1900,28.3,300,54.0,54.0,26.4,74.35,-62.0,376.05,0.05,57278150,19265.65,50,6123500.0,3177100.0,449800,978700,3.0,1412.5
9,NFO,Options,NIFTY,2023-08-31,Call,19500.0,20.05,25-Aug-2023 14:23:13,19.95,7350,20.05,10950,25.6,38.0,18.8,53.75,-62.7,325.7,0.05,92325650,19265.65,50,14041950.0,2671550.0,733300,1870700,4.0,1002.5
10,NFO,Options,NIFTY,2023-08-31,Call,19550.0,14.0,25-Aug-2023 14:23:12,13.95,10400,14.0,2950,22.0,34.2,13.25,38.5,-63.64,281.45,0.05,44576550,19265.65,150,4037850.0,1235350.0,414550,676100,5.0,700.0
