,exchange_code,product_type,stock_code,expiry_date,right,strike_price,ltp,ltt,best_bid_price,best_bid_quantity,best_offer_price,best_offer_quantity,open,high,low,previous_close,ltp_percent_change,upper_circuit,lower_circuit,total_quantity_traded,spot_price,ltq,open_interest,chnge_oi,total_buy_qty,total_sell_qty,rel_50,price_per_lot
0,NFO,Options,NIFTY,2023-11-16,Call,18900.0,372.05,02-Nov-2023 15:28:14,372.25,400,373.9,400,333.25,372.05,292.1,252.25,47.49,754.1,0.05,44400,19144.25,50,12000.0,-750.0,15350,7450,5.0,18602.5
1,NFO,Options,NIFTY,2023-11-16,Call,18950.0,331.3,02-Nov-2023 15:28:04,332.15,400,333.7,50,312.95,331.3,260.2,220.05,50.56,699.1,0.05,10750,19144.25,50,2750.0,-2550.0,12500,8500,4.0,16565.0
2,NFO,Options,NIFTY,2023-11-16,Call,19000.0,294.35,02-Nov-2023 15:28:11,293.45,100,294.2,50,249.95,294.45,222.0,189.35,55.45,644.9,0.05,508700,19144.25,50,172900.0,51400.0,31450,14050,3.0,14717.5
3,NFO,Options,NIFTY,2023-11-16,Call,19050.0,255.25,02-Nov-2023 15:27:49,256.35,900,257.8,100,201.2,255.25,192.7,162.85,56.74,594.25,0.05,90450,19144.25,200,17600.0,-1300.0,21850,8550,2.0,12762.5
4,NFO,Options,NIFTY,2023-11-16,Call,19100.0,222.3,02-Nov-2023 15:28:28,222.1,50,222.45,250,183.2,225.0,161.7,137.95,61.15,544.85,0.05,730050,19144.25,50,257750.0,97850.0,39350,24100,1.0,11115.0
5,NFO,Options,NIFTY,2023-11-16,Call,19150.0,190.55,02-Nov-2023 15:28:26,190.2,50,190.95,100,159.1,192.35,137.75,116.7,63.28,498.85,0.05,252350,19144.25,50,63550.0,40050.0,33750,15300,0.0,9527.5
6,NFO,Options,NIFTY,2023-11-16,Call,19200.0,159.6,02-Nov-2023 15:28:27,160.05,50,160.5,300,138.7,163.8,112.95,97.45,63.78,454.75,0.05,691150,19144.25,500,232100.0,131250.0,37700,37150,1.0,7980.0
7,NFO,Options,NIFTY,2023-11-16,Call,19250.0,133.45,02-Nov-2023 15:28:14,132.95,200,134.1,1800,115.0,138.2,93.0,81.25,64.25,413.85,0.05,216300,19144.25,200,55600.0,12150.0,34100,11700,2.0,6672.5
8,NFO,Options,NIFTY,2023-11-16,Call,19300.0,109.25,02-Nov-2023 15:28:21,109.35,450,109.5,300,93.1,115.0,74.95,67.15,62.7,375.35,0.05,647850,19144.25,100,235200.0,89600.0,46250,31050,3.0,5462.5
9,NFO,Options,NIFTY,2023-11-16,Call,19350.0,88.85,02-Nov-2023 15:28:23,88.35,50,89.2,250,79.95,94.45,59.45,53.85,65.0,338.1,0.05,253100,19144.25,250,128000.0,57900.0,27350,11950,4.0,4442.5
10,NFO,Options,NIFTY,2023-11-16,Call,19400.0,70.65,02-Nov-2023 15:28:25,70.6,100,70.8,800,68.8,76.15,46.3,43.9,60.93,304.8,0.05,877600,19144.25,100,434100.0,269650.0,75350,42350,5.0,3532.5
