,exchange_code,product_type,stock_code,expiry_date,right,strike_price,ltp,ltt,best_bid_price,best_bid_quantity,best_offer_price,best_offer_quantity,open,high,low,previous_close,ltp_percent_change,upper_circuit,lower_circuit,total_quantity_traded,spot_price,ltq,open_interest,chnge_oi,total_buy_qty,total_sell_qty,rel_50,price_per_lot
0,NFO,Options,NIFTY,2023-09-14,Call,19200.0,318.65,01-Sep-2023 15:29:47,316.8,50,319.5,50,248.7,325.55,219.1,309.8,22.51,708.9,0.05,397350,19435.3,50,55100.0,3450.0,12500,5550,5.0,15932.5
1,NFO,Options,NIFTY,2023-09-14,Call,19250.0,280.0,01-Sep-2023 15:29:47,274.95,150,279.9,50,230.0,285.9,186.55,271.05,22.83,653.7,0.05,272550,19435.3,50,28850.0,-9900.0,15400,6400,4.0,14000.0
2,NFO,Options,NIFTY,2023-09-14,Call,19300.0,238.35,01-Sep-2023 15:29:58,237.0,50,239.45,100,184.75,248.0,155.65,234.5,23.53,595.2,0.05,1611150,19435.3,50,228150.0,54700.0,23500,6450,3.0,11917.5
3,NFO,Options,NIFTY,2023-09-14,Call,19350.0,205.7,01-Sep-2023 15:29:59,200.05,50,204.4,150,155.0,212.6,127.8,198.45,27.05,540.35,0.05,888150,19435.3,50,87700.0,22750.0,27050,4650,2.0,10285.0
4,NFO,Options,NIFTY,2023-09-14,Call,19400.0,168.05,01-Sep-2023 15:29:59,168.05,100,169.65,50,133.0,179.7,103.3,165.7,24.76,489.3,0.05,2360800,19435.3,50,305350.0,78550.0,30000,8900,1.0,8402.5
5,NFO,Options,NIFTY,2023-09-14,Call,19450.0,140.0,01-Sep-2023 15:29:59,129.0,2900,139.95,50,95.0,148.15,82.15,137.35,28.32,439.9,0.05,881950,19435.3,50,144300.0,95550.0,28100,10600,0.0,7000.0
6,NFO,Options,NIFTY,2023-09-14,Call,19500.0,112.9,01-Sep-2023 15:29:58,111.35,200,113.9,50,100.0,120.4,63.95,110.35,28.22,395.3,0.05,2422200,19435.3,100,417100.0,123600.0,70350,21300,1.0,5645.0
7,NFO,Options,NIFTY,2023-09-14,Call,19550.0,89.0,01-Sep-2023 15:29:58,88.0,200,89.0,250,61.6,95.7,48.5,86.8,28.99,353.05,0.05,870200,19435.3,50,127450.0,79200.0,48650,6550,2.0,4450.0
8,NFO,Options,NIFTY,2023-09-14,Call,19600.0,68.0,01-Sep-2023 15:29:59,68.0,100,68.5,750,60.0,74.6,36.05,67.15,28.18,314.5,0.05,2289250,19435.3,50,440450.0,251950.0,42850,12250,3.0,3400.0
9,NFO,Options,NIFTY,2023-09-14,Call,19650.0,51.7,01-Sep-2023 15:29:53,51.7,150,52.0,50,37.4,56.3,26.85,50.5,29.74,279.35,0.05,1140550,19435.3,100,259950.0,143900.0,47450,3800,4.0,2585.0
10,NFO,Options,NIFTY,2023-09-14,Call,19700.0,39.15,01-Sep-2023 15:29:57,38.7,50,39.35,50,31.75,42.95,19.8,38.45,30.94,248.3,0.05,3034950,19435.3,50,884100.0,330950.0,57650,14850,5.0,1957.5
