,exchange_code,product_type,stock_code,expiry_date,right,strike_price,ltp,ltt,best_bid_price,best_bid_quantity,best_offer_price,best_offer_quantity,open,high,low,previous_close,ltp_percent_change,upper_circuit,lower_circuit,total_quantity_traded,spot_price,ltq,open_interest,chnge_oi,total_buy_qty,total_sell_qty,rel_50,price_per_lot
0,NFO,Options,NIFTY,2023-09-14,Call,19600.0,249.2,08-Sep-2023 15:29:59,249.2,250,250.55,50,175.0,292.2,168.35,252.05,46.2,748.85,0.05,19344850,19819.95,250,1461200.0,-822750.0,82350,41150,5.0,12460.0
1,NFO,Options,NIFTY,2023-09-14,Call,19650.0,206.0,08-Sep-2023 15:29:58,205.35,50,207.1,50,150.05,248.5,133.95,209.75,52.42,674.2,0.05,14849250,19819.95,50,475800.0,-371550.0,54950,23100,4.0,10300.0
2,NFO,Options,NIFTY,2023-09-14,Call,19700.0,165.75,08-Sep-2023 15:29:59,165.9,100,167.9,100,120.0,207.15,103.6,170.8,57.78,600.0,0.05,81826000,19819.95,50,1931000.0,-1373900.0,127000,82350,3.0,8287.5
3,NFO,Options,NIFTY,2023-09-14,Call,19750.0,130.1,08-Sep-2023 15:29:59,130.1,800,131.1,850,86.95,168.95,77.45,134.85,65.42,526.35,0.05,106454800,19819.95,50,1397950.0,-251300.0,113200,95850,2.0,6505.0
4,NFO,Options,NIFTY,2023-09-14,Call,19800.0,99.0,08-Sep-2023 15:29:59,98.85,50,99.0,400,65.0,134.15,56.55,103.5,74.14,455.85,0.05,239830850,19819.95,200,4119550.0,332400.0,506500,373600,1.0,4950.0
5,NFO,Options,NIFTY,2023-09-14,Call,19850.0,73.0,08-Sep-2023 15:29:59,73.0,850,73.2,1200,49.9,103.7,39.8,76.8,86.46,389.35,0.05,153338750,19819.95,50,2988100.0,1050650.0,228550,363300,0.0,3650.0
6,NFO,Options,NIFTY,2023-09-14,Call,19900.0,52.0,08-Sep-2023 15:29:59,51.7,400,52.0,4050,29.3,78.0,27.25,55.25,97.72,328.3,0.05,171371550,19819.95,100,5090950.0,1516750.0,260350,501450,1.0,2600.0
7,NFO,Options,NIFTY,2023-09-14,Call,19950.0,35.35,08-Sep-2023 15:29:59,35.15,1200,35.6,2400,22.05,56.8,18.5,38.6,103.75,273.45,0.05,89953700,19819.95,50,2323600.0,1106550.0,197800,230150,2.0,1767.5
8,NFO,Options,NIFTY,2023-09-14,Call,20000.0,23.3,08-Sep-2023 15:29:59,23.3,700,23.5,400,13.9,40.45,12.35,26.1,98.3,224.75,0.05,149756750,19819.95,500,7927500.0,2997550.0,999050,558950,3.0,1165.0
9,NFO,Options,NIFTY,2023-09-14,Call,20050.0,15.1,08-Sep-2023 15:29:59,14.7,4100,15.0,50,10.65,27.95,7.9,16.95,96.1,182.2,0.05,67004700,19819.95,50,2521350.0,1280400.0,166900,227400,4.0,755.0
10,NFO,Options,NIFTY,2023-09-14,Call,20100.0,9.35,08-Sep-2023 15:29:59,9.2,100,9.35,850,6.5,19.05,5.55,11.05,71.56,146.15,0.05,80937800,19819.95,150,4411650.0,1847050.0,379300,255550,5.0,467.5
